split,map_name,agents,seed,iteration,checkpoint_id,target_rule,target_best_rule_id,delta_best_rule_id,second_delta_rule_id,candidate_count,harmful_candidate_count,best_delta_ratio,second_delta_ratio,best_minus_second_margin,best_minus_additive_margin,best_minus_neutral_threshold,label_delta_ratio_best,label_confidence,neutral,within_0_001_count,margin_le_0_001,within_0_0025_count,margin_le_0_0025,within_0_005_count,margin_le_0_005,within_0_01_count,margin_le_0_01,within_0_02_count,margin_le_0_02,within_0_05_count,margin_le_0_05
train,empty-16-16,200,1,2,empty-16-16__a200__i1__phase4_phase4-full-repair1__iter2,commit_heavy,commit_heavy,commit_heavy,wait_light,8,1,0.459832429768,0.310497782159,0.149334647609,0.459832429768,0.454832429768,0.459832429768,0.459832429768,0,1,0,1,0,1,0,1,0,1,0,1,0
train,empty-16-16,200,1,3,empty-16-16__a200__i1__phase4_phase4-full-repair1__iter3,neutral_additive,additive_ltm,additive_ltm,wait_heavy,8,7,0.0,-0.147856086742,0.147856086742,0.0,-0.005,0.0,0.0,1,1,0,1,0,1,0,1,0,1,0,1,0
train,empty-16-16,50,2,0,empty-16-16__a50__i2__phase4_phase4-full-repair1__iter0,neutral_additive,additive_ltm,decay_095,decay_090,8,2,0.0,0.0,0.0,0.0,-0.005,0.0,0.0,1,4,1,4,1,4,1,5,1,6,1,7,1
train,empty-16-16,50,2,1,empty-16-16__a50__i2__phase4_phase4-full-repair1__iter1,wait_light,wait_light,wait_light,block_heavy,8,0,0.174369747899,0.149159663866,0.025210084033000013,0.174369747899,0.169369747899,0.174369747899,0.174369747899,0,1,0,1,0,1,0,1,0,1,0,3,1
train,empty-16-16,50,2,2,empty-16-16__a50__i2__phase4_phase4-full-repair1__iter2,block_heavy,block_heavy,block_heavy,decay_095,8,2,0.0357142857143,0.031512605042,0.0042016806723,0.0357142857143,0.0307142857143,0.0357142857143,0.0357142857143,0,1,0,1,0,2,1,2,1,3,1,5,1
train,empty-16-16,50,2,3,empty-16-16__a50__i2__phase4_phase4-full-repair1__iter3,block_light,block_light,block_light,block_heavy,8,2,0.0126050420168,0.00420168067227,0.00840336134453,0.0126050420168,0.007605042016799999,0.0126050420168,0.0126050420168,0,1,0,1,0,1,0,2,1,5,1,8,1
train,empty-16-16,100,2,0,empty-16-16__a100__i2__phase4_phase4-full-repair1__iter0,wait_light,wait_light,wait_light,wait_heavy,8,0,0.157345971564,0.0407582938389,0.11658767772509998,0.157345971564,0.15234597156399998,0.157345971564,0.157345971564,0,1,0,1,0,1,0,1,0,1,0,1,0
train,empty-16-16,100,2,1,empty-16-16__a100__i2__phase4_phase4-full-repair1__iter1,wait_light,wait_light,wait_light,commit_heavy,8,5,0.0142180094787,0.00663507109005,0.00758293838865,0.0142180094787,0.009218009478699999,0.0142180094787,0.0142180094787,0,1,0,1,0,1,0,2,1,3,1,3,1
train,empty-16-16,100,2,2,empty-16-16__a100__i2__phase4_phase4-full-repair1__iter2,decay_090,decay_090,decay_090,decay_095,8,3,0.042654028436,0.0189573459716,0.023696682464399998,0.042654028436,0.037654028436,0.042654028436,0.042654028436,0,1,0,1,0,1,0,1,0,1,0,4,1
train,empty-16-16,100,2,3,empty-16-16__a100__i2__phase4_phase4-full-repair1__iter3,commit_heavy,commit_heavy,commit_heavy,decay_090,8,4,0.0341232227488,0.0284360189573,0.005687203791500003,0.0341232227488,0.029123222748800002,0.0341232227488,0.0341232227488,0,1,0,1,0,1,0,2,1,3,1,4,1
train,empty-16-16,200,2,0,empty-16-16__a200__i2__phase4_phase4-full-repair1__iter0,commit_heavy,commit_heavy,commit_heavy,decay_095,8,4,0.334134615385,0.0,0.334134615385,0.334134615385,0.329134615385,0.334134615385,0.334134615385,0,1,0,1,0,1,0,1,0,1,0,1,0
train,empty-16-16,200,2,1,empty-16-16__a200__i2__phase4_phase4-full-repair1__iter1,neutral_additive,additive_ltm,additive_ltm,decay_090,8,6,0.0,-0.0120192307692,0.0120192307692,0.0,-0.005,0.0,0.0,1,1,0,1,0,1,0,1,0,2,1,4,1
train,empty-16-16,200,2,2,empty-16-16__a200__i2__phase4_phase4-full-repair1__iter2,decay_090,decay_090,decay_090,block_light,8,0,0.258173076923,0.166826923077,0.091346153846,0.258173076923,0.253173076923,0.258173076923,0.258173076923,0,1,0,1,0,1,0,1,0,1,0,1,0
train,empty-16-16,200,2,3,empty-16-16__a200__i2__phase4_phase4-full-repair1__iter3,wait_heavy,wait_heavy,wait_heavy,wait_light,8,5,0.120673076923,0.0475961538462,0.0730769230768,0.120673076923,0.115673076923,0.120673076923,0.120673076923,0,1,0,1,0,1,0,1,0,1,0,1,0
train,empty-16-16,50,3,0,empty-16-16__a50__i3__phase4_phase4-full-repair1__iter0,block_heavy,block_heavy,block_heavy,wait_heavy,8,3,0.0685714285714,0.0590476190476,0.009523809523799998,0.0685714285714,0.0635714285714,0.0685714285714,0.0685714285714,0,1,0,1,0,1,0,2,1,2,1,2,1
train,empty-16-16,50,3,1,empty-16-16__a50__i3__phase4_phase4-full-repair1__iter1,decay_090,decay_090,decay_090,decay_095,8,0,0.0742857142857,0.0628571428571,0.011428571428599987,0.0742857142857,0.06928571428569999,0.0742857142857,0.0742857142857,0,1,0,1,0,1,0,1,0,2,1,7,1
train,empty-16-16,50,3,2,empty-16-16__a50__i3__phase4_phase4-full-repair1__iter2,block_light,block_light,block_light,wait_heavy,8,0,0.0590476190476,0.0514285714286,0.007619047619000001,0.0590476190476,0.054047619047600005,0.0590476190476,0.0590476190476,0,1,0,1,0,1,0,2,1,5,1,6,1
train,empty-16-16,50,3,3,empty-16-16__a50__i3__phase4_phase4-full-repair1__iter3,wait_light,wait_light,wait_light,block_light,8,1,0.032380952381,0.0304761904762,0.0019047619048000002,0.032380952381,0.027380952381,0.032380952381,0.032380952381,0,1,0,2,1,2,1,2,1,3,1,6,1
train,empty-16-16,100,3,0,empty-16-16__a100__i3__phase4_phase4-full-repair1__iter0,wait_light,wait_light,wait_light,commit_heavy,8,2,0.213426853707,0.122244488978,0.09118236472900001,0.213426853707,0.208426853707,0.213426853707,0.213426853707,0,1,0,1,0,1,0,1,0,1,0,1,0
train,empty-16-16,100,3,1,empty-16-16__a100__i3__phase4_phase4-full-repair1__iter1,block_heavy,block_heavy,block_heavy,block_light,8,3,0.0921843687375,0.0460921843687,0.04609218436879999,0.0921843687375,0.08718436873749999,0.0921843687375,0.0921843687375,0,1,0,1,0,1,0,1,0,1,0,2,1
train,empty-16-16,100,3,2,empty-16-16__a100__i3__phase4_phase4-full-repair1__iter2,wait_light,wait_light,wait_light,block_light,8,1,0.065130260521,0.0521042084168,0.013026052104199999,0.065130260521,0.060130260521000005,0.065130260521,0.065130260521,0,1,0,1,0,1,0,1,0,3,1,4,1
train,empty-16-16,100,3,3,empty-16-16__a100__i3__phase4_phase4-full-repair1__iter3,decay_090,decay_090,decay_090,wait_light,8,1,0.0180360721443,0.00701402805611,0.011022044088189999,0.0180360721443,0.013036072144299998,0.0180360721443,0.0180360721443,0,1,0,1,0,1,0,1,0,5,1,7,1
train,empty-16-16,200,3,0,empty-16-16__a200__i3__phase4_phase4-full-repair1__iter0,commit_heavy,commit_heavy,commit_heavy,block_heavy,8,2,0.218613669413,0.158991759573,0.059621909840000015,0.218613669413,0.213613669413,0.218613669413,0.218613669413,0,1,0,1,0,1,0,1,0,1,0,1,0
train,empty-16-16,200,3,1,empty-16-16__a200__i3__phase4_phase4-full-repair1__iter1,neutral_additive,additive_ltm,additive_ltm,block_heavy,8,7,0.0,-0.0935530780417,0.0935530780417,0.0,-0.005,0.0,0.0,1,1,0,1,0,1,0,1,0,1,0,1,0
train,empty-16-16,200,3,2,empty-16-16__a200__i3__phase4_phase4-full-repair1__iter2,decay_090,decay_090,decay_090,decay_095,8,4,0.139602520601,0.132331555986,0.007270964615000014,0.139602520601,0.134602520601,0.139602520601,0.139602520601,0,1,0,1,0,1,0,2,1,2,1,2,1
train,empty-16-16,200,3,3,empty-16-16__a200__i3__phase4_phase4-full-repair1__iter3,commit_heavy,commit_heavy,commit_heavy,wait_light,8,4,0.0838584585555,0.0252060106641,0.058652447891400006,0.0838584585555,0.0788584585555,0.0838584585555,0.0838584585555,0,1,0,1,0,1,0,1,0,1,0,1,0
train,empty-16-16,50,4,0,empty-16-16__a50__i4__phase4_phase4-full-repair1__iter0,block_light,block_light,block_light,wait_light,8,3,0.0726915520629,0.0373280943026,0.0353634577603,0.0726915520629,0.06769155206289999,0.0726915520629,0.0726915520629,0,1,0,1,0,1,0,1,0,1,0,2,1
train,empty-16-16,50,4,1,empty-16-16__a50__i4__phase4_phase4-full-repair1__iter1,commit_heavy,commit_heavy,commit_heavy,block_heavy,8,0,0.196463654224,0.165029469548,0.03143418467600001,0.196463654224,0.191463654224,0.196463654224,0.196463654224,0,1,0,1,0,1,0,1,0,1,0,3,1
train,empty-16-16,50,4,2,empty-16-16__a50__i4__phase4_phase4-full-repair1__iter2,decay_090,decay_090,decay_090,decay_095,8,0,0.0589390962672,0.049115913556,0.009823182711200001,0.0589390962672,0.053939096267200004,0.0589390962672,0.0589390962672,0,1,0,1,0,1,0,2,1,3,1,5,1
train,empty-16-16,50,4,3,empty-16-16__a50__i4__phase4_phase4-full-repair1__iter3,neutral_additive,additive_ltm,additive_ltm,wait_heavy,8,6,0.0,-0.0137524557957,0.0137524557957,0.0,-0.005,0.0,0.0,1,1,0,1,0,1,0,1,0,2,1,4,1
train,empty-16-16,100,4,0,empty-16-16__a100__i4__phase4_phase4-full-repair1__iter0,wait_light,wait_light,wait_light,commit_heavy,8,1,0.212787212787,0.0729270729271,0.13986013985989998,0.212787212787,0.207787212787,0.212787212787,0.212787212787,0,1,0,1,0,1,0,1,0,1,0,1,0
train,empty-16-16,100,4,1,empty-16-16__a100__i4__phase4_phase4-full-repair1__iter1,wait_light,wait_light,wait_light,additive_ltm,8,6,0.025974025974,0.0,0.025974025974,0.025974025974,0.020974025974,0.025974025974,0.025974025974,0,1,0,1,0,1,0,1,0,1,0,2,1
train,empty-16-16,100,4,2,empty-16-16__a100__i4__phase4_phase4-full-repair1__iter2,neutral_additive,additive_ltm,additive_ltm,block_heavy,8,6,0.0,-0.001998001998,0.001998001998,0.0,-0.005,0.0,0.0,1,1,0,2,1,2,1,2,1,2,1,4,1
train,empty-16-16,100,4,3,empty-16-16__a100__i4__phase4_phase4-full-repair1__iter3,block_light,block_light,block_light,block_heavy,8,0,0.038961038961,0.035964035964,0.002997002996999995,0.038961038961,0.033961038961,0.038961038961,0.038961038961,0,1,0,1,0,2,1,3,1,4,1,7,1
train,empty-16-16,200,4,0,empty-16-16__a200__i4__phase4_phase4-full-repair1__iter0,wait_light,wait_light,wait_light,block_light,8,0,1.77369439072,1.75435203095,0.019342359769999984,1.77369439072,1.7686943907200001,1.77369439072,1.77369439072,0,1,0,1,0,1,0,1,0,2,1,2,1
train,empty-16-16,200,4,1,empty-16-16__a200__i4__phase4_phase4-full-repair1__iter1,neutral_additive,additive_ltm,additive_ltm,decay_090,8,7,0.0,-0.0560928433269,0.0560928433269,0.0,-0.005,0.0,0.0,1,1,0,1,0,1,0,1,0,1,0,1,0
train,empty-16-16,200,4,2,empty-16-16__a200__i4__phase4_phase4-full-repair1__iter2,wait_light,wait_light,wait_light,wait_heavy,8,1,0.291102514507,0.268375241779,0.02272727272799996,0.291102514507,0.28610251450699997,0.291102514507,0.291102514507,0,1,0,1,0,1,0,1,0,1,0,2,1
train,empty-16-16,200,4,3,empty-16-16__a200__i4__phase4_phase4-full-repair1__iter3,neutral_additive,additive_ltm,additive_ltm,decay_090,8,6,0.0,-0.00967117988395,0.00967117988395,0.0,-0.005,0.0,0.0,1,1,0,1,0,1,0,2,1,2,1,3,1
train,empty-16-16,50,5,0,empty-16-16__a50__i5__phase4_phase4-full-repair1__iter0,wait_light,wait_light,wait_light,commit_heavy,8,3,0.0439770554493,0.0344168260038,0.009560229445500001,0.0439770554493,0.038977055449300003,0.0439770554493,0.0439770554493,0,1,0,1,0,1,0,2,1,2,1,5,1
train,empty-16-16,50,5,1,empty-16-16__a50__i5__phase4_phase4-full-repair1__iter1,block_heavy,block_heavy,block_heavy,block_light,8,0,0.0707456978967,0.0497131931166,0.0210325047801,0.0707456978967,0.0657456978967,0.0707456978967,0.0707456978967,0,1,0,1,0,1,0,1,0,1,0,4,1
train,empty-16-16,50,5,2,empty-16-16__a50__i5__phase4_phase4-full-repair1__iter2,neutral_additive,additive_ltm,additive_ltm,block_light,8,5,0.0,-0.00764818355641,0.00764818355641,0.0,-0.005,0.0,0.0,1,1,0,1,0,1,0,2,1,3,1,5,1
train,empty-16-16,50,5,3,empty-16-16__a50__i5__phase4_phase4-full-repair1__iter3,neutral_additive,decay_095,decay_095,additive_ltm,8,2,0.0019120458891,0.0,0.0019120458891,0.0019120458891,-0.0030879541109,0.0019120458891,0.0019120458891,1,1,0,2,1,2,1,3,1,6,1,8,1
train,empty-16-16,100,5,0,empty-16-16__a100__i5__phase4_phase4-full-repair1__iter0,block_heavy,block_heavy,block_heavy,wait_light,8,2,0.256221198157,0.209216589862,0.047004608295,0.256221198157,0.251221198157,0.256221198157,0.256221198157,0,1,0,1,0,1,0,1,0,1,0,2,1
train,empty-16-16,100,5,1,empty-16-16__a100__i5__phase4_phase4-full-repair1__iter1,block_heavy,block_heavy,block_heavy,decay_090,8,0,0.116129032258,0.101382488479,0.014746543779000004,0.116129032258,0.111129032258,0.116129032258,0.116129032258,0,1,0,1,0,1,0,1,0,2,1,3,1
train,empty-16-16,100,5,2,empty-16-16__a100__i5__phase4_phase4-full-repair1__iter2,decay_090,decay_090,decay_090,decay_095,8,2,0.0755760368664,0.0728110599078,0.0027649769586000073,0.0755760368664,0.0705760368664,0.0755760368664,0.0755760368664,0,1,0,1,0,2,1,2,1,2,1,2,1
train,empty-16-16,100,5,3,empty-16-16__a100__i5__phase4_phase4-full-repair1__iter3,decay_095,decay_095,decay_095,block_heavy,8,0,0.106912442396,0.10599078341,0.0009216589859999957,0.106912442396,0.10191244239599999,0.106912442396,0.106912442396,0,2,1,2,1,2,1,2,1,2,1,4,1
train,empty-16-16,200,5,0,empty-16-16__a200__i5__phase4_phase4-full-repair1__iter0,wait_light,wait_light,wait_light,block_heavy,8,0,0.84542437174,0.524419155998,0.3210052157419999,0.84542437174,0.84042437174,0.84542437174,0.84542437174,0,1,0,1,0,1,0,1,0,1,0,1,0
train,empty-16-16,200,5,1,empty-16-16__a200__i5__phase4_phase4-full-repair1__iter1,block_light,block_light,block_light,wait_light,8,1,0.338549075391,0.329540066382,0.00900900900899998,0.338549075391,0.333549075391,0.338549075391,0.338549075391,0,1,0,1,0,1,0,2,1,3,1,3,1
train,empty-16-16,200,5,2,empty-16-16__a200__i5__phase4_phase4-full-repair1__iter2,wait_light,wait_light,wait_light,block_light,8,0,0.228544333807,0.214319582741,0.014224751066000019,0.228544333807,0.223544333807,0.228544333807,0.228544333807,0,1,0,1,0,1,0,1,0,2,1,2,1
train,empty-16-16,200,5,3,empty-16-16__a200__i5__phase4_phase4-full-repair1__iter3,wait_light,wait_light,wait_light,additive_ltm,8,4,0.099573257468,0.0,0.099573257468,0.099573257468,0.094573257468,0.099573257468,0.099573257468,0,1,0,1,0,1,0,1,0,1,0,1,0
train,empty-16-16,50,6,0,empty-16-16__a50__i6__phase4_phase4-full-repair1__iter0,block_heavy,block_heavy,block_heavy,wait_heavy,8,2,0.128472222222,0.109375,0.019097222222,0.128472222222,0.123472222222,0.128472222222,0.128472222222,0,1,0,1,0,1,0,1,0,2,1,2,1
train,empty-16-16,50,6,1,empty-16-16__a50__i6__phase4_phase4-full-repair1__iter1,commit_heavy,commit_heavy,commit_heavy,additive_ltm,8,4,0.0190972222222,0.0,0.0190972222222,0.0190972222222,0.014097222222199998,0.0190972222222,0.0190972222222,0,1,0,1,0,1,0,1,0,2,1,4,1
train,empty-16-16,50,6,2,empty-16-16__a50__i6__phase4_phase4-full-repair1__iter2,wait_light,wait_light,wait_light,decay_090,8,1,0.0815972222222,0.0555555555556,0.026041666666600002,0.0815972222222,0.0765972222222,0.0815972222222,0.0815972222222,0,1,0,1,0,1,0,1,0,1,0,3,1
train,empty-16-16,50,6,3,empty-16-16__a50__i6__phase4_phase4-full-repair1__iter3,decay_095,decay_095,decay_095,wait_heavy,8,1,0.0277777777778,0.0190972222222,0.008680555555600003,0.0277777777778,0.0227777777778,0.0277777777778,0.0277777777778,0,1,0,1,0,1,0,2,1,4,1,8,1
train,empty-16-16,100,6,0,empty-16-16__a100__i6__phase4_phase4-full-repair1__iter0,wait_light,wait_light,wait_light,decay_095,8,3,0.102131438721,0.0,0.102131438721,0.102131438721,0.097131438721,0.102131438721,0.102131438721,0,1,0,1,0,1,0,1,0,1,0,1,0
train,empty-16-16,100,6,1,empty-16-16__a100__i6__phase4_phase4-full-repair1__iter1,wait_light,wait_light,wait_light,block_heavy,8,3,0.126110124334,0.0701598579041,0.05595026642990002,0.126110124334,0.12111012433400001,0.126110124334,0.126110124334,0,1,0,1,0,1,0,1,0,1,0,1,0
train,empty-16-16,100,6,2,empty-16-16__a100__i6__phase4_phase4-full-repair1__iter2,wait_light,wait_light,wait_light,block_light,8,1,0.0985790408526,0.0577264653641,0.0408525754885,0.0985790408526,0.09357904085259999,0.0985790408526,0.0985790408526,0,1,0,1,0,1,0,1,0,1,0,2,1
train,empty-16-16,100,6,3,empty-16-16__a100__i6__phase4_phase4-full-repair1__iter3,block_light,block_light,block_light,decay_090,8,0,0.0435168738899,0.0390763765542,0.004440497335699997,0.0435168738899,0.0385168738899,0.0435168738899,0.0435168738899,0,1,0,1,0,2,1,2,1,2,1,6,1
train,empty-16-16,200,6,0,empty-16-16__a200__i6__phase4_phase4-full-repair1__iter0,block_heavy,block_heavy,block_heavy,wait_light,8,0,1.28755167662,1.26504363803,0.022508038589999835,1.28755167662,1.28255167662,1.28755167662,1.28755167662,0,1,0,1,0,1,0,1,0,1,0,2,1
train,empty-16-16,200,6,1,empty-16-16__a200__i6__phase4_phase4-full-repair1__iter1,decay_090,decay_090,decay_090,block_heavy,8,5,0.196600826826,0.086357372531,0.110243454295,0.196600826826,0.191600826826,0.196600826826,0.196600826826,0,1,0,1,0,1,0,1,0,1,0,1,0
train,empty-16-16,200,6,2,empty-16-16__a200__i6__phase4_phase4-full-repair1__iter2,block_heavy,block_heavy,block_heavy,decay_095,8,2,0.108865411116,0.0969223702343,0.011943040881699993,0.108865411116,0.10386541111599999,0.108865411116,0.108865411116,0,1,0,1,0,1,0,1,0,2,1,4,1
train,empty-16-16,200,6,3,empty-16-16__a200__i6__phase4_phase4-full-repair1__iter3,wait_light,wait_light,wait_light,commit_heavy,8,3,0.0881947634359,0.0725769407441,0.01561782269180001,0.0881947634359,0.0831947634359,0.0881947634359,0.0881947634359,0,1,0,1,0,1,0,1,0,2,1,2,1
train,empty-16-16,50,7,0,empty-16-16__a50__i7__phase4_phase4-full-repair1__iter0,neutral_additive,additive_ltm,decay_095,decay_090,8,5,0.0,0.0,0.0,0.0,-0.005,0.0,0.0,1,3,1,3,1,3,1,3,1,3,1,4,1
train,empty-16-16,50,7,1,empty-16-16__a50__i7__phase4_phase4-full-repair1__iter1,neutral_additive,additive_ltm,additive_ltm,block_heavy,8,4,0.0,-0.0061099796334,0.0061099796334,0.0,-0.005,0.0,0.0,1,1,0,1,0,1,0,2,1,4,1,6,1
train,empty-16-16,50,7,2,empty-16-16__a50__i7__phase4_phase4-full-repair1__iter2,block_light,block_light,block_light,wait_light,8,3,0.0529531568228,0.0224032586558,0.030549898167000003,0.0529531568228,0.047953156822800005,0.0529531568228,0.0529531568228,0,1,0,1,0,1,0,1,0,1,0,2,1
train,empty-16-16,50,7,3,empty-16-16__a50__i7__phase4_phase4-full-repair1__iter3,wait_heavy,wait_heavy,wait_heavy,wait_light,8,2,0.0346232179226,0.0285132382892,0.006109979633400001,0.0346232179226,0.0296232179226,0.0346232179226,0.0346232179226,0,1,0,1,0,1,0,2,1,3,1,6,1
train,empty-16-16,100,7,0,empty-16-16__a100__i7__phase4_phase4-full-repair1__iter0,block_heavy,block_heavy,block_heavy,decay_095,8,2,0.198480531814,0.0,0.198480531814,0.198480531814,0.193480531814,0.198480531814,0.198480531814,0,1,0,1,0,1,0,1,0,1,0,1,0
train,empty-16-16,100,7,1,empty-16-16__a100__i7__phase4_phase4-full-repair1__iter1,wait_light,wait_light,wait_light,commit_heavy,8,3,0.0322886989554,0.022792022792,0.009496676163400001,0.0322886989554,0.0272886989554,0.0322886989554,0.0322886989554,0,1,0,1,0,1,0,2,1,3,1,4,1
train,empty-16-16,100,7,2,empty-16-16__a100__i7__phase4_phase4-full-repair1__iter2,wait_light,wait_light,wait_light,block_light,8,0,0.0712250712251,0.0664767331434,0.004748338081699999,0.0712250712251,0.06622507122509999,0.0712250712251,0.0712250712251,0,1,0,1,0,2,1,2,1,3,1,5,1
train,empty-16-16,100,7,3,empty-16-16__a100__i7__phase4_phase4-full-repair1__iter3,block_heavy,block_heavy,block_heavy,block_light,8,0,0.143399810066,0.121557454891,0.021842355174999994,0.143399810066,0.138399810066,0.143399810066,0.143399810066,0,1,0,1,0,1,0,1,0,1,0,3,1
train,empty-16-16,200,7,0,empty-16-16__a200__i7__phase4_phase4-full-repair1__iter0,neutral_additive,additive_ltm,decay_095,decay_090,8,5,0.0,0.0,0.0,0.0,-0.005,0.0,0.0,1,3,1,3,1,3,1,3,1,3,1,3,1
train,empty-16-16,200,7,1,empty-16-16__a200__i7__phase4_phase4-full-repair1__iter1,block_light,block_light,block_light,commit_heavy,8,4,0.20027688048,0.147208121827,0.05306875865300001,0.20027688048,0.19527688048,0.20027688048,0.20027688048,0,1,0,1,0,1,0,1,0,1,0,1,0
train,empty-16-16,200,7,2,empty-16-16__a200__i7__phase4_phase4-full-repair1__iter2,commit_heavy,commit_heavy,commit_heavy,block_light,8,2,0.119058606368,0.113059529303,0.005999077064999997,0.119058606368,0.114058606368,0.119058606368,0.119058606368,0,1,0,1,0,1,0,2,1,3,1,3,1
train,empty-16-16,200,7,3,empty-16-16__a200__i7__phase4_phase4-full-repair1__iter3,block_heavy,block_heavy,block_heavy,wait_heavy,8,0,0.296262113521,0.252422704199,0.043839409322000034,0.296262113521,0.291262113521,0.296262113521,0.296262113521,0,1,0,1,0,1,0,1,0,1,0,2,1
train,empty-16-16,50,8,0,empty-16-16__a50__i8__phase4_phase4-full-repair1__iter0,block_heavy,block_heavy,block_heavy,wait_heavy,8,1,0.232514177694,0.124763705104,0.10775047259000001,0.232514177694,0.227514177694,0.232514177694,0.232514177694,0,1,0,1,0,1,0,1,0,1,0,1,0
train,empty-16-16,50,8,1,empty-16-16__a50__i8__phase4_phase4-full-repair1__iter1,decay_095,decay_095,decay_095,decay_090,8,5,0.0359168241966,0.00945179584121,0.02646502835539,0.0359168241966,0.0309168241966,0.0359168241966,0.0359168241966,0,1,0,1,0,1,0,1,0,1,0,3,1
train,empty-16-16,50,8,2,empty-16-16__a50__i8__phase4_phase4-full-repair1__iter2,commit_heavy,commit_heavy,commit_heavy,block_light,8,3,0.0283553875236,0.0189035916824,0.009451795841200001,0.0283553875236,0.0233553875236,0.0283553875236,0.0283553875236,0,1,0,1,0,1,0,2,1,3,1,5,1
train,empty-16-16,50,8,3,empty-16-16__a50__i8__phase4_phase4-full-repair1__iter3,block_heavy,block_heavy,block_heavy,decay_090,8,2,0.0321361058601,0.0264650283554,0.005671077504700004,0.0321361058601,0.027136105860100002,0.0321361058601,0.0321361058601,0,1,0,1,0,1,0,2,1,2,1,6,1
train,empty-16-16,100,8,0,empty-16-16__a100__i8__phase4_phase4-full-repair1__iter0,neutral_additive,additive_ltm,decay_095,decay_090,8,5,0.0,0.0,0.0,0.0,-0.005,0.0,0.0,1,3,1,3,1,3,1,3,1,3,1,3,1
train,empty-16-16,100,8,1,empty-16-16__a100__i8__phase4_phase4-full-repair1__iter1,wait_light,wait_light,wait_light,additive_ltm,8,5,0.0104166666667,0.0,0.0104166666667,0.0104166666667,0.0054166666667,0.0104166666667,0.0104166666667,0,1,0,1,0,1,0,1,0,2,1,5,1
