dataset_row_id,censored_count,censored_rows_treated_as_negative,no_observed_positive_is_hard_g556_target,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g562_real_graph_000132,0,False,False,False,False,False,False,False
g562_real_graph_000133,0,False,False,False,False,False,False,False
g562_real_graph_000134,0,False,False,False,False,False,False,False
g562_real_graph_000135,64,False,False,False,False,False,False,False
g562_real_graph_000136,0,False,False,False,False,False,False,False
g562_real_graph_000137,64,False,False,False,False,False,False,False
g562_real_graph_000138,64,False,False,False,False,False,False,False
g562_real_graph_000139,64,False,False,False,False,False,False,False
g562_real_graph_000140,64,False,False,False,False,False,False,False
g562_real_graph_000141,64,False,False,False,False,False,False,False
g562_real_graph_000142,64,False,False,False,False,False,False,False
g562_real_graph_000143,0,False,False,False,False,False,False,False
g562_real_graph_000144,64,False,False,False,False,False,False,False
g562_real_graph_000145,0,False,False,False,False,False,False,False
g562_real_graph_000146,64,False,False,False,False,False,False,False
g562_real_graph_000147,64,False,False,False,False,False,False,False
g562_real_graph_000148,64,False,False,False,False,False,False,False
g562_real_graph_000149,0,False,False,False,False,False,False,False
g562_real_graph_000150,0,False,False,False,False,False,False,False
g562_real_graph_000151,0,False,False,False,False,False,False,False
g562_real_graph_000152,0,False,False,False,False,False,False,False
g562_real_graph_000153,64,False,False,False,False,False,False,False
g562_real_graph_000154,0,False,False,False,False,False,False,False
g562_real_graph_000155,0,False,False,False,False,False,False,False
g562_real_graph_000156,64,False,False,False,False,False,False,False
g562_real_graph_000157,64,False,False,False,False,False,False,False
g562_real_graph_000158,0,False,False,False,False,False,False,False
g562_real_graph_000159,0,False,False,False,False,False,False,False
g562_real_graph_000160,64,False,False,False,False,False,False,False
g562_real_graph_000161,64,False,False,False,False,False,False,False
g562_real_graph_000162,0,False,False,False,False,False,False,False
g562_real_graph_000163,64,False,False,False,False,False,False,False
g562_real_graph_000164,0,False,False,False,False,False,False,False
g562_real_graph_000165,64,False,False,False,False,False,False,False
g562_real_graph_000166,64,False,False,False,False,False,False,False
g562_real_graph_000167,0,False,False,False,False,False,False,False
g562_real_graph_000168,64,False,False,False,False,False,False,False
g562_real_graph_000169,0,False,False,False,False,False,False,False
g562_real_graph_000170,0,False,False,False,False,False,False,False
g562_real_graph_000171,0,False,False,False,False,False,False,False
g562_real_graph_000172,0,False,False,False,False,False,False,False
g562_real_graph_000173,64,False,False,False,False,False,False,False
g562_real_graph_000174,64,False,False,False,False,False,False,False
g562_real_graph_000175,0,False,False,False,False,False,False,False
g562_real_graph_000176,64,False,False,False,False,False,False,False
g562_real_graph_000177,0,False,False,False,False,False,False,False
g562_real_graph_000178,64,False,False,False,False,False,False,False
g562_real_graph_000179,0,False,False,False,False,False,False,False
g562_real_graph_000180,64,False,False,False,False,False,False,False
g562_real_graph_000181,0,False,False,False,False,False,False,False
g562_real_graph_000182,64,False,False,False,False,False,False,False
g562_real_graph_000183,0,False,False,False,False,False,False,False
g562_real_graph_000184,64,False,False,False,False,False,False,False
g562_real_graph_000185,0,False,False,False,False,False,False,False
g562_real_graph_000186,0,False,False,False,False,False,False,False
g562_real_graph_000187,64,False,False,False,False,False,False,False
g562_real_graph_000188,0,False,False,False,False,False,False,False
g562_real_graph_000189,0,False,False,False,False,False,False,False
g562_real_graph_000190,64,False,False,False,False,False,False,False
g562_real_graph_000191,64,False,False,False,False,False,False,False
g562_real_graph_000192,0,False,False,False,False,False,False,False
g562_real_graph_000193,0,False,False,False,False,False,False,False
g562_real_graph_000194,0,False,False,False,False,False,False,False
g562_real_graph_000195,64,False,False,False,False,False,False,False
g562_real_graph_000196,0,False,False,False,False,False,False,False
g562_real_graph_000197,0,False,False,False,False,False,False,False
g562_real_graph_000198,0,False,False,False,False,False,False,False
g562_real_graph_000199,0,False,False,False,False,False,False,False
g562_real_graph_000200,0,False,False,False,False,False,False,False
g562_real_graph_000201,64,False,False,False,False,False,False,False
g562_real_graph_000202,64,False,False,False,False,False,False,False
g562_real_graph_000203,0,False,False,False,False,False,False,False
g562_real_graph_000204,64,False,False,False,False,False,False,False
g562_real_graph_000205,0,False,False,False,False,False,False,False
g562_real_graph_000206,64,False,False,False,False,False,False,False
g562_real_graph_000207,0,False,False,False,False,False,False,False
g562_real_graph_000208,64,False,False,False,False,False,False,False
g562_real_graph_000209,0,False,False,False,False,False,False,False
g562_real_graph_000210,0,False,False,False,False,False,False,False
g562_real_graph_000211,0,False,False,False,False,False,False,False
g562_real_graph_000212,64,False,False,False,False,False,False,False
g562_real_graph_000213,0,False,False,False,False,False,False,False
g562_real_graph_000214,64,False,False,False,False,False,False,False
g562_real_graph_000215,64,False,False,False,False,False,False,False
g562_real_graph_000216,64,False,False,False,False,False,False,False
g562_real_graph_000217,0,False,False,False,False,False,False,False
g562_real_graph_000218,0,False,False,False,False,False,False,False
g562_real_graph_000219,64,False,False,False,False,False,False,False
g562_real_graph_000220,0,False,False,False,False,False,False,False
g562_real_graph_000221,0,False,False,False,False,False,False,False
g562_real_graph_000222,64,False,False,False,False,False,False,False
g562_real_graph_000223,0,False,False,False,False,False,False,False
g562_real_graph_000224,0,False,False,False,False,False,False,False
g562_real_graph_000225,0,False,False,False,False,False,False,False
g562_real_graph_000226,64,False,False,False,False,False,False,False
g562_real_graph_000227,0,False,False,False,False,False,False,False
g562_real_graph_000228,0,False,False,False,False,False,False,False
g562_real_graph_000229,0,False,False,False,False,False,False,False
g562_real_graph_000230,0,False,False,False,False,False,False,False
g562_real_graph_000231,0,False,False,False,False,False,False,False
g562_real_graph_000232,0,False,False,False,False,False,False,False
g562_real_graph_000233,64,False,False,False,False,False,False,False
g562_real_graph_000234,64,False,False,False,False,False,False,False
g562_real_graph_000235,0,False,False,False,False,False,False,False
g562_real_graph_000236,64,False,False,False,False,False,False,False
g562_real_graph_000237,64,False,False,False,False,False,False,False
g562_real_graph_000238,0,False,False,False,False,False,False,False
g562_real_graph_000239,0,False,False,False,False,False,False,False
g562_real_graph_000240,0,False,False,False,False,False,False,False
g562_real_graph_000241,0,False,False,False,False,False,False,False
g562_real_graph_000242,0,False,False,False,False,False,False,False
g562_real_graph_000243,0,False,False,False,False,False,False,False
g562_real_graph_000244,64,False,False,False,False,False,False,False
g562_real_graph_000245,0,False,False,False,False,False,False,False
g562_real_graph_000246,64,False,False,False,False,False,False,False
g562_real_graph_000247,0,False,False,False,False,False,False,False
g562_real_graph_000248,0,False,False,False,False,False,False,False
g562_real_graph_000249,0,False,False,False,False,False,False,False
g562_real_graph_000250,0,False,False,False,False,False,False,False
g562_real_graph_000251,0,False,False,False,False,False,False,False
g562_real_graph_000252,0,False,False,False,False,False,False,False
g562_real_graph_000253,64,False,False,False,False,False,False,False
g562_real_graph_000254,0,False,False,False,False,False,False,False
g562_real_graph_000255,64,False,False,False,False,False,False,False
g562_real_graph_000256,0,False,False,False,False,False,False,False
g562_real_graph_000257,0,False,False,False,False,False,False,False
g562_real_graph_000258,64,False,False,False,False,False,False,False
g562_real_graph_000259,64,False,False,False,False,False,False,False
g562_real_graph_000260,0,False,False,False,False,False,False,False
g562_real_graph_000261,64,False,False,False,False,False,False,False
g562_real_graph_000262,64,False,False,False,False,False,False,False
g562_real_graph_000263,64,False,False,False,False,False,False,False
g562_real_graph_000264,0,False,False,False,False,False,False,False
g562_real_graph_000265,0,False,False,False,False,False,False,False
g562_real_graph_000266,0,False,False,False,False,False,False,False
g562_real_graph_000267,0,False,False,False,False,False,False,False
g562_real_graph_000268,0,False,False,False,False,False,False,False
g562_real_graph_000269,0,False,False,False,False,False,False,False
g562_real_graph_000270,64,False,False,False,False,False,False,False
g562_real_graph_000271,64,False,False,False,False,False,False,False
g562_real_graph_000272,0,False,False,False,False,False,False,False
g562_real_graph_000273,0,False,False,False,False,False,False,False
g562_real_graph_000274,0,False,False,False,False,False,False,False
g562_real_graph_000275,0,False,False,False,False,False,False,False
g562_real_graph_000276,0,False,False,False,False,False,False,False
g562_real_graph_000277,0,False,False,False,False,False,False,False
g562_real_graph_000278,64,False,False,False,False,False,False,False
g562_real_graph_000279,0,False,False,False,False,False,False,False
g562_real_graph_000280,0,False,False,False,False,False,False,False
g562_real_graph_000281,0,False,False,False,False,False,False,False
g562_real_graph_000282,64,False,False,False,False,False,False,False
g562_real_graph_000283,64,False,False,False,False,False,False,False
g562_real_graph_000284,64,False,False,False,False,False,False,False
g562_real_graph_000285,0,False,False,False,False,False,False,False
g562_real_graph_000286,0,False,False,False,False,False,False,False
g562_real_graph_000287,64,False,False,False,False,False,False,False
g562_real_graph_000288,0,False,False,False,False,False,False,False
g562_real_graph_000289,0,False,False,False,False,False,False,False
g562_real_graph_000290,64,False,False,False,False,False,False,False
g562_real_graph_000291,0,False,False,False,False,False,False,False
g562_real_graph_000292,0,False,False,False,False,False,False,False
g562_real_graph_000293,0,False,False,False,False,False,False,False
g562_real_graph_000294,0,False,False,False,False,False,False,False
g562_real_graph_000295,64,False,False,False,False,False,False,False
g562_real_graph_000296,0,False,False,False,False,False,False,False
g562_real_graph_000297,0,False,False,False,False,False,False,False
g562_real_graph_000298,0,False,False,False,False,False,False,False
g562_real_graph_000299,0,False,False,False,False,False,False,False
g562_real_graph_000300,64,False,False,False,False,False,False,False
g562_real_graph_000301,0,False,False,False,False,False,False,False
g562_real_graph_000302,0,False,False,False,False,False,False,False
g562_real_graph_000303,64,False,False,False,False,False,False,False
g562_real_graph_000304,0,False,False,False,False,False,False,False
g562_real_graph_000305,0,False,False,False,False,False,False,False
g562_real_graph_000306,64,False,False,False,False,False,False,False
g562_real_graph_000307,64,False,False,False,False,False,False,False
g562_real_graph_000308,64,False,False,False,False,False,False,False
g562_real_graph_000309,0,False,False,False,False,False,False,False
g562_real_graph_000310,64,False,False,False,False,False,False,False
g562_real_graph_000311,64,False,False,False,False,False,False,False
g562_real_graph_000312,64,False,False,False,False,False,False,False
g562_real_graph_000313,0,False,False,False,False,False,False,False
g562_real_graph_000314,0,False,False,False,False,False,False,False
g562_real_graph_000315,64,False,False,False,False,False,False,False
g562_real_graph_000316,0,False,False,False,False,False,False,False
g562_real_graph_000317,0,False,False,False,False,False,False,False
g562_real_graph_000318,0,False,False,False,False,False,False,False
g562_real_graph_000319,64,False,False,False,False,False,False,False
g562_real_graph_000320,64,False,False,False,False,False,False,False
g562_real_graph_000321,0,False,False,False,False,False,False,False
g562_real_graph_000322,0,False,False,False,False,False,False,False
g562_real_graph_000323,64,False,False,False,False,False,False,False
g562_real_graph_000324,64,False,False,False,False,False,False,False
g562_real_graph_000325,64,False,False,False,False,False,False,False
g562_real_graph_000326,0,False,False,False,False,False,False,False
g562_real_graph_000327,0,False,False,False,False,False,False,False
g562_real_graph_000328,64,False,False,False,False,False,False,False
g562_real_graph_000329,0,False,False,False,False,False,False,False
g562_real_graph_000330,0,False,False,False,False,False,False,False
g562_real_graph_000331,0,False,False,False,False,False,False,False
g562_real_graph_000332,0,False,False,False,False,False,False,False
g562_real_graph_000333,0,False,False,False,False,False,False,False
g562_real_graph_000334,0,False,False,False,False,False,False,False
g562_real_graph_000335,0,False,False,False,False,False,False,False
g562_real_graph_000336,0,False,False,False,False,False,False,False
g562_real_graph_000337,64,False,False,False,False,False,False,False
g562_real_graph_000338,0,False,False,False,False,False,False,False
g562_real_graph_000339,0,False,False,False,False,False,False,False
g562_real_graph_000340,0,False,False,False,False,False,False,False
g562_real_graph_000341,0,False,False,False,False,False,False,False
g562_real_graph_000342,0,False,False,False,False,False,False,False
g562_real_graph_000343,64,False,False,False,False,False,False,False
g562_real_graph_000344,64,False,False,False,False,False,False,False
g562_real_graph_000345,0,False,False,False,False,False,False,False
g562_real_graph_000346,0,False,False,False,False,False,False,False
g562_real_graph_000347,64,False,False,False,False,False,False,False
g562_real_graph_000348,0,False,False,False,False,False,False,False
g562_real_graph_000349,64,False,False,False,False,False,False,False
g562_real_graph_000350,64,False,False,False,False,False,False,False
g562_real_graph_000351,64,False,False,False,False,False,False,False
g562_real_graph_000352,64,False,False,False,False,False,False,False
g562_real_graph_000353,0,False,False,False,False,False,False,False
g562_real_graph_000354,64,False,False,False,False,False,False,False
g562_real_graph_000355,0,False,False,False,False,False,False,False
g562_real_graph_000356,0,False,False,False,False,False,False,False
g562_real_graph_000357,64,False,False,False,False,False,False,False
g562_real_graph_000358,0,False,False,False,False,False,False,False
g562_real_graph_000359,64,False,False,False,False,False,False,False
g562_real_graph_000360,0,False,False,False,False,False,False,False
g562_real_graph_000361,0,False,False,False,False,False,False,False
g562_real_graph_000362,0,False,False,False,False,False,False,False
g562_real_graph_000363,0,False,False,False,False,False,False,False
g562_real_graph_000364,64,False,False,False,False,False,False,False
g562_real_graph_000365,0,False,False,False,False,False,False,False
g562_real_graph_000366,0,False,False,False,False,False,False,False
g562_real_graph_000367,64,False,False,False,False,False,False,False
g562_real_graph_000368,64,False,False,False,False,False,False,False
g562_real_graph_000369,64,False,False,False,False,False,False,False
g562_real_graph_000370,0,False,False,False,False,False,False,False
g562_real_graph_000371,0,False,False,False,False,False,False,False
g562_real_graph_000372,0,False,False,False,False,False,False,False
g562_real_graph_000373,0,False,False,False,False,False,False,False
g562_real_graph_000374,0,False,False,False,False,False,False,False
g562_real_graph_000375,0,False,False,False,False,False,False,False
g562_real_graph_000376,64,False,False,False,False,False,False,False
g562_real_graph_000377,0,False,False,False,False,False,False,False
g562_real_graph_000378,0,False,False,False,False,False,False,False
g562_real_graph_000379,0,False,False,False,False,False,False,False
g562_real_graph_000380,64,False,False,False,False,False,False,False
g562_real_graph_000381,0,False,False,False,False,False,False,False
g562_real_graph_000382,0,False,False,False,False,False,False,False
g562_real_graph_000383,0,False,False,False,False,False,False,False
g562_real_graph_000384,0,False,False,False,False,False,False,False
g562_real_graph_000385,64,False,False,False,False,False,False,False
g562_real_graph_000386,64,False,False,False,False,False,False,False
g562_real_graph_000387,0,False,False,False,False,False,False,False
g562_real_graph_000388,64,False,False,False,False,False,False,False
g562_real_graph_000389,64,False,False,False,False,False,False,False
g562_real_graph_000390,0,False,False,False,False,False,False,False
g562_real_graph_000391,0,False,False,False,False,False,False,False
g562_real_graph_000392,0,False,False,False,False,False,False,False
g562_real_graph_000393,0,False,False,False,False,False,False,False
g562_real_graph_000394,0,False,False,False,False,False,False,False
g562_real_graph_000395,0,False,False,False,False,False,False,False
g562_real_graph_000396,0,False,False,False,False,False,False,False
g562_real_graph_000397,0,False,False,False,False,False,False,False
g562_real_graph_000398,0,False,False,False,False,False,False,False
g562_real_graph_000399,0,False,False,False,False,False,False,False
g562_real_graph_000400,0,False,False,False,False,False,False,False
g562_real_graph_000401,0,False,False,False,False,False,False,False
g562_real_graph_000402,0,False,False,False,False,False,False,False
g562_real_graph_000403,0,False,False,False,False,False,False,False
g562_real_graph_000404,0,False,False,False,False,False,False,False
g562_real_graph_000405,0,False,False,False,False,False,False,False
g562_real_graph_000406,64,False,False,False,False,False,False,False
g562_real_graph_000407,0,False,False,False,False,False,False,False
g562_real_graph_000408,64,False,False,False,False,False,False,False
g562_real_graph_000409,64,False,False,False,False,False,False,False
g562_real_graph_000410,64,False,False,False,False,False,False,False
g562_real_graph_000411,64,False,False,False,False,False,False,False
g562_real_graph_000412,64,False,False,False,False,False,False,False
g562_real_graph_000413,64,False,False,False,False,False,False,False
g562_real_graph_000414,0,False,False,False,False,False,False,False
g562_real_graph_000415,64,False,False,False,False,False,False,False
g562_real_graph_000416,0,False,False,False,False,False,False,False
g562_real_graph_000417,0,False,False,False,False,False,False,False
g562_real_graph_000418,0,False,False,False,False,False,False,False
g562_real_graph_000419,0,False,False,False,False,False,False,False
g562_real_graph_000420,0,False,False,False,False,False,False,False
g562_real_graph_000421,0,False,False,False,False,False,False,False
g562_real_graph_000422,0,False,False,False,False,False,False,False
g562_real_graph_000423,0,False,False,False,False,False,False,False
g562_real_graph_000424,64,False,False,False,False,False,False,False
g562_real_graph_000425,0,False,False,False,False,False,False,False
g562_real_graph_000426,64,False,False,False,False,False,False,False
g562_real_graph_000427,64,False,False,False,False,False,False,False
g562_real_graph_000428,64,False,False,False,False,False,False,False
g562_real_graph_000429,64,False,False,False,False,False,False,False
g562_real_graph_000430,64,False,False,False,False,False,False,False
g562_real_graph_000431,64,False,False,False,False,False,False,False
g562_real_graph_000432,0,False,False,False,False,False,False,False
g562_real_graph_000433,0,False,False,False,False,False,False,False
g562_real_graph_000434,0,False,False,False,False,False,False,False
g562_real_graph_000435,64,False,False,False,False,False,False,False
g562_real_graph_000436,64,False,False,False,False,False,False,False
g562_real_graph_000437,64,False,False,False,False,False,False,False
g562_real_graph_000438,0,False,False,False,False,False,False,False
g562_real_graph_000439,0,False,False,False,False,False,False,False
g562_real_graph_000440,0,False,False,False,False,False,False,False
g562_real_graph_000441,0,False,False,False,False,False,False,False
g562_real_graph_000442,0,False,False,False,False,False,False,False
g562_real_graph_000443,64,False,False,False,False,False,False,False
g562_real_graph_000444,64,False,False,False,False,False,False,False
g562_real_graph_000445,64,False,False,False,False,False,False,False
g562_real_graph_000446,0,False,False,False,False,False,False,False
g562_real_graph_000447,64,False,False,False,False,False,False,False
g562_real_graph_000448,0,False,False,False,False,False,False,False
g562_real_graph_000449,0,False,False,False,False,False,False,False
g562_real_graph_000450,0,False,False,False,False,False,False,False
g562_real_graph_000451,0,False,False,False,False,False,False,False
g562_real_graph_000452,64,False,False,False,False,False,False,False
g562_real_graph_000453,64,False,False,False,False,False,False,False
g562_real_graph_000454,0,False,False,False,False,False,False,False
g562_real_graph_000455,0,False,False,False,False,False,False,False
g562_real_graph_000456,0,False,False,False,False,False,False,False
g562_real_graph_000457,0,False,False,False,False,False,False,False
g562_real_graph_000458,64,False,False,False,False,False,False,False
g562_real_graph_000459,64,False,False,False,False,False,False,False
g562_real_graph_000460,64,False,False,False,False,False,False,False
g562_real_graph_000461,0,False,False,False,False,False,False,False
g562_real_graph_000462,0,False,False,False,False,False,False,False
g562_real_graph_000463,64,False,False,False,False,False,False,False
g562_real_graph_000464,64,False,False,False,False,False,False,False
g562_real_graph_000465,64,False,False,False,False,False,False,False
g562_real_graph_000466,0,False,False,False,False,False,False,False
g562_real_graph_000467,64,False,False,False,False,False,False,False
g562_real_graph_000468,64,False,False,False,False,False,False,False
g562_real_graph_000469,0,False,False,False,False,False,False,False
g562_real_graph_000470,0,False,False,False,False,False,False,False
g562_real_graph_000471,0,False,False,False,False,False,False,False
g562_real_graph_000472,0,False,False,False,False,False,False,False
g562_real_graph_000473,64,False,False,False,False,False,False,False
g562_real_graph_000474,64,False,False,False,False,False,False,False
g562_real_graph_000475,0,False,False,False,False,False,False,False
g562_real_graph_000476,0,False,False,False,False,False,False,False
g562_real_graph_000477,0,False,False,False,False,False,False,False
g562_real_graph_000478,0,False,False,False,False,False,False,False
g562_real_graph_000479,0,False,False,False,False,False,False,False
g562_real_graph_000480,64,False,False,False,False,False,False,False
g562_real_graph_000481,64,False,False,False,False,False,False,False
g562_real_graph_000482,64,False,False,False,False,False,False,False
g562_real_graph_000483,0,False,False,False,False,False,False,False
g562_real_graph_000484,0,False,False,False,False,False,False,False
g562_real_graph_000485,64,False,False,False,False,False,False,False
g562_real_graph_000486,64,False,False,False,False,False,False,False
g562_real_graph_000487,0,False,False,False,False,False,False,False
g562_real_graph_000488,64,False,False,False,False,False,False,False
g562_real_graph_000489,0,False,False,False,False,False,False,False
g562_real_graph_000490,0,False,False,False,False,False,False,False
g562_real_graph_000491,64,False,False,False,False,False,False,False
g562_real_graph_000492,0,False,False,False,False,False,False,False
g562_real_graph_000493,64,False,False,False,False,False,False,False
g562_real_graph_000494,64,False,False,False,False,False,False,False
g562_real_graph_000495,64,False,False,False,False,False,False,False
g562_real_graph_000496,0,False,False,False,False,False,False,False
g562_real_graph_000497,0,False,False,False,False,False,False,False
g562_real_graph_000498,0,False,False,False,False,False,False,False
g562_real_graph_000499,0,False,False,False,False,False,False,False
g562_real_graph_000500,0,False,False,False,False,False,False,False
g562_real_graph_000501,0,False,False,False,False,False,False,False
g562_real_graph_000502,0,False,False,False,False,False,False,False
g562_real_graph_000503,0,False,False,False,False,False,False,False
g562_real_graph_000504,64,False,False,False,False,False,False,False
g562_real_graph_000505,64,False,False,False,False,False,False,False
g562_real_graph_000506,0,False,False,False,False,False,False,False
g562_real_graph_000507,0,False,False,False,False,False,False,False
g562_real_graph_000508,64,False,False,False,False,False,False,False
g562_real_graph_000509,0,False,False,False,False,False,False,False
g562_real_graph_000510,0,False,False,False,False,False,False,False
