agents,candidate_id,candidate_recognized,context_id,delta_vs_additive_in_same_context,delta_vs_static_in_same_context,feature_leakage_safe,is_best_candidate_in_context,iteration,map,oracle_gap_vs_static,probe_expanded_nodes,probe_feasible,probe_low_level_pibt_calls,probe_lower_bound,probe_runtime_ms,probe_solution_found,probe_sum_of_loss,probe_sum_of_loss_ratio,resolved_candidate_id,seed,short_budget_ms,trace_event_count,traffic_before_hash_full,updateparams_fingerprint,updateparams_hash
50,repair5g2_c_equiv_best_frozen_baseline,True,maze-32-32-4|a50|s147|it0|repair5g55_counterfactual_static_context,0,0.0270394133822,True,False,0,maze-32-32-4,-0.000458295142072,104,True,5150,2182,186.8332,True,2669,1.22318973419,repair5g_dual_c_equiv_c100_b100_w075_d100,147,1000,4999,14650fb0739d0383,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,35049bacad216c02
50,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,True,maze-32-32-4|a50|s147|it0|repair5g55_counterfactual_static_context,-0.0274977085243,-0.000458295142072,True,True,0,maze-32-32-4,-0.000458295142072,100,True,4950,2182,262.619,True,2609,1.19569202566,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,147,1000,4999,14650fb0739d0383,alpha_commit=1|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=1|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1|alpha_cong_commit_nonprogress=1|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,710a819950a16074
50,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,True,maze-32-32-4|a50|s147|it0|repair5g55_counterfactual_static_context,-0.0265811182401,0.000458295142071,True,False,0,maze-32-32-4,-0.000458295142072,100,True,4950,2182,266.8049,True,2611,1.19660861595,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,147,1000,4999,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.20000000000000001|max_flow_shield=0.5,c330ca813057d242
50,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,True,maze-32-32-4|a50|s147|it0|repair5g55_counterfactual_static_context,-0.0270394133822,0,True,False,0,maze-32-32-4,-0.000458295142072,100,True,4950,2182,262.695,True,2610,1.19615032081,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,147,1000,4999,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,29737bed70c56f0d
50,additive_ltm,True,maze-32-32-4|a50|s148|it0|repair5g55_counterfactual_static_context,0,-0.000516262261229,True,False,0,maze-32-32-4,-0.036138358286,151,True,7500,1937,224.4275,True,2404,1.24109447599,additive_ltm,148,1000,5128,14650fb0739d0383,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,35049bacad216c02
50,repair5g2_best_frozen_static_candidate,True,maze-32-32-4|a50|s148|it0|repair5g55_counterfactual_static_context,0.000516262261229,0,True,False,0,maze-32-32-4,-0.036138358286,147,True,7300,1937,276.9589,True,2405,1.24161073826,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,148,1000,5128,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,29737bed70c56f0d
50,repair5g2_frozen_static_or_selector,True,maze-32-32-4|a50|s148|it0|repair5g55_counterfactual_static_context,0.000516262261229,0,True,False,0,maze-32-32-4,-0.036138358286,147,True,7300,1937,295.7615,True,2405,1.24161073826,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,148,1000,5128,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,29737bed70c56f0d
50,repair5g2_c_equiv_best_frozen_baseline,True,maze-32-32-4|a50|s148|it0|repair5g55_counterfactual_static_context,0,-0.000516262261229,True,False,0,maze-32-32-4,-0.036138358286,151,True,7500,1937,204.6269,True,2404,1.24109447599,repair5g_dual_c_equiv_c100_b100_w075_d100,148,1000,5128,14650fb0739d0383,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,35049bacad216c02
50,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,True,maze-32-32-4|a50|s148|it0|repair5g55_counterfactual_static_context,-0.0356220960248,-0.036138358286,True,True,0,maze-32-32-4,-0.036138358286,143,True,7100,1937,274.3955,True,2335,1.20547237997,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,148,1000,5128,14650fb0739d0383,alpha_commit=1|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=1|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1|alpha_cong_commit_nonprogress=1|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,710a819950a16074
50,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,True,maze-32-32-4|a50|s148|it0|repair5g55_counterfactual_static_context,-0.024780588539,-0.0252968508002,True,False,0,maze-32-32-4,-0.036138358286,147,True,7300,1937,283.2627,True,2356,1.21631388745,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,148,1000,5128,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.20000000000000001|max_flow_shield=0.5,c330ca813057d242
50,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,True,maze-32-32-4|a50|s148|it0|repair5g55_counterfactual_static_context,0.000516262261229,0,True,False,0,maze-32-32-4,-0.036138358286,147,True,7300,1937,283.7455,True,2405,1.24161073826,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,148,1000,5128,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,29737bed70c56f0d
50,additive_ltm,True,maze-32-32-4|a50|s149|it0|repair5g55_counterfactual_static_context,0,0.0616113744076,True,False,0,maze-32-32-4,-0.0173775671406,116,True,5750,1899,189.1979,True,2334,1.22906793049,additive_ltm,149,1000,5592,14650fb0739d0383,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,35049bacad216c02
50,repair5g2_best_frozen_static_candidate,True,maze-32-32-4|a50|s149|it0|repair5g55_counterfactual_static_context,-0.0616113744076,0,True,False,0,maze-32-32-4,-0.0173775671406,112,True,5550,1899,273.5905,True,2217,1.16745655608,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,149,1000,5592,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,29737bed70c56f0d
50,repair5g2_frozen_static_or_selector,True,maze-32-32-4|a50|s149|it0|repair5g55_counterfactual_static_context,-0.0616113744076,0,True,False,0,maze-32-32-4,-0.0173775671406,112,True,5550,1899,274.4545,True,2217,1.16745655608,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,149,1000,5592,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,29737bed70c56f0d
50,repair5g2_c_equiv_best_frozen_baseline,True,maze-32-32-4|a50|s149|it0|repair5g55_counterfactual_static_context,0,0.0616113744076,True,False,0,maze-32-32-4,-0.0173775671406,116,True,5750,1899,190.179,True,2334,1.22906793049,repair5g_dual_c_equiv_c100_b100_w075_d100,149,1000,5592,14650fb0739d0383,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,35049bacad216c02
50,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,True,maze-32-32-4|a50|s149|it0|repair5g55_counterfactual_static_context,-0.0789889415482,-0.0173775671406,True,True,0,maze-32-32-4,-0.0173775671406,112,True,5550,1899,272.9434,True,2184,1.15007898894,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,149,1000,5592,14650fb0739d0383,alpha_commit=1|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=1|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1|alpha_cong_commit_nonprogress=1|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,710a819950a16074
50,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,True,maze-32-32-4|a50|s149|it0|repair5g55_counterfactual_static_context,-0.0215903106898,0.0400210637177,True,False,0,maze-32-32-4,-0.0173775671406,112,True,5550,1899,269.237,True,2293,1.2074776198,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,149,1000,5592,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.20000000000000001|max_flow_shield=0.5,c330ca813057d242
50,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,True,maze-32-32-4|a50|s149|it0|repair5g55_counterfactual_static_context,-0.0616113744076,0,True,False,0,maze-32-32-4,-0.0173775671406,112,True,5550,1899,264.5294,True,2217,1.16745655608,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,149,1000,5592,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,29737bed70c56f0d
50,additive_ltm,True,maze-32-32-4|a50|s150|it0|repair5g55_counterfactual_static_context,0,0.0725714285714,True,False,0,maze-32-32-4,0,111,True,5499,1750,205.3578,True,2177,1.244,additive_ltm,150,1000,5449,14650fb0739d0383,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,35049bacad216c02
