instance_uid,evaluation_uid,context_id,map,map_family,topology_id,agents,agent_count,requested_pilot_agent_count,solver_largest_component_size,seed,budget_ms,nominal_budget_ms,horizon_id,base_time_limit_sec,ltm_max_iterations,physical_map_sha256,adjacency_sha256,start_goal_assignment_sha256,solver_scenario_path,solver_scenario_sha256,actual_solver_scenario_from_instance_assignment,requested_agent_count,physical_free_cell_count,agent_density,encoded_OD_token_count,represented_agent_mass,represented_flow_mass,path_found_rate,nonzero_flow,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
7f17836f214b716872022702f403ef32ed795a8d37576709a04230c6f00933ce,30cf98d778247252ebb10a03673e7fc1495df3ae1e6f8bb19a57e0f7d197fbee,g559_ctx_002518,g565-synth-hub-spoke-a-44,hub_spoke,g559_topo_038,128,128,128,1517,9518,2000,2000,g559_b2000_i3,2.0,3,0834f09d29cc36f5f4d9f047f0d96e961da4932a66c304bcab5178f164bf3d01,4b0c2bdf6b3bd1bc2d57d4f8eb8808885e94567d742431a1f78d202724428e4f,e0c94162969882d0dcc2a41f7c3712dea6698c42715bd63cbcb9a01fc6342d35,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-hub-spoke-a-44-random-9518.scen,36673b767c6b00fb2d86393834cd2c22fed12d18d5b33dffa33846d3f200a649,True,128,1523,0.0840446487196323,128,128,5775.0,0.9921875,True,False,False,False,False,False
e953e51eacf09cf2a624831086a933d18794659125df08ea63fc3f7f5269f0c0,d18cec85d130fd4c8fa4c5140ef0b0d17eb0734d18f3b853ff59c2ad317b5771,g559_ctx_004368,room-32-32-4,room,g559_topo_008,16,16,16,682,11368,500,500,g559_b500_i2,0.5,2,f6f86ccb27119d017e3463c169904daa4e8d5782cb153e152829b26c0d9be77c,4a1d3edbb1c1eab977b026326dbd022c33ef85583a678054161875f709717fb0,81455d2ea2c07cf25d06b6f4f3b8ef46627623c72b43bd89fd9d74035541a778,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-32-32-4-random-11368.scen,1669ae0698f561b8dd4b0c50008a0d1232c775962c648a70ef6430413f0a1fb2,True,16,682,0.02346041055718475,16,16,585.0,1.0,True,False,False,False,False,False
2dc2bb1f6d5cc8716c6ef0ad768df0a9460a8dc2284d532a8ebdbfd6c9286fce,1d835608a76c91a02ee35b055825fe1ad682100f813c89a89a3a3f147ce55de8,g559_ctx_001651,g559-synth-warehouse-b-36,warehouse,g559_topo_011,32,32,32,720,8651,5000,5000,g559_b5000_i3,5.0,3,55f3b8abd889abf71aea1f354e70e49f8907e4bdfd6c513d1f9978c6b1ffcc8f,0cae910bc887d58a0609a1732171a583e8ba1922ad775bca40dca1540d740e1c,8bdff3bff62d47c53867dcfacaa10cf52ccc741ecdab39e9da33ad997f3c0098,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-b-36-random-8651.scen,61de297d5e4318ffa122fed882d57b44172e5d2655990347eeaaae8f81d42dcb,True,32,720,0.044444444444444446,32,32,1174.0,1.0,True,False,False,False,False,False
487e3968824967540b35058c6cd89d0b796f335b3135f749f4ee1df49e0c8f30,ee734273662107d0a3efb1a6719d9abf5a8bebcac85939ad3710b83265ba8882,g559_ctx_000737,g559-synth-tree-42,irregular_bottleneck,g559_topo_017,256,256,256,409,7737,1000,1000,g559_b1000_i4,1.0,4,02ec7ff7cd6494f443d4281a55993c0b0831fddd7c59687d20ff7ac63920160f,8c2ef574629edc69a792d7d66e913d473f9bdf109baf0187346811d9c5de2d5b,81fbb1feb7a771778d3d5971cc0f0317565e2edf46509d20aaaf4d24099546b8,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tree-42-random-7737.scen,fa8407372ab9f646be74b941db043a04c422941b05183c9055cdf54167aa429a,True,256,409,0.6259168704156479,256,256,4877.0,1.0,True,False,False,False,False,False
31037cf99d3da23a42677810ee62f1b007aaeb2a6f568e3347b4b8cc18f3618e,9bb43d84425cd219a932df516b4d2af14db43be486888a9be8f3a93c0e13ff27,g559_ctx_002402,empty-32-32,empty,g559_topo_002,64,64,64,1024,9402,2000,2000,g559_b2000_i4,2.0,4,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,8e18da7e64ce56a3f71dda801163250791a9856ff7b02aec72aee533b41e6656,ad92eed4a4701e29b92173c835f8e044d677dc5c1a1600a522880cb922820fab,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-32-32-random-9402.scen,5a5ffa59dd52be969dd6d0a3102fb8ee9595efa1d859a93af6ae8e56c215629f,True,64,1024,0.0625,64,64,1986.0,1.0,True,False,False,False,False,False
68f325cd6db65761fb4d5d630265eb0f075d46dc40e9a4c4487350fc13264abb,7bbee6da3cf927ddac9724daaa8266b667711e65b0b63ab3d3cdccefbffa60a1,g559_ctx_002708,g565-synth-islands-a-40,islands,g559_topo_028,64,64,64,1199,9708,500,500,g559_b500_i4,0.5,4,90f9e63a714a9c77f016ba6bef0fca1d99625262e205a119e085e8f01814ce5c,6e2e2bb42958edb9ea4faf3aa5225233ce761595c89b74d18ad6c638aef36f41,9874221066d7ab0ce7dfd33af53520d89af5f21f81b602e09c7b03549c367f13,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-islands-a-40-random-9708.scen,6197b2f712c85fed4b445f7c2f1c1a6d840490dda2cd49f9ac903c53dd4b5afc,True,64,1219,0.052502050861361775,64,64,2660.0,0.96875,True,False,False,False,False,False
302fe03aa9d73a2eb9a52eee7a6e61c7fb4ee7c070f7f3b41a6df4e2e8a4b71b,a4f30253d07eaf8e56c52109c44f2187ac61b04850498ad9a4732899b8b03303,g559_ctx_004829,g565-synth-islands-b-48,islands,g559_topo_029,256,256,256,1529,11829,1000,1000,g559_b1000_i4,1.0,4,36ab2d3cfc757150f5880f27d361055796ed3233bb68111a5a7ee08bd26424b1,750215b0d37a67a2bc58856f2c04e58174d56bffb1d8c232cd25055586e2f795,3cda2826b0fc44a9a963b7d677849008282b0682520324b86165bd01a1a841e3,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-islands-b-48-random-11829.scen,fd81d02390cd0a76c90f6122b7b56b9a6df79839af6b587e588bf85245356f4c,True,256,1532,0.1671018276762402,256,256,7536.0,1.0,True,False,False,False,False,False
e79c40ea0bcda48ce23c559951f76ff2185ed9b92a2f9cadb478bb49deab36f3,d20896df951a0cbbc0cd12bc2fe45017d777cedc285496089a97224d8ba22c24,g559_ctx_004734,g559-synth-loop-chain-36,irregular_bottleneck,g559_topo_014,16,16,16,371,11734,2000,2000,g559_b2000_i2,2.0,2,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,f81bd35be19cf0f3dd8baade0896a14c624f4956c8689bc035890b999932f78e,24d7b89e4aa5cb14cb6afc1195515d44ebf9e55493f374be14fc78828dad3a1d,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-loop-chain-36-random-11734.scen,266060fd255c256f212f772fe5800f2397c55826db9a0cf3fb6767b24e889256,True,16,371,0.0431266846361186,16,16,182.0,1.0,True,False,False,False,False,False
a0b7118fe108f320659147f0deba1757c93545c73e03fb3869271bd4625e1cb3,027b699216ed4025c5eef2fafa7b2c4a048a11f84d8471d5c2b996aed8544b1c,g559_ctx_003475,g565-synth-checker-b-48,checker,g559_topo_035,32,32,32,1474,10475,5000,5000,g559_b5000_i3,5.0,3,0e3cf23e3cea05db81ee9ad5113b9120c4096a44de5ae5db9dc01a367cbd0524,7935601475db4cf4cf543584f3dd58aace2255a26dd8b8237e8020f90df63378,b41c0b4fb2e1ad3af4dba44aeca68119795967c744a1e330c425258eace3d640,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-checker-b-48-random-10475.scen,54b1f168e58696a622e6acbac4724ee34d377e50f9a57c690a5bb085ad594464,True,32,1479,0.021636240703177823,32,32,1134.0,1.0,True,False,False,False,False,False
2c2c9af1e4bcba6b085940bd1db40413738c519a6bee411c5aa65e3dfd59acd5,1bea548f92b321e4208586d70ac4c37c9ed78cd1a41d9c10bb5566fb361e20d4,g559_ctx_004083,random-8-8-20,random,g559_topo_003,32,32,96,51,11083,5000,5000,g559_b5000_i2,5.0,2,2185f788d0e510a82194855d7ac44ffd2ef0c59ad334345e4dd6a29c52a569cc,3d2f97222a1473c13a123f78c65997016d9738ed4317157ac89e6b1c264a5b8a,fd8c5fb773d8c3202d0d96539219a6425025bd2e116a5ba34f285d9c1ef119d4,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-8-8-20-random-11083.scen,11abaaca1688a3d17a6413f53ad7504211ceb4ba0ea038a574b468f2e661a79c,True,32,51,0.6274509803921569,32,32,169.0,1.0,True,False,False,False,False,False
9cbad9910bac33330fcb9700f555969da819a3ea7ec9010c394a4c4d5c6947ae,35099f22a6ee9a4cfbf2e6f288e0925bf474a1665b8ec2105a372ad25d4025b4,g559_ctx_002009,room-40-32-8,room,g559_topo_009,256,256,256,1213,9009,1000,1000,g559_b1000_i4,1.0,4,81fd9752b406bc567b72d22846c6720c24ee9d5a4c186f373f8729fcf70493aa,d1d51c8181c5b54b35cf72139d81e5d4cc62386ab9facc062fefaacf419768b7,1a25d593f897ab3b279e9a4548c9ea57d2e1501ce05dd83412b47d21fd890101,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-40-32-8-random-9009.scen,0343ebe6b87a5fb7e73779dfc473c573157615678be4c4766ee0642feea5bd3e,True,256,1213,0.2110469909315746,256,256,6687.0,1.0,True,False,False,False,False,False
57b566bf41784420e2dadc14b5f84dbc38c95741c601edf894c9fa6ec5e11ddc,4c23c3b9a0f361e479b24834cda83039a0386384ef67ecc970eb93274f436bac,g559_ctx_004567,maze-36-32-4,maze,g559_topo_007,32,32,32,884,11567,5000,5000,g559_b5000_i3,5.0,3,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,ff5f70da5e7eb6ab298b3189fc50f8409bc63793d20d1dbe9e9ad83153b891cc,b69938be74330daed767315c66bcf99b93650f5f795af4040b7363b446869ae5,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-36-32-4-random-11567.scen,5610f699db6388d043072b83f5894fd147d60565f0d00907ae838b915203110f,True,32,892,0.03587443946188341,32,32,1126.0,1.0,True,False,False,False,False,False
d4a9d687694861bd15a4cdc1ca08775f4bbda63326a18c562d6f31fe9a7bf668,cd16bd41bdcff502d106413a3baa5918ed3b13c7e158e70726fd57d69623c8de,g559_ctx_003391,g565-synth-bridge-b-48,narrow_bridge,g559_topo_031,32,32,32,1502,10391,5000,5000,g559_b5000_i3,5.0,3,ac0ac3c7a7710cf6739e0cecede719d9fb3ad6694f2bbcc75f816905984085f7,4ac9f3efd076bb9071b1c881ea48684fb255773d9195cbd8edd44d5a76f1b2b0,8eb45068ff73975485779bc061fea9b97527478f5cd10f3bc752926b13f9dedf,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-bridge-b-48-random-10391.scen,6fa04b1220d1d919a663b16df787f14f7fe9059d6c05a9fe18230254e87c4e5e,True,32,1504,0.02127659574468085,32,32,1559.0,1.0,True,False,False,False,False,False
8f83d8107b71c4f78dd50f0dd797ba8223bc156ca820499cd753f79d06adfc2e,f57b42ecfe615164c7dceed3288ec1b6f53174434bd55c04ac3e78669ae4a166,g559_ctx_004014,g559-synth-loop-chain-36,irregular_bottleneck,g559_topo_014,16,16,16,371,11014,2000,2000,g559_b2000_i2,2.0,2,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,f81bd35be19cf0f3dd8baade0896a14c624f4956c8689bc035890b999932f78e,ad139e7426053fd7584b0e0f379c5c2feaedba59062b298eb0da013d9df5fe53,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-loop-chain-36-random-11014.scen,5df3ca7988557b2471ce1935f43f24c1bf097b1442cf6869a36633e8b02702d0,True,16,371,0.0431266846361186,16,16,208.0,1.0,True,False,False,False,False,False
2cc5804b13fc44c40bb39309044f961a7dd1529d69f8f6c24cdc6f5cb4d06510,520948f19ba94baacef64eb68aabcd42640acb5d5f06286e2a3a4d368964b8e6,g559_ctx_001866,g565-synth-ring-a-40,ring,g559_topo_026,16,16,16,1226,8866,2000,2000,g559_b2000_i2,2.0,2,a172796f9d361daf06c368d5a302a87e84383ed3ae0e0180876f498eb0f829ef,e4cfd96ae32b81703dee5c819e89a1091ddc3325d94f3b8a7f05692468e61cbd,75485ae8877fbf6d5ed1e5e4ddeaad0212175e26908635efb04a445016cdb5cb,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-ring-a-40-random-8866.scen,d7bb21b40d851bdc5381bee2d34ffbc3afaa20c956d75af2a17a29028c6a716e,True,16,1231,0.012997562956945572,16,16,702.0,1.0,True,False,False,False,False,False
30a64bfd5552a1cbce43a10c8a482f79326c247c822351eb26bdbd2d68114be2,fa9fdd737406e396c6d73e9e4f56ea68afa381ddb71600a2316ac1ec61a30b01,g559_ctx_003679,g565-synth-hub-spoke-b-52,hub_spoke,g559_topo_039,32,32,32,1764,10679,5000,5000,g559_b5000_i3,5.0,3,7a7f8c801eaa7e5d351183abb5d137fcdc1491a55b998cfa22a846e56caa3720,ddec9234a98d973a76f8d9530d88049e36b439f1358d2763ddd6cea59edb11e5,9179993f69845a069f8fd23286a79469646f487c40184ab8dbe9cece453f589f,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-hub-spoke-b-52-random-10679.scen,6d34165fc463bf9e05d60ce53c231778758a6cfb8d0379d33b05c5a44a3cf8a8,True,32,1776,0.018018018018018018,32,32,896.0,1.0,True,False,False,False,False,False
f0f06d4acb9e5b7c1f3e91e8156a23fcb85a0dec00e46e9ff5cb4fbd2a8a5973,53cf298704c3d4bba87ba46c8e9349d80c2ad925ff67c330b19da6566a078dd4,g559_ctx_000491,g559-synth-warehouse-b-36,warehouse,g559_topo_011,256,256,256,720,7491,5000,5000,g559_b5000_i4,5.0,4,55f3b8abd889abf71aea1f354e70e49f8907e4bdfd6c513d1f9978c6b1ffcc8f,0cae910bc887d58a0609a1732171a583e8ba1922ad775bca40dca1540d740e1c,17ac0e93876a23585119cc4b9d4e432193e564627e7bd861ae1a78fd2ba2f26a,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-b-36-random-7491.scen,7f15738b24a23aa2860059561810ab285a5e9a92c804e05e92a4c18fdf847d6f,True,256,720,0.35555555555555557,256,256,8286.0,1.0,True,False,False,False,False,False
9ad65c823ea226f8d46fcb096533e37a1f183f1e7111117958d8308dcf1f2e33,db2c5b066ff98364c4e66debcd665efde77ef093e5accc2570144ed1f411066f,g559_ctx_004607,maze-36-32-4,maze,g559_topo_007,256,256,256,884,11607,5000,5000,g559_b5000_i4,5.0,4,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,ff5f70da5e7eb6ab298b3189fc50f8409bc63793d20d1dbe9e9ad83153b891cc,89b4110ac46e6a997812386b1858e9dc84b4782d1cf6df99d28f312258eedea5,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-36-32-4-random-11607.scen,f56d9f60cbef4164650fb663968aa522c982082f19eb7f7be394a7bfeaf82f60,True,256,892,0.28699551569506726,256,256,8596.0,0.9765625,True,False,False,False,False,False
d6261b14fa1dcc3cc78cef82a59d807f5a4bec338ce1fb6744c7071e44fb3b85,14ca79e8c69a32b313a18f575a2c096bb48558686d7066a228e74a1b61b54946,g559_ctx_000412,g559-synth-connector-32,irregular_bottleneck,g559_topo_012,128,128,128,347,7412,500,500,g559_b500_i3,0.5,3,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,1ebb93db09f463c3ecf508d0d7496828fbcc7c7ee0645eeef2809bf7858775db,8f9947dc61ba264c1f16cdb1df88f1ef85ffe549b9a4435db255ecb3c1e728a1,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-connector-32-random-7412.scen,ff6754a2ac439bf5a48ba1baa7944a72cf3b0ad6818e6097903925f7da852f6a,True,128,347,0.3688760806916426,128,128,2384.0,1.0,True,False,False,False,False,False
e4adf307a9eef9028a16e9c7c9be5dee10e2bc43f77eb73f23df31324f9b89c9,9ba161c7ebba162ccc60b95cca46300e1d399f0b2bd340ab72fd378b4cd71ff7,g559_ctx_001676,g565-synth-corridor-grid-a-44,corridor_grid,g559_topo_036,64,64,64,1520,8676,500,500,g559_b500_i4,0.5,4,ce36d17888bcdc152e606a597b545bc904d0dcc4dcee101ae8b6fdf9e1401ac0,fb8b0c759467a47e0a5ba015f271ca9597171ca55790a264407fd228af207313,b25bcd4b3ecb36425722872d43f52db0e9963b84efb3b3d6ce916d857c2601b2,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-corridor-grid-a-44-random-8676.scen,842cb56d25444164260db093cf17af67d021cb09786c01275a7eb0c8cf89daef,True,64,1523,0.04202232435981615,64,64,2823.0,1.0,True,False,False,False,False,False
94abd53953894662f06d495d0bc1092a9571c2213c6a1be789bb5e986f881775,e65125ab85bc25667b4f8a8c3e26d3646d348a2b39db3f2c18d8baf39916b4f6,g559_ctx_003859,g559-synth-game-brc-32,game,g559_topo_019,32,32,32,793,10859,5000,5000,g559_b5000_i3,5.0,3,302e62361819ff53cd7fb6fa94a70715501e8cd760db0c448d754511df4102e1,fe132532d70e7c5e2a4cd34251ccbe1603b9ff7283ab27f4e9fde018c92dec5b,5e761ab67b7ca93986a41f504db3009fe7e0f122ad52401a12559868c1edefed,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-brc-32-random-10859.scen,0ff081b3c003760e0bef652d8ba45c0fc769a8523508e18b3505e369456aeb47,True,32,794,0.04030226700251889,32,32,561.0,1.0,True,False,False,False,False,False
65d0e3db96bb216245193d12aabfa666d2e5e5813d243fab2d995e3fb5febe72,debf74a83b4e05eb4db88562199b0045add71ca38f4acd258eae86c3b4c73524,g559_ctx_003535,g559-synth-tunnel-38,irregular_bottleneck,g559_topo_015,32,32,32,385,10535,5000,5000,g559_b5000_i3,5.0,3,457bd56b8871e489dbd82a0563cc4509b2ab2ac2cc3d21ee44f9fc87add3bc4f,03d02b14a22f4cf6f89592d6ecebfdc5deee0910886cbd69a48c74be5fec0002,b2b48e154c56bdbd82e676b0d328b0afc6205ec90866a863ea08f86938ee3a8f,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tunnel-38-random-10535.scen,c12e944b5f19b4b751ac4af41c7805be5f6cf0a9dc869fad0e413bfcc6e162d2,True,32,385,0.08311688311688312,32,32,621.0,1.0,True,False,False,False,False,False
