map,map_family,solver_seed,solver_scenario_path,scenario_file_exists,scenario_sha256_expected,scenario_sha256_actual,scenario_sha256_match,map_file_exists,map_sha256_expected,map_sha256_actual,map_sha256_match,scenario_pair_count_expected,scenario_pair_count_actual,scenario_pair_count_match,unique_start_count,unique_goal_count,duplicate_starts,duplicate_goals,all_starts_traversable,all_goals_traversable,all_pairs_reachable,assignment_sha256_expected,assignment_sha256_actual,assignment_sha256_match,width_height_match,valid,failure_reasons,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,source_round,scenario_bank_source,generated_in_g561,g561_instance_uid,start_goal_regime,nominal_budget_ms,base_time_limit_sec,ltm_max_iterations,agent_density,start_goal_overlap_count,own_start_goal_match_count,path_found_rate
g559-synth-warehouse-a-32,warehouse,7010,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-a-32-random-7010.scen,true,cb49438b510d52709aab897ec08d0e3c475ea5e77da3bfff2095c7cb4bd44109,cb49438b510d52709aab897ec08d0e3c475ea5e77da3bfff2095c7cb4bd44109,true,true,025838f1b34e1e18dd42eb22080d6bc0c611dfb1630c5659fbcaf745125a126a,025838f1b34e1e18dd42eb22080d6bc0c611dfb1630c5659fbcaf745125a126a,true,128,128,true,128,128,false,false,true,true,true,a4fefb6e6dfa8cf5931c8e6e713399f0eb8def5b8a3cc1819b65912c3eadd65c,a4fefb6e6dfa8cf5931c8e6e713399f0eb8def5b8a3cc1819b65912c3eadd65c,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
g559-synth-warehouse-b-36,warehouse,7011,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-b-36-random-7011.scen,true,0dd6e26f980edacc8a29ccbba0b974881210850b25b81eac7db889a41e43d04d,0dd6e26f980edacc8a29ccbba0b974881210850b25b81eac7db889a41e43d04d,true,true,7eda51851dd2afa59c52d6a5fbdeeeb17b207741386ce1ada1d85ca0cf365f1d,7eda51851dd2afa59c52d6a5fbdeeeb17b207741386ce1ada1d85ca0cf365f1d,true,256,256,true,240,208,true,true,true,true,true,5f3860208a7d394890f360206dbce0f3c77a2c6ff4cbbebaf36c46fc32b8e5e7,5f3860208a7d394890f360206dbce0f3c77a2c6ff4cbbebaf36c46fc32b8e5e7,true,true,false,duplicate_goals;duplicate_starts,false,false,false,false,false,phase5p5_repair5g560,retained_g560_invalid,false,,,,,,,,,
g559-synth-connector-32,irregular_bottleneck,7012,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-connector-32-random-7012.scen,true,d93b4cd0d5aa4bfcc1192feb7c7a6c863b3873cd92f3da8a19f5f4f87e99357f,d93b4cd0d5aa4bfcc1192feb7c7a6c863b3873cd92f3da8a19f5f4f87e99357f,true,true,8fe1eb935524ce26bbdd9a46654fa81b05aca8426679db38bf5cc04201fb164d,8fe1eb935524ce26bbdd9a46654fa81b05aca8426679db38bf5cc04201fb164d,true,16,16,true,16,16,false,false,true,true,true,7b01880c15e03fd11ba33ec4730edb9036c42711e0f0863a196a8abea33a943c,7b01880c15e03fd11ba33ec4730edb9036c42711e0f0863a196a8abea33a943c,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
g559-synth-corners-34,irregular_bottleneck,7013,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-corners-34-random-7013.scen,true,a3cdd68ffebce36be7052340ac78c6551c7efab9d870fd6287ea013d8f42e9b2,a3cdd68ffebce36be7052340ac78c6551c7efab9d870fd6287ea013d8f42e9b2,true,true,33822b244b5fb1505e8fe751d2c372f2c2c3b2089dfa483741f4b13e15249ead,33822b244b5fb1505e8fe751d2c372f2c2c3b2089dfa483741f4b13e15249ead,true,32,32,true,32,32,false,false,true,true,true,6e1203f1d09ec7095d5063e51c412001aed2c832fba8efbe69fb05704f421d35,6e1203f1d09ec7095d5063e51c412001aed2c832fba8efbe69fb05704f421d35,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
g559-synth-loop-chain-36,irregular_bottleneck,7014,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-loop-chain-36-random-7014.scen,true,767d04d504851a2fdee144e13930a5355a98183d46bafff9985c920107503da2,767d04d504851a2fdee144e13930a5355a98183d46bafff9985c920107503da2,true,true,85857b3a98d44d92a658dfcb83956bf6974eccd6a188fb2b62db6f7236a70586,85857b3a98d44d92a658dfcb83956bf6974eccd6a188fb2b62db6f7236a70586,true,64,64,true,64,64,false,false,true,true,true,9499cdc85b8833784c9f77878ce6df68cf8ebf23b141d893ef70b824fbca8c0d,9499cdc85b8833784c9f77878ce6df68cf8ebf23b141d893ef70b824fbca8c0d,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
g559-synth-tunnel-38,irregular_bottleneck,7015,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tunnel-38-random-7015.scen,true,5ee490ffb633b0ff2df25ed6f66d396b3ff8ed19cbaf41c93c1622c51c542413,5ee490ffb633b0ff2df25ed6f66d396b3ff8ed19cbaf41c93c1622c51c542413,true,true,23214cb2cb4c09521a0966f84567a04e85a24ba8f340e506a6cd559cf75feff1,23214cb2cb4c09521a0966f84567a04e85a24ba8f340e506a6cd559cf75feff1,true,96,96,true,96,96,false,false,true,true,true,34c390db1ef86f8f23268ad17b7556abfbd5eae48dff04073836f7a4b7645250,34c390db1ef86f8f23268ad17b7556abfbd5eae48dff04073836f7a4b7645250,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
g559-synth-string-40,irregular_bottleneck,7016,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-string-40-random-7016.scen,true,ec2fccb6fb0d71d5d81eb760b96a6e986f3ea9a1f230a29ebd167b63cdbc6cad,ec2fccb6fb0d71d5d81eb760b96a6e986f3ea9a1f230a29ebd167b63cdbc6cad,true,true,3171ce0b0eddd2175682e1475a39379eff680061daff35b202eb74d103a1ef4d,3171ce0b0eddd2175682e1475a39379eff680061daff35b202eb74d103a1ef4d,true,128,128,true,93,88,true,true,true,true,true,f6dcf042ed0ca929df7e8e1482086485ac5bb91bb4ca8e2751905ab4adad0616,f6dcf042ed0ca929df7e8e1482086485ac5bb91bb4ca8e2751905ab4adad0616,true,true,false,duplicate_goals;duplicate_starts,false,false,false,false,false,phase5p5_repair5g560,retained_g560_invalid,false,,,,,,,,,
g559-synth-tree-42,irregular_bottleneck,7017,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tree-42-random-7017.scen,true,32f07f25decb13b7ce2cc301994e62b8bb55366292224d8e0ab531d448d2b739,32f07f25decb13b7ce2cc301994e62b8bb55366292224d8e0ab531d448d2b739,true,true,97cb3563b14fd15d79a9d57ab7229543ba3696b3f01dd4f2050c55dfebfa425f,97cb3563b14fd15d79a9d57ab7229543ba3696b3f01dd4f2050c55dfebfa425f,true,256,256,true,82,75,true,true,true,true,true,f88ba3aac161fbc123ac06399fa21c308e4ff527a9a041c89721088b74a55251,f88ba3aac161fbc123ac06399fa21c308e4ff527a9a041c89721088b74a55251,true,true,false,duplicate_goals;duplicate_starts,false,false,false,false,false,phase5p5_repair5g560,retained_g560_invalid,false,,,,,,,,,
g559-synth-game-den-32,game,7018,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-den-32-random-7018.scen,true,ddc9de976f5caf15f2784b154c54afd4210705508138d28648ceb56a638e2dfa,ddc9de976f5caf15f2784b154c54afd4210705508138d28648ceb56a638e2dfa,true,true,d96c41b59aa078d09c801722aec67079a0acdbe2ed9cdc11b71bfccf5cf466b1,d96c41b59aa078d09c801722aec67079a0acdbe2ed9cdc11b71bfccf5cf466b1,true,16,16,true,16,16,false,false,true,true,true,b85de0d0a9beed39b5ae6115952576134b800df3af1abe74fa0de4127a6fe6f3,b85de0d0a9beed39b5ae6115952576134b800df3af1abe74fa0de4127a6fe6f3,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
g559-synth-game-brc-32,game,7019,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-brc-32-random-7019.scen,true,056c941b010652392912eef2fe40918dd5c0de1c5850fe1871bd90ebe78cf786,056c941b010652392912eef2fe40918dd5c0de1c5850fe1871bd90ebe78cf786,true,true,50fb289060849b3a4b51fbced691aae336fe318c46b1ddf854fea3d9a2801c10,50fb289060849b3a4b51fbced691aae336fe318c46b1ddf854fea3d9a2801c10,true,32,32,true,32,32,false,false,true,true,true,7166dbad3573646e68ff2775b0c62096ceeb98872bca219cd681af1de4821030,7166dbad3573646e68ff2775b0c62096ceeb98872bca219cd681af1de4821030,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
g559-synth-city-berlin-32,city,7020,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-berlin-32-random-7020.scen,true,4695b47821c1b5d3f9493594f3f7c9009ac7ae937a78668644e74f9ceceb8b5b,4695b47821c1b5d3f9493594f3f7c9009ac7ae937a78668644e74f9ceceb8b5b,true,true,c9d505f72da087f6016daebdf6019c5c5dfe0a411e73cb2ac436605e8b8c0762,c9d505f72da087f6016daebdf6019c5c5dfe0a411e73cb2ac436605e8b8c0762,true,64,64,true,64,64,false,false,true,true,false,2b90f7aefcbd85a89af017ec2ee6e6d5bc36adc7c51928ca6cc4fa9c1d858246,2b90f7aefcbd85a89af017ec2ee6e6d5bc36adc7c51928ca6cc4fa9c1d858246,true,true,false,pair_not_reachable,false,false,false,false,false,phase5p5_repair5g560,retained_g560_invalid,false,,,,,,,,,
g559-synth-city-boston-32,city,7021,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-boston-32-random-7021.scen,true,65fd9b2099751325b0249948a43f7fa0c55384f9942f33ce92c034067aaa3a54,65fd9b2099751325b0249948a43f7fa0c55384f9942f33ce92c034067aaa3a54,true,true,bd53284a0aeded4a272617aea8583fd32c0fab3c62ecfb7ebc3f4e7488d68757,bd53284a0aeded4a272617aea8583fd32c0fab3c62ecfb7ebc3f4e7488d68757,true,96,96,true,96,96,false,false,true,true,false,b42e652c213bf108c756493de7f093ea99259da42a491b2725e8f2efea0f74fa,b42e652c213bf108c756493de7f093ea99259da42a491b2725e8f2efea0f74fa,true,true,false,pair_not_reachable,false,false,false,false,false,phase5p5_repair5g560,retained_g560_invalid,false,,,,,,,,,
g559-synth-city-paris-32,city,7022,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-paris-32-random-7022.scen,true,0b3cf53514c6fa73020992494295fbbc0d595fc01bc39ffe664afbf1c759cb61,0b3cf53514c6fa73020992494295fbbc0d595fc01bc39ffe664afbf1c759cb61,true,true,6e581eac9b6723d7c57d7c79158160daa0dce0240ac17117f10a612be78136b9,6e581eac9b6723d7c57d7c79158160daa0dce0240ac17117f10a612be78136b9,true,128,128,true,128,128,false,false,true,true,false,5e4676c4a2e86a70aeffb504b827d1be62e9a51b237df387000589014822f2b1,5e4676c4a2e86a70aeffb504b827d1be62e9a51b237df387000589014822f2b1,true,true,false,pair_not_reachable,false,false,false,false,false,phase5p5_repair5g560,retained_g560_invalid,false,,,,,,,,,
g559-synth-game-lak-32,game,7023,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-lak-32-random-7023.scen,true,4c29c6c8a6836bdaa55f801245e564e6272b28287d190e654c4fb8aea498258e,4c29c6c8a6836bdaa55f801245e564e6272b28287d190e654c4fb8aea498258e,true,true,d692654b8d9b2f652e6750fd39423c3cb4328fa36264f61eebb51b1984713753,d692654b8d9b2f652e6750fd39423c3cb4328fa36264f61eebb51b1984713753,true,256,256,true,256,249,false,true,true,true,true,9bf3d2042cdb53a2a634b5ece9c2fb06a528e51ecfb217d01cde0ea5623cf600,9bf3d2042cdb53a2a634b5ece9c2fb06a528e51ecfb217d01cde0ea5623cf600,true,true,false,duplicate_goals,false,false,false,false,false,phase5p5_repair5g560,retained_g560_invalid,false,,,,,,,,,
empty-8-8,empty,7024,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-8-8-random-7024.scen,true,d49cbd80412df697d75e59c7d30edf41819b47e56832d2269570d12c36d6f4b8,d49cbd80412df697d75e59c7d30edf41819b47e56832d2269570d12c36d6f4b8,true,true,42776e4904ec90689dd034fbd84524d671dc554472cc4221432b0c523d51f152,42776e4904ec90689dd034fbd84524d671dc554472cc4221432b0c523d51f152,true,16,16,true,9,16,true,false,true,true,true,010d35711eacd3ff71b3f85a25f027c6affd87d29e501431f3c670984b84bcbf,010d35711eacd3ff71b3f85a25f027c6affd87d29e501431f3c670984b84bcbf,true,true,false,duplicate_starts,false,false,false,false,false,phase5p5_repair5g560,retained_g560_invalid,false,,,,,,,,,
empty-16-16,empty,7025,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-16-16-random-7025.scen,true,887904da7ed9b2ca5c3bbf220d8da6ef0cf75a259e289363279e936e40d1fb21,887904da7ed9b2ca5c3bbf220d8da6ef0cf75a259e289363279e936e40d1fb21,true,true,27a570a564cf8de828619efa09d510df95f0cbfe2840376b7c3e63c96413689a,27a570a564cf8de828619efa09d510df95f0cbfe2840376b7c3e63c96413689a,true,32,32,true,32,32,false,false,true,true,true,14e0696e2d836f1c82cf633d9c6a55fbb1599a5d925b956f14c6cf14f4b6d0bc,14e0696e2d836f1c82cf633d9c6a55fbb1599a5d925b956f14c6cf14f4b6d0bc,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
empty-32-32,empty,7026,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-32-32-random-7026.scen,true,a634eca880d462ff541fc89ebee4b7358743c1536ae4064357ce50a3a9952beb,a634eca880d462ff541fc89ebee4b7358743c1536ae4064357ce50a3a9952beb,true,true,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,true,64,64,true,64,64,false,false,true,true,true,3ca3ea71fd5408df6cb7badd3b60d896653d9b70489426e7939a60682e15ab39,3ca3ea71fd5408df6cb7badd3b60d896653d9b70489426e7939a60682e15ab39,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
random-8-8-20,random,7027,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-8-8-20-random-7027.scen,true,aaae4553c14a9ad1d90b7eb3273e47edf7f8004d9422d7a36f88c0a2befa03df,aaae4553c14a9ad1d90b7eb3273e47edf7f8004d9422d7a36f88c0a2befa03df,true,true,26f22f9ae5f6980b48a5be929abf7c6291ede5f3cacb1738876224ba1d10189f,26f22f9ae5f6980b48a5be929abf7c6291ede5f3cacb1738876224ba1d10189f,true,32,32,true,21,12,true,true,true,true,true,0fda69faeaaf05c532f2da5fc47bbf81b514c5da48e032484ce5b5884edb934f,0fda69faeaaf05c532f2da5fc47bbf81b514c5da48e032484ce5b5884edb934f,true,true,false,duplicate_goals;duplicate_starts,false,false,false,false,false,phase5p5_repair5g560,retained_g560_invalid,false,,,,,,,,,
random-32-32-10,random,7028,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-10-random-7028.scen,true,c771ad27297b61f079d07ff83f9833829dc754b045f0bd650534f15e773f12c2,c771ad27297b61f079d07ff83f9833829dc754b045f0bd650534f15e773f12c2,true,true,4240fddfa77d88b72ce779e02acf46a5ff056a3b04af5a4e35f7bc86cdfba3ec,4240fddfa77d88b72ce779e02acf46a5ff056a3b04af5a4e35f7bc86cdfba3ec,true,128,128,true,128,128,false,false,true,true,true,71b2babc72640a0724d631de582b0c5ab52d1a9882ae3559545864e19eab48dc,71b2babc72640a0724d631de582b0c5ab52d1a9882ae3559545864e19eab48dc,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
random-32-32-20,random,7029,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-20-random-7029.scen,true,39e2532ef16f51958b84ec3d7a2b21416990e538b64063a02377ec219a57edd7,39e2532ef16f51958b84ec3d7a2b21416990e538b64063a02377ec219a57edd7,true,true,8c5a83498ab92a2579aeef91c5f42d9ecf9019ef038cf98e623061a15beb6f56,8c5a83498ab92a2579aeef91c5f42d9ecf9019ef038cf98e623061a15beb6f56,true,256,256,true,60,256,true,false,true,true,true,2a85507580d4c3834283c61a8656026ce8fa943fa247b38721e4fe153e41e070,2a85507580d4c3834283c61a8656026ce8fa943fa247b38721e4fe153e41e070,true,true,false,duplicate_starts,false,false,false,false,false,phase5p5_repair5g560,retained_g560_invalid,false,,,,,,,,,
maze-32-32-2,maze,7030,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-32-32-2-random-7030.scen,true,8dcaa42404e214238061dda5edf3d96577269c95d978afa1edf796b5644fd288,8dcaa42404e214238061dda5edf3d96577269c95d978afa1edf796b5644fd288,true,true,5c549328775ce530072cb05eda8f9010235a7e29294806d6aebb0ad667479cd3,5c549328775ce530072cb05eda8f9010235a7e29294806d6aebb0ad667479cd3,true,16,16,true,16,16,false,false,true,true,true,1a4ddfbb213b08a01b5aa945c13e149870cff5b1a34c8bdbcdd5a014aa2c4416,1a4ddfbb213b08a01b5aa945c13e149870cff5b1a34c8bdbcdd5a014aa2c4416,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
maze-36-32-4,maze,7031,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-36-32-4-random-7031.scen,true,8352acaf2bcbdd60cbbf8d8e600e4ab66ebab3ad17721aa8cf0fa4918183a204,8352acaf2bcbdd60cbbf8d8e600e4ab66ebab3ad17721aa8cf0fa4918183a204,true,true,96ded52c98f958d617309cb5f08a7b67a93b5fc890a66a524907c781ae6a56fd,96ded52c98f958d617309cb5f08a7b67a93b5fc890a66a524907c781ae6a56fd,true,32,32,true,32,32,false,false,true,true,true,602afbee609933bf53995ec3648af4b401e96732a1e6d546aab4c49551339c95,602afbee609933bf53995ec3648af4b401e96732a1e6d546aab4c49551339c95,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
