method,model_path,g560_evaluation_uid,g560_instance_uid,split,generated_theta_uid,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,0317414a6c403897a7b3718349753ff42ff00ae3e0cfcd47028ac6f05a6691bd,2833b2ac6786b14fc058009772caeaafd4ab9e67766f26f0f8021f5fd3142ed1,train,ac4b63d865420b0a02a9d019852e0b33fd089b14151f62a9a0f47a96f05e3d78,1.249929428100586,1.1577774286270142,1.250689148902893,0.7497439384460449,0.7502826452255249,1.0392382144927979,0.6930152177810669,0.9800816178321838,1.0,0.6845175623893738,0.6501405835151672,0.33513927459716797,0.8555216789245605,0.9999850988388062,10.794597625732422
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,037135fbddc3b1474459a08fa686b4f96c4471323cbbde32068a78783b07121d,c327d7ebb3a3a0dac040b7c5c05da8f0de42136c8c50e423ca355d351c27dd9e,validation,6a99eee2a8efac20f75ec31ac5fdae4d3a5c9a7095e2c8520b8790fe1b47121c,1.2489320039749146,1.1584457159042358,1.2561284303665161,0.7435978055000305,0.757801353931427,1.036759614944458,0.693159282207489,0.9807725548744202,1.0,0.6736581325531006,0.6416862607002258,0.3520328402519226,0.9362611174583435,0.9995027184486389,10.807100296020508
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,03850c6033fbe3b8fc08f60ab04c55210eb9dbc1a3743974fd92307a5e7a3d77,a29b6c40a25f2e6b048fec3e33c226e1f0e17e73e655cf70dccaece70fbeee12,train,cfecfc91cee9463b18155ae23a67ac0eb7ae2986f4e97026257e8ff79fd5cd4b,1.2486276626586914,1.1581183671951294,1.2507200241088867,0.7346828579902649,0.7688894867897034,1.0349912643432617,0.6932967305183411,0.9811289310455322,1.0,0.6783460378646851,0.6439875364303589,0.3426320552825928,0.9006345868110657,0.999937117099762,10.789420127868652
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,03b2cd257e67a3b8b12790a7d07365e34484d5387466512cd4ecc5396e8e2bec,2f94fefb3d1098588b60b673c0965a371c173ef9be9744f4f3576830661b815a,heldout,cf7bd2f4790d9e0fd4aeeed54c047f809a76950bb7f8d2ebd27186c4d799b06f,1.2496991157531738,1.1585183143615723,1.2498583793640137,0.7501682043075562,0.7491350769996643,1.0192420482635498,0.6881025433540344,0.9800093770027161,1.0,0.6853927969932556,0.6521779894828796,0.3354763388633728,0.8127520084381104,0.9997962117195129,10.782062530517578
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,03d43c1e7346df28866a893a89f24bdc4b8eb745323349faf6de48ed3bbce213,90ed86db568001419f0dcbcf745b2ff39d3e4d6e5b8a15f34268bf09ae606dfb,validation,f6e350d13581b46f33d102d3622e3ee17970757f06835abdef01c4b4c73aff1d,1.2566649913787842,1.1581840515136719,1.2550227642059326,0.7302319407463074,0.7785435318946838,1.0331021547317505,0.6919934749603271,0.9813558459281921,1.0,0.6702750325202942,0.648948609828949,0.34790438413619995,0.920052170753479,0.999752402305603,10.805342674255371
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,03e5b60f62e58c7ff259866734d1d074e6d8eab9a6784be5abda1258ec9831b5,1f602e036fab296c35e70007f9a1315c40716ffa848794900a378ab0121d97a6,validation,f8fccf621e021e071ed51ee0c7ef7a8bc78e9d4ac5bb2a99d80fc3bcf00fe0d3,1.2571489810943604,1.1581661701202393,1.2525044679641724,0.7289710640907288,0.7750317454338074,1.0346598625183105,0.6926994323730469,0.981636106967926,1.0,0.6727572083473206,0.6474310755729675,0.346839964389801,0.9173713326454163,0.9997524619102478,10.805349349975586
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,042cd12c8d8fc297ccdcbbf7605c4b396b6a158feb72546183d2a47c500fe7c5,536d4004a940ccaeace48892e94b41593473acfba17ff9706f4c294d841b562a,validation,2b161561fe7a9d01c2a0c31469b9802d5e9545a434e055d5abd51dfd9413f515,1.2564655542373657,1.1581579446792603,1.2496304512023926,0.7306625843048096,0.768991231918335,1.0362966060638428,0.6933010816574097,0.9817006587982178,1.0,0.6749144792556763,0.6467504501342773,0.3449045717716217,0.9134226441383362,0.9998498558998108,10.807097434997559
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,0446a37a68b99abfdd7b991b5c0c8243d7bf54f5681715edb74447a8071b0f03,07c3b54134c4b7eb27336bf768d06bcf3852de6ac7617e822d5100aed6a684b8,validation,d2f883fad66440b4a70ddc8e06639073fd11a4c3f34c91b60b7858644718b146,1.2571123838424683,1.1581621170043945,1.252698540687561,0.7290759682655334,0.7753409147262573,1.034536600112915,0.6926435232162476,0.9816124439239502,1.0,0.6725872159004211,0.6475502252578735,0.34691405296325684,0.917585015296936,0.9997509121894836,10.805398941040039
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,04e01663ac1b96402c8db69a75990cb450c91692bb6d413a57177adcd605eed8,447dd367dde4977dc22793f4a4bcdfb29de53ffb1abe12aea812c8e379d5563f,train,a0ca5503031fc65326ec5ad9fefbb7749418b71b65bca1913e3b25acc18224d6,1.2486119270324707,1.158115267753601,1.2507524490356445,0.7347105145454407,0.7689788937568665,1.0349560976028442,0.6932886838912964,0.98112553358078,1.0,0.6783278584480286,0.6439971923828125,0.34265992045402527,0.9006791114807129,0.9999366998672485,10.789413452148438
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,04e378c4729deb5a05913fbeca5793471c96df474d4c35f2770677faa03895f2,869f03a4182c8d1660fc2352d08ffdd19df7a9d8fe3a47ed028ef90198610000,train,4d3ffa28af0f9634d7543c4623dbbec02959b927cb6f43a3e3f60a5afaa8145d,1.2485697269439697,1.1581073999404907,1.2508394718170166,0.7347838878631592,0.7692164182662964,1.0348619222640991,0.6932671666145325,0.9811165928840637,1.0,0.678278386592865,0.6440231204032898,0.3427346646785736,0.9007985591888428,0.999935507774353,10.78939151763916
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,04f2d1f6dd359269d3bf16a0a52bfbb165fd897cfbb32d05a5037e8d3265f791,1c5c1d0cd6da04423e04b5275c3cd9c34181f10eebd33e8bd7531a865341f21d,train,95a7e0448e77c16038315708fde7aa9cca501893cea06d8b8a308aa30e3a3727,1.250097632408142,1.1623166799545288,1.300066351890564,0.7497812509536743,0.7572503685951233,1.0380696058273315,0.6919595003128052,0.9802255034446716,1.0,0.6783087849617004,0.6439599394798279,0.34535789489746094,0.9056754112243652,0.9999860525131226,10.787757873535156
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,04fa4051d6ea0697bc07352737e85dfc2524bdda86462d9ed0da3f91925d4a13,7ec738457a88979bd6ef5709b20933faf99ecb7f06fb1bc69b56accde21c14b8,train,8dbb1c676855fd4b14617d28173146bcc77f2243ad8248eac80740674e262d5c,1.2502703666687012,1.1583815813064575,1.2654181718826294,0.7495449781417847,0.7508432865142822,1.0399787425994873,0.692531943321228,0.9799638986587524,1.0,0.6750159859657288,0.649886965751648,0.3421316146850586,0.8564935326576233,1.0000028610229492,10.795927047729492
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,04fa62e4e0e31ee4a57ebd9ae17d00d8aea47f0afd3f2d6ca28f5c6a2e34fe32,a192ffda48b2c4ccbf8c1fe446fcf5fd1cab76acb9b5354a256b08fc9ce37825,train,80fdd181c3e1a813dfc6068a97b2af73ea1cdbf615e82afc8b68be7cfd87534e,1.2499514818191528,1.1577757596969604,1.2510465383529663,0.7496011853218079,0.7502299547195435,1.0393707752227783,0.6929769515991211,0.9800748825073242,1.0,0.6844222545623779,0.6502411365509033,0.3351422846317291,0.8567975163459778,0.9999806880950928,10.794307708740234
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,050bbaee48a8873755735e85be3162d84f9ca57d66a9b707ef5a9f15ee1672de,32fe74123012d2476515bb15dedda9f6ba13015308cf2eb3bfc3150dacf20496,train,2ea90a9fb07e71299403873fe0ea7069def41ef7eb3d47aa2339d9a780b9a927,1.2496700286865234,1.157711148262024,1.2511403560638428,0.7320877313613892,0.7502954602241516,1.038875699043274,0.6932046413421631,0.9804484844207764,1.0,0.68348628282547,0.649104654788971,0.34290480613708496,0.8926774859428406,0.9999978542327881,10.790977478027344
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,056c005cdaaa5fcc2c010306bd6764f0d1badf06be3d118c96476240bd954dc6,caab15b956c2f788f19b938268e22becf84d706dfec7c4e60c42e8e10d6bc502,validation,da75131227ec1fc7a8df8ef91944e428c4931fda6fcb3e1f32453f3ec131fd6e,1.2566756010055542,1.1581823825836182,1.254968523979187,0.7302066087722778,0.7784780263900757,1.033134937286377,0.6920083165168762,0.9813613295555115,1.0,0.6703344583511353,0.6489163041114807,0.347879558801651,0.9199965000152588,0.9997519850730896,10.805356979370117
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,056d656a245583c4d084119a1a50554602fa4eee80dfc3bb5ad9a82e5decc251,28aa21eae63131c03b6d971a90bfd53823c2faf31bf21bb43013af00876ec192,train,84da1f3f95e34d1fdd6fcfe8b9fc3703f68d1d938d102d508a70ef3285d87673,1.24911630153656,1.1575260162353516,1.2493321895599365,0.7506560683250427,0.7654666900634766,1.0313146114349365,0.6922041773796082,0.9808760285377502,1.0,0.6885408759117126,0.6512926816940308,0.3374815285205841,0.8762394785881042,0.9998106360435486,10.792329788208008
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,056d7557c03055e16cd37f0dd20f3bed84ba2127bd2d5e3005b1653f36cf5e68,5292b6aaf2820f5b2bed4c1c22e1a2f323c493ae5afda13f22b055fd21388b10,train,c5fd8a5284f9d324fb6559a616e146a75cac4677327d0a5e1aa92ed026ddfcd3,1.249001145362854,1.1622607707977295,1.2552011013031006,0.7477878332138062,0.760196328163147,1.0409597158432007,0.6932359337806702,0.9800729751586914,1.0,0.6739286184310913,0.65025395154953,0.33532488346099854,0.8737523555755615,1.000015377998352,10.78866958618164
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,05839627fd0e8eaa6de9baf30c6047eb54d7384e4877a4db63457a6003fe0b8e,cea848b89cac6c426a01fc1ac810657d99299655477368a7238107eaad37f64a,train,40319f8cc3f943ea66e4df1db822d0c1dab0ac0b5b49e41b965024a4241e21c4,1.2493083477020264,1.1641426086425781,1.301131248474121,0.7510222792625427,0.7584223747253418,1.0381680727005005,0.6920102834701538,0.9802161455154419,1.0,0.6774221658706665,0.6416476964950562,0.3461172580718994,0.9046544432640076,0.9999179244041443,10.785168647766113
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,05c404a618e848184d49702b943b6a4a1d4e36b8370c7b69a57633bbc78d8fd4,36335961e2d8db0a0c16d65cce431f474328b2b7cf342f89ff148047b02b692d,train,a507473f660a4b4013c1372d0ecb3e441ad05f3c73dff319adc9317dd0a8e401,1.2497196197509766,1.1634578704833984,1.2505409717559814,0.7361382842063904,0.7488119602203369,1.0421366691589355,0.6939187049865723,0.9807595014572144,1.0,0.6711731553077698,0.6342262625694275,0.353199303150177,0.9193146824836731,0.9999961256980896,10.791292190551758
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,05eceb39ddcf744b5ab811843b02b6eb7675d79295da21c0be45385561d633fc,adc6b85c77cfa0873e4dfe085f2fdd93a6c3922c517184146fc6d9527c27172a,train,14b3407a662f0b5fcab2f4d3b6e9cd455b51f08bf7cc0ad7710057c306248d1a,1.2500300407409668,1.1611719131469727,1.2508680820465088,0.7388031482696533,0.7507348656654358,1.0403940677642822,0.69367915391922,0.9806221723556519,1.0,0.6751233339309692,0.6374885439872742,0.3504467010498047,0.9130229353904724,0.999998927116394,10.79928207397461
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,065c0b8d52ec0ff9551809c8d979d898d48bf895f91adf10de2252fda95c8258,1e2355369117e8b3cb50e33afa66e85ea20cf4872753590524b3cc9d825a6de5,train,38a8f8b4f541987c0844b2a2e76f52ca3e49a8f22c09fcaab1d366461e8d5d85,1.2547760009765625,1.1593822240829468,1.2504266500473022,0.7496457695960999,0.7556523680686951,1.0385982990264893,0.6894183158874512,0.9820256233215332,1.0,0.6837303042411804,0.6582128405570984,0.33539924025535583,0.8562169671058655,0.9977041482925415,10.81472110748291
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,06ad4d686b13f9bf3c283e14138b16fad39ad82e88f0f9a2312f0d2002c6ede8,523031fcdb5acd0634ed1e857fecb28f3a81369ccd9f12de222de9da34384104,validation,f1c4c7d676c5b0df348cb03f9699d4af09dec2518536c40d9f091b1d1132dc1e,1.250336766242981,1.1585787534713745,1.3110390901565552,0.740659773349762,0.7596703171730042,1.0215681791305542,0.682826817035675,0.9787226915359497,1.0,0.683944821357727,0.660310685634613,0.34375226497650146,0.9022340178489685,0.9997110366821289,10.80334186553955
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,06d281b99339bf390b6f0ff8bdd5a764f5f80ee8aec25b993c175f61ed911a66,519907f9cf7728e42db0d56ee053dbb829d74de606b1fb2a85a3f6950ab12b77,train,e785fbe9ba809d80f53a9631e5f98c8b800c30e7f7105f0678c5a78775662677,1.249951958656311,1.1577759981155396,1.2510563135147095,0.7495973110198975,0.7502283453941345,1.0393743515014648,0.6929757595062256,0.9800746440887451,1.0,0.6844193339347839,0.6502441167831421,0.3351425528526306,0.8568320274353027,0.9999805688858032,10.794299125671387
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,06d72a5ab93252cb3acc4efcef42a234f0f9a186f73030e02569d46b8feef4cb,6630c707ea120f0e73c93db55bbd6868dab32b3682f44fc0667c194c9d8212e4,validation,1404808d68c7726cb55b5c605e4ddca666ef78e50ba6b32b0c2ce94f4cac1443,1.2570788860321045,1.1581593751907349,1.2528750896453857,0.7291699647903442,0.7756158709526062,1.0344250202178955,0.6925929188728333,0.9815912246704102,1.0,0.6724293231964111,0.6476581692695618,0.34698286652565,0.9177783131599426,0.9997497200965881,10.805436134338379
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,06e9d758feccf197a6c916e4639395c0e8df12a158f05d3916ae73e8c7b2a5e0,0d3058a39f0bf455c0c6a381a590f2b42302221b38c234664af3edc5f9a6be2a,train,eb01e4f1ee984e9d23980c73056a17c20119bce4b529eefcd8d0c7947cb86fbb,1.249086856842041,1.1602431535720825,1.257145643234253,0.7456620335578918,0.7530161142349243,1.043068766593933,0.6940425038337708,0.9802895784378052,1.0,0.6813593506813049,0.6445179581642151,0.33936530351638794,0.8482495546340942,1.0000054836273193,10.786911964416504
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,072416c87794ee03d643ed6f4acdd8d71657a4bbd7eb7910ba8cb72cc0b86ce4,85b1ba7dd4090a4c324d950c90fb41870c0570102945638576675e6df4ed8827,train,12c736f5134dd0f19adebee46eeeb1ed1ed2a9c3d2c055e4b02e5bd56b148b8b,1.2494006156921387,1.1618047952651978,1.2755119800567627,0.7471425533294678,0.7436952590942383,1.031055212020874,0.6938892006874084,0.9803008437156677,1.0,0.6816516518592834,0.6472156643867493,0.33905068039894104,0.8616953492164612,0.9996457099914551,10.731491088867188
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,0754bdf9f89c734c263f6f29df516698bd88c834a1c6112be07d7502f1e97a4f,1383e67eb01961235c62c8d11b00d8c7bd9b2efe63bda73f6a343f7c7c869e95,train,e399bd9ded045f78b30b1a51235abf8ad0eb7efe8c8f3ec2c7cc66b852d3227c,1.2499525547027588,1.157776117324829,1.2510693073272705,0.749592125415802,0.7502261400222778,1.0393791198730469,0.6929741501808167,0.9800743460655212,1.0,0.6844154596328735,0.650248110294342,0.33514294028282166,0.8568781018257141,0.9999803900718689,10.794288635253906
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,0795c0a4f56e18d976527c123ae9daa2006533a1819491d7b4155401bbb2d617,bc19330916ecf0f6f1be7aff5eda154e2e74d4444b086835fb0cca3db8b5b2c0,train,54df418562366b736ebc0bd26e8ff1c47bf3e5e20a621ac517c0600253d21762,1.2547439336776733,1.1593883037567139,1.2504043579101562,0.7496843338012695,0.7556585669517517,1.038546085357666,0.6894340515136719,0.982012152671814,1.0,0.6836705207824707,0.6581826210021973,0.33541029691696167,0.8562670350074768,0.9977107644081116,10.814566612243652
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,07d6ae7b72dd752a2514ac3a0d067de82f3e54df9d9ead1a281a514a4a106f21,bbd0cc987f225795bc24b0321b63947cc948b85619b81340c1ea3c7e79c16545,validation,e63475a5e45a5e9b06e33ba8d0f3e518ab2675a81507277680bd122ada85d4de,1.250598430633545,1.1582289934158325,1.3052992820739746,0.7417631149291992,0.7590523958206177,1.0221329927444458,0.6840853095054626,0.9788669943809509,1.0,0.6840758919715881,0.6592711210250854,0.343159019947052,0.8973515033721924,0.9997768998146057,10.803085327148438
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,07f241588084b1449b8d5435469af3d23749fcd10505a49c22b82b705a594058,761d6cc4db620cdcdd201c5401ff31c7491841ec93fd370b140fc4e3aa13e304,train,162342672e443a4b6c9896af456f4223be117966e61a22d825c4a9a0249c9610,1.248886227607727,1.157551646232605,1.2516560554504395,0.7493860125541687,0.7613315582275391,1.0358014106750488,0.6920340657234192,0.9798203110694885,1.0,0.6829208731651306,0.6493306756019592,0.3430549204349518,0.8603523969650269,0.9999830722808838,10.830438613891602
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,0859c6bd34c46b0020882a1b947164845da0f4356ef4b00860fc338346920f54,b438b742fdf96ce1948b60a352a678b92434100f39087da63873b2d113b90efa,train,065e50db7c6146efd0f78045469b8fab9451a540a3769bd67ad23262a9c34e33,1.2492899894714355,1.1596736907958984,1.2576040029525757,0.7454929947853088,0.7528086304664612,1.0425890684127808,0.6938959956169128,0.9802915453910828,1.0,0.6819949746131897,0.6450713276863098,0.3388857841491699,0.848534345626831,1.0000022649765015,10.78654956817627
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,0860eb27b283e5af6ab7eb8fabc85e976d2232d9be7f0b6c7ddd3e1f9ca5ad97,14396f038ae7c5d0c26f07613c5a8b7e573bff294789012e38bc0ce89ecb9601,train,4e7aec22daaf4c12dfb1d7f131dc83f91d1a2912266297b6170346d1ff08d70b,1.2501658201217651,1.1576448678970337,1.2481088638305664,0.7498263120651245,0.7522140741348267,1.0393763780593872,0.6932296752929688,0.980762779712677,1.0,0.6798329949378967,0.6486555337905884,0.33512547612190247,0.8712681531906128,0.9999886751174927,10.792434692382812
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,09251c3f907dcc289b4c2ad9a97d66ba0ab47ea1e3ec6905ead2aae37ede0d75,2d44bd0f763b4b97f937eeb46b7d9a09debcb9a8b12a7c0567a06f23d2921b5e,train,0928d9e69ca292381e2c62fac68dacc6f7929e0442da11e8e2a71b3488f2e39d,1.2479690313339233,1.1580387353897095,1.2521027326583862,0.7357544302940369,0.772351086139679,1.0335369110107422,0.6929683089256287,0.9809958338737488,1.0,0.6774375438690186,0.6444134712219238,0.34381911158561707,0.9025353789329529,0.9999281764030457,10.788736343383789
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,097a2a397964968a12128e012c750635575308f088674ef9f034e8b97dc617aa,86453f3703ce08e397a23a206a9ac32d095daa7a906e8d48ca752c8f5d81b9ce,train,f13d9f9d1ab2dbde05ce8496571ca8b0c75ebdb4c33826347e17d4e105729a44,1.2494670152664185,1.1597801446914673,1.2543292045593262,0.74857497215271,0.7618550658226013,1.0392992496490479,0.693139910697937,0.9801157116889954,1.0,0.6758671998977661,0.6502841711044312,0.3356107473373413,0.8736890554428101,1.0000149011611938,10.790510177612305
