split,run_id,checkpoint_id,map_name,agents,seed,iteration,decision_target,selected_decision,target_rule,predicted_rule,fallback_reason,defer_reason,selection_stage,attention_top1,attention_top3,decision_correct,selected_delta,additive_delta,selected_vs_additive_delta,selected_utility,additive_utility,selected_vs_additive_utility,selected_rule_harmful,target_delta,has_nonadditive_opportunity,has_high_margin_nonadditive_opportunity,best_safe_nonadditive_advantage,opportunity_margin,rule_scores,harmful_probs,opportunity_prob,defer_prob,safety_threshold_by_rule,safety_mask,best_safe_nonadditive_rule,best_safe_nonadditive_score,margin_vs_additive,margin_vs_defer,top3_rules,harmful_labels
train,empty-16-16__a200__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a200__i1__phase4_phase4-full-repair5-expand5000__iter2,empty-16-16,200,1,2,use_nonadditive,defer_ltm,commit_heavy,additive_ltm,unsafe,unsafe,defer_unsafe,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.459832429768,True,True,0.1,0.01,"[0.04963573684928633, 1.1379426884651185, 1.0711674737930297, 1.1063397526741028, 1.0867212426662445, 0.7033785665035248, 0.8088107764720917, 0.823660249710083]","[1.3475299965648446e-05, 0.5824617147445679, 0.6745216846466064, 0.5472809076309204, 0.5273013710975647, 0.6978567242622375, 0.6402578949928284, 0.6608250141143799]",0.7532100081443787,0.18039470911026,"[1.01, 0.5, 0.4, 0.5, 0.4, 0.5, 0.5, 0.4]","[true, false, false, false, false, false, false, false]",,,,0.5728152990341187,"[""commit_heavy"", ""block_light"", ""wait_light""]","[0, 0, 0, 0, 0, 0, 1, 0]"
train,empty-16-16__a200__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a200__i1__phase4_phase4-full-repair5-expand5000__iter3,empty-16-16,200,1,3,defer_ltm,defer_ltm,,additive_ltm,low_opportunity,low_opportunity,defer_low_opportunity,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,False,False,0.0,0.01,"[1.1473028639998666, -1.8932347810268402, -2.586996431350708, -2.3158214461803435, -2.4229851770401, -2.646930705308914, -2.0469993901252748, -1.8935944890975953]","[2.394096736679785e-05, 0.9793187975883484, 0.9861526489257812, 0.983883798122406, 0.9862115383148193, 0.9807472825050354, 0.976547360420227, 0.974165678024292]",0.25968945026397705,0.5366901159286499,"[1.01, 0.5, 0.4, 0.5, 0.4, 0.5, 0.5, 0.4]","[true, false, false, false, false, false, false, false]",,,,-0.27700066566467285,"[""additive_ltm"", ""commit_heavy"", ""decay_090""]","[0, 1, 1, 1, 1, 1, 1, 1]"
train,empty-16-16__a50__i2__phase4_phase4-full-repair5-expand5000,empty-16-16__a50__i2__phase4_phase4-full-repair5-expand5000__iter0,empty-16-16,50,2,0,defer_ltm,use_nonadditive,block_light,decay_090,selected,,select_safe_nonadditive,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,False,False,0.0,0.01,"[-0.44985273898349987, -0.7994969415664673, 1.1514765757322312, 0.7722291910648346, 1.093713858127594, 0.703387497663498, -0.329323193187447, -0.2818349165806285]","[1.0639780157362111e-05, 0.7868882417678833, 0.42700400948524475, 0.5811812281608582, 0.5724738836288452, 0.5504817366600037, 6.361578562064096e-05, 5.445425267680548e-05]",0.64409339427948,0.21486690640449524,"[1.01, 0.5, 0.4, 0.5, 0.4, 0.5, 0.5, 0.4]","[true, false, false, false, false, false, true, true]",decay_090,-0.2818349165806285,0.1680178224028714,0.42922648787498474,"[""block_heavy"", ""wait_light"", ""block_light""]","[0, 0, 1, 0, 0, 1, 0, 0]"
train,empty-16-16__a50__i2__phase4_phase4-full-repair5-expand5000,empty-16-16__a50__i2__phase4_phase4-full-repair5-expand5000__iter1,empty-16-16,50,2,1,use_nonadditive,defer_ltm,commit_heavy,additive_ltm,low_opportunity,low_opportunity,defer_low_opportunity,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.134453781513,True,True,0.1,0.01,"[0.8821048381078618, 1.2656488728523254, 1.1521300119161606, 0.20354636430740355, 1.1005597364902497, 0.4674231684207916, 0.23941684484481812, 0.29680214047431946]","[7.73793271946488e-06, 0.3018721342086792, 0.37856677174568176, 0.910620927810669, 0.6807791590690613, 0.870844841003418, 0.8174982070922852, 0.8073281645774841]",0.39027026295661926,0.4460377097129822,"[1.01, 0.5, 0.4, 0.5, 0.4, 0.5, 0.5, 0.4]","[true, true, true, false, false, false, false, false]",commit_heavy,1.2656488728523254,0.38354403474446364,-0.055767446756362915,"[""commit_heavy"", ""block_heavy"", ""wait_light""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,empty-16-16__a50__i2__phase4_phase4-full-repair5-expand5000,empty-16-16__a50__i2__phase4_phase4-full-repair5-expand5000__iter2,empty-16-16,50,2,2,use_nonadditive,use_nonadditive,block_heavy,wait_heavy,selected,,select_safe_nonadditive,False,False,True,0.0210084033613,0.0,0.0210084033613,0.0210084033613,0.0,0.0210084033613,False,0.0357142857143,True,True,0.0357142857143,0.01,"[0.4879414966103468, 1.1862795239686965, 1.158742151260376, 1.1629574799537659, 1.1433878338336945, 1.1871221107244492, 1.1526096433401107, 1.1629658979177475]","[7.796302270435262e-06, 0.415444940328598, 0.31998348236083984, 0.4315589666366577, 0.5945066809654236, 0.29935815930366516, 0.38842275738716125, 0.3904877007007599]",0.6326706409454346,0.20180578529834747,"[1.01, 0.5, 0.4, 0.5, 0.4, 0.5, 0.5, 0.4]","[true, true, true, true, false, true, true, true]",wait_heavy,1.1871221107244492,0.6991806141141024,0.4308648556470871,"[""wait_heavy"", ""commit_heavy"", ""decay_090""]","[0, 0, 0, 0, 1, 0, 0, 1]"
train,empty-16-16__a50__i2__phase4_phase4-full-repair5-expand5000,empty-16-16__a50__i2__phase4_phase4-full-repair5-expand5000__iter3,empty-16-16,50,2,3,use_nonadditive,defer_ltm,block_light,additive_ltm,low_opportunity,low_opportunity,defer_low_opportunity,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0126050420168,True,False,0.0126050420168,0.01,"[0.6298229628386616, 1.1808623892068864, 1.1425522482395172, 1.1561581355333328, 1.1506871592998504, 1.15712178170681, 1.1548484891653061, 1.1599373096227645]","[9.270595910493284e-06, 0.4394848048686981, 0.4889015555381775, 0.45803555846214294, 0.5151241421699524, 0.42490342259407043, 0.47902897000312805, 0.47352078557014465]",0.2593156099319458,0.5813470482826233,"[1.01, 0.5, 0.4, 0.5, 0.4, 0.5, 0.5, 0.4]","[true, true, false, true, false, true, true, false]",commit_heavy,1.1808623892068864,0.5510394263682248,-0.3220314383506775,"[""commit_heavy"", ""decay_090"", ""wait_heavy""]","[0, 0, 0, 0, 0, 0, 1, 1]"
train,empty-16-16__a100__i2__phase4_phase4-full-repair5-expand5000,empty-16-16__a100__i2__phase4_phase4-full-repair5-expand5000__iter0,empty-16-16,100,2,0,use_nonadditive,defer_ltm,wait_light,additive_ltm,low_confidence,low_confidence,defer_insufficient_margin,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.157345971564,True,True,0.1,0.01,"[-0.7192631727857224, 0.11795985698699951, 1.118742574453354, 0.06639791011810303, 1.1709641242027282, -0.6915980851650239, -0.7572945670306217, -0.8061519704762031]","[2.5661800464149565e-05, 0.7885485887527466, 0.48699432611465454, 0.726833701133728, 0.4554330110549927, 0.8123798966407776, 0.0006363591528497636, 0.00015717001224402338]",0.7383771538734436,0.1261538565158844,"[1.01, 0.5, 0.4, 0.5, 0.4, 0.5, 0.5, 0.4]","[true, false, false, false, false, false, true, true]",decay_095,-0.7572945670306217,-0.03803139424489932,0.6122232973575592,"[""wait_light"", ""block_heavy"", ""commit_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,empty-16-16__a100__i2__phase4_phase4-full-repair5-expand5000,empty-16-16__a100__i2__phase4_phase4-full-repair5-expand5000__iter1,empty-16-16,100,2,1,use_nonadditive,defer_ltm,wait_light,additive_ltm,low_opportunity,low_opportunity,defer_low_opportunity,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0142180094787,True,False,0.0142180094787,0.01,"[0.24428671265350205, 1.137124959230423, 0.9135701215267181, 1.1461984527111053, 1.1450846576690674, -0.09546101093292236, 0.9856019961833954, 0.9912991178035736]","[1.2087471077393275e-05, 0.551381528377533, 0.603871762752533, 0.4572003483772278, 0.5688290596008301, 0.7045239210128784, 0.5585057139396667, 0.566263735294342]",0.2682170569896698,0.5388001799583435,"[1.01, 0.5, 0.4, 0.5, 0.4, 0.5, 0.5, 0.4]","[true, false, false, true, false, false, false, false]",block_light,1.1461984527111053,0.9019117400576033,-0.2705831229686737,"[""block_light"", ""wait_light"", ""commit_heavy""]","[0, 0, 1, 1, 0, 1, 1, 1]"
train,empty-16-16__a100__i2__phase4_phase4-full-repair5-expand5000,empty-16-16__a100__i2__phase4_phase4-full-repair5-expand5000__iter2,empty-16-16,100,2,2,use_nonadditive,use_nonadditive,decay_090,wait_light,selected,,select_safe_nonadditive,False,True,True,0.00189573459716,0.0,0.00189573459716,0.00189573459716,0.0,0.00189573459716,False,0.042654028436,True,True,0.042654028436,0.01,"[0.2245320102304322, 1.1563922202587127, 1.1523382502794266, 1.12887855052948, 1.1644971859455109, 0.6378395354747772, 1.152129002213478, 1.1539437925815583]","[8.837729183142073e-06, 0.573247492313385, 0.47013840079307556, 0.5342504978179932, 0.2649998068809509, 0.5554566979408264, 0.37566086649894714, 0.3745190501213074]",0.9745274186134338,0.010585775598883629,"[1.01, 0.5, 0.4, 0.5, 0.4, 0.5, 0.5, 0.4]","[true, false, false, false, true, false, true, true]",wait_light,1.1644971859455109,0.9399651757150786,0.9639416430145502,"[""wait_light"", ""commit_heavy"", ""decay_090""]","[0, 1, 1, 0, 0, 1, 0, 0]"
train,empty-16-16__a100__i2__phase4_phase4-full-repair5-expand5000,empty-16-16__a100__i2__phase4_phase4-full-repair5-expand5000__iter3,empty-16-16,100,2,3,use_nonadditive,defer_ltm,commit_heavy,additive_ltm,low_opportunity,low_opportunity,defer_low_opportunity,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0341232227488,True,True,0.0341232227488,0.01,"[1.140710256405655, -0.6817311465740203, 0.13969366312026976, -0.588328093290329, -0.16245542526245116, -1.5928144240379334, -0.8320825386047364, -0.658585797548294]","[3.467460555839352e-05, 0.9522965550422668, 0.8725978136062622, 0.9495452046394348, 0.9347103834152222, 0.9642590284347534, 0.9314640760421753, 0.9232913851737976]",0.28368717432022095,0.5436035394668579,"[1.01, 0.5, 0.4, 0.5, 0.4, 0.5, 0.5, 0.4]","[true, false, false, false, false, false, false, false]",,,,-0.25991636514663696,"[""additive_ltm"", ""block_heavy"", ""wait_light""]","[0, 0, 1, 0, 1, 1, 1, 0]"
train,empty-16-16__a200__i2__phase4_phase4-full-repair5-expand5000,empty-16-16__a200__i2__phase4_phase4-full-repair5-expand5000__iter0,empty-16-16,200,2,0,use_nonadditive,use_nonadditive,commit_heavy,wait_light,selected,,select_safe_nonadditive,False,True,True,-0.359615384615,0.0,-0.359615384615,-0.1,0.0,-0.1,True,0.334134615385,True,True,0.1,0.01,"[-1.002166003856255, 1.1568075186014175, 1.111404036283493, -0.6465749025344849, 1.1890975338220597, -1.1202264261245727, -1.070779528489802, -1.0588242942077342]","[4.623697168426588e-05, 0.46697375178337097, 0.5314124226570129, 0.761675238609314, 0.3798360526561737, 0.8257172107696533, 9.369209874421358e-05, 9.503951878286898e-05]",0.8047662377357483,0.1119874119758606,"[1.01, 0.5, 0.4, 0.5, 0.4, 0.5, 0.5, 0.4]","[true, true, false, false, true, false, true, true]",wait_light,1.1890975338220597,2.1912635376783145,0.6927788257598877,"[""wait_light"", ""commit_heavy"", ""block_heavy""]","[0, 0, 1, 1, 1, 1, 0, 0]"
train,empty-16-16__a200__i2__phase4_phase4-full-repair5-expand5000,empty-16-16__a200__i2__phase4_phase4-full-repair5-expand5000__iter1,empty-16-16,200,2,1,defer_ltm,defer_ltm,decay_090,additive_ltm,low_opportunity,low_opportunity,defer_low_opportunity,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,False,-0.0120192307692,False,False,-0.0120192307692,0.01,"[1.229631955772784, -3.2126253414154053, -3.2727340245246888, -2.879712320566177, -3.154417567253113, -3.181861834526062, -3.023158965110779, -2.998876382112503]","[0.00010453908907948062, 0.9875574111938477, 0.9885836839675903, 0.9878743290901184, 0.9886410236358643, 0.9873011112213135, 0.9845106601715088, 0.9838843941688538]",0.035918060690164566,0.7923621535301208,"[1.01, 0.5, 0.4, 0.5, 0.4, 0.5, 0.5, 0.4]","[true, false, false, false, false, false, false, false]",,,,-0.7564440928399563,"[""additive_ltm"", ""block_light"", ""decay_090""]","[0, 1, 1, 1, 1, 1, 1, 0]"
train,empty-16-16__a200__i2__phase4_phase4-full-repair5-expand5000,empty-16-16__a200__i2__phase4_phase4-full-repair5-expand5000__iter2,empty-16-16,200,2,2,use_nonadditive,defer_ltm,block_light,additive_ltm,unsafe,unsafe,defer_unsafe,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.166826923077,True,True,0.1,0.01,"[0.16144507064116623, 1.1607549691200256, 1.10901762008667, 1.0824477589130401, 1.1028599798679353, 1.0861700415611266, 0.9270605635643006, 0.947239443063736]","[1.2450569556676783e-05, 0.5957876443862915, 0.6794447898864746, 0.6592933535575867, 0.5257543921470642, 0.5603510141372681, 0.6643047332763672, 0.6643869280815125]",0.7401769161224365,0.20343652367591858,"[1.01, 0.5, 0.4, 0.5, 0.4, 0.5, 0.5, 0.4]","[true, false, false, false, false, false, false, false]",,,,0.5367403924465179,"[""commit_heavy"", ""block_heavy"", ""wait_light""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,empty-16-16__a200__i2__phase4_phase4-full-repair5-expand5000,empty-16-16__a200__i2__phase4_phase4-full-repair5-expand5000__iter3,empty-16-16,200,2,3,use_nonadditive,defer_ltm,wait_heavy,additive_ltm,unsafe,unsafe,defer_unsafe,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.120673076923,True,True,0.1,0.01,"[0.7476472787704915, 1.1674169313907623, 1.1289794540405274, 1.0333268070220947, 1.1129580867290496, 1.1380997169017792, 0.9542544782161713, 0.978068882226944]","[1.2255475667188875e-05, 0.6494223475456238, 0.664478063583374, 0.6978838443756104, 0.5035691857337952, 0.5817151665687561, 0.6774768233299255, 0.6710770726203918]",0.7965275645256042,0.19699671864509583,"[1.01, 0.5, 0.4, 0.5, 0.4, 0.5, 0.5, 0.4]","[true, false, false, false, false, false, false, false]",,,,0.5995308458805084,"[""commit_heavy"", ""wait_heavy"", ""block_heavy""]","[0, 1, 1, 1, 0, 0, 1, 1]"
train,empty-16-16__a50__i3__phase4_phase4-full-repair5-expand5000,empty-16-16__a50__i3__phase4_phase4-full-repair5-expand5000__iter0,empty-16-16,50,3,0,use_nonadditive,use_nonadditive,block_heavy,wait_heavy,selected,,select_safe_nonadditive,False,True,True,0.0590476190476,0.0,0.0590476190476,0.0590476190476,0.0,0.0590476190476,False,0.0685714285714,True,True,0.0685714285714,0.01,"[-0.2135727595858043, -0.804277583360672, 1.1723953467607497, 0.2972137272357941, 1.0978039085865021, 1.2006095999479294, -0.6625535102612048, -0.6035113025726605]","[9.892246453091502e-06, 0.7486574053764343, 0.3788174092769623, 0.6488087773323059, 0.48527926206588745, 0.3279847204685211, 5.469682946568355e-05, 4.911930227535777e-05]",0.8229617476463318,0.09835828095674515,"[1.01, 0.5, 0.4, 0.5, 0.4, 0.5, 0.5, 0.4]","[true, false, true, false, false, true, true, true]",wait_heavy,1.2006095999479294,1.4141823595337337,0.7246034666895866,"[""wait_heavy"", ""block_heavy"", ""wait_light""]","[0, 1, 0, 1, 1, 0, 0, 0]"
train,empty-16-16__a50__i3__phase4_phase4-full-repair5-expand5000,empty-16-16__a50__i3__phase4_phase4-full-repair5-expand5000__iter1,empty-16-16,50,3,1,use_nonadditive,use_nonadditive,decay_090,commit_heavy,selected,,select_safe_nonadditive,False,False,True,0.0495238095238,0.0,0.0495238095238,0.0495238095238,0.0,0.0495238095238,False,0.0742857142857,True,True,0.0742857142857,0.01,"[0.19381440673721953, 1.2351816236972808, 1.2040569558739662, 1.0103306710720061, 1.1663374018669128, 1.207430168390274, 0.9392174816131592, 0.9655247330665588]","[8.44674650579691e-06, 0.47245949506759644, 0.20744912326335907, 0.6392362713813782, 0.5739196538925171, 0.386605441570282, 0.5442155599594116, 0.5476891994476318]",0.6846110820770264,0.19213710725307465,"[1.01, 0.5, 0.4, 0.5, 0.4, 0.5, 0.5, 0.4]","[true, true, true, false, false, true, false, false]",commit_heavy,1.2351816236972808,1.0413672169600612,0.4924739748239517,"[""commit_heavy"", ""wait_heavy"", ""block_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]"
