plan_row_id,replay_phase,context_id,g562_dataset_row_id,g562_instance_uid,g562_evaluation_uid,g562_identity_digest,g562_scenario_sha256,g562_physical_map_sha256,split,map,map_family,agents,agent_count,seed,budget_ms,nominal_budget_ms,short_budget_ms,base_time_limit_sec,ltm_max_iterations,horizon_id,role,candidate_id,theta_id,materialized_method,generated_theta_uid,sampling_policy,model_path,variant_id,actor_training_seed,expected_updateparams_fingerprint,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none
g562_cycle1_00000010,cycle1,g562_real_graph_000005,g562_real_graph_000005,c327d7ebb3a3a0dac040b7c5c05da8f0de42136c8c50e423ca355d351c27dd9e,037135fbddc3b1474459a08fa686b4f96c4471323cbbde32068a78783b07121d,995440141a58a007e6ddf00e263bf82a910fe7aac6f7229221ea1501066d99b6,118dae95995d640ea7a88b5a726b27acdce9975eb32e40eb0173b5b439f5f043,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,validation,maze-36-32-4,maze,32,32,7847,5000,5000,5000,5.0,3,g559_b5000_i3,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g562_cycle1_00000011,cycle1,g562_real_graph_000005,g562_real_graph_000005,c327d7ebb3a3a0dac040b7c5c05da8f0de42136c8c50e423ca355d351c27dd9e,037135fbddc3b1474459a08fa686b4f96c4471323cbbde32068a78783b07121d,ff8ff885b9959866b268919e200b4486c765cc61d64758ce8d600976d98a8c99,118dae95995d640ea7a88b5a726b27acdce9975eb32e40eb0173b5b439f5f043,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,validation,maze-36-32-4,maze,32,32,7847,5000,5000,5000,5.0,3,g559_b5000_i3,g556_c063174,g556_c063174,g556_c063174,g556_c063174,2250ef1875fe170b4a348b4aa86a3daac7ade46259a99c5397b80ddced4cd714,g556_c063174,,,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g562_cycle1_00000012,cycle1,g562_real_graph_000006,g562_real_graph_000006,2f94fefb3d1098588b60b673c0965a371c173ef9be9744f4f3576830661b815a,03b2cd257e67a3b8b12790a7d07365e34484d5387466512cd4ecc5396e8e2bec,2873b2cff5ee90a16a895af2699fc4f534bdb6fd6732b0114c8d166330897e5e,ba3baca76787114feef8650fc99525e10240a42d434fee077b5f1dcc4e6a6ab3,55f3b8abd889abf71aea1f354e70e49f8907e4bdfd6c513d1f9978c6b1ffcc8f,heldout,g559-synth-warehouse-b-36,warehouse,256,256,7395,5000,5000,5000,5.0,4,g559_b5000_i4,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g562_cycle1_00000013,cycle1,g562_real_graph_000006,g562_real_graph_000006,2f94fefb3d1098588b60b673c0965a371c173ef9be9744f4f3576830661b815a,03b2cd257e67a3b8b12790a7d07365e34484d5387466512cd4ecc5396e8e2bec,050ba4bef63fe7ae95f2264bd3f1abc128a542f66d180db1218a2bfc3d7383ba,ba3baca76787114feef8650fc99525e10240a42d434fee077b5f1dcc4e6a6ab3,55f3b8abd889abf71aea1f354e70e49f8907e4bdfd6c513d1f9978c6b1ffcc8f,heldout,g559-synth-warehouse-b-36,warehouse,256,256,7395,5000,5000,5000,5.0,4,g559_b5000_i4,g556_c063174,g556_c063174,g556_c063174,g556_c063174,edaa286f82a9111f4b13a72e16b1881490e8a0747dee114c94b5153069dcd33b,g556_c063174,,,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g562_cycle1_00000014,cycle1,g562_real_graph_000007,g562_real_graph_000007,90ed86db568001419f0dcbcf745b2ff39d3e4d6e5b8a15f34268bf09ae606dfb,03d43c1e7346df28866a893a89f24bdc4b8eb745323349faf6de48ed3bbce213,ed360f7b954694fab5e01c5995979d2dfe1be18957fe5f48a870b8a1f30495ab,a184191a61904aac0216f8b240a52a5a5a06c4fdb37862f957528814db339b57,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,validation,g559-synth-game-den-32,game,16,16,8890,2000,2000,2000,2.0,2,g559_b2000_i2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g562_cycle1_00000015,cycle1,g562_real_graph_000007,g562_real_graph_000007,90ed86db568001419f0dcbcf745b2ff39d3e4d6e5b8a15f34268bf09ae606dfb,03d43c1e7346df28866a893a89f24bdc4b8eb745323349faf6de48ed3bbce213,8f1bbefaef81b69c563d2c943be965e6b52091f5e0201ba69a62a8a762c22382,a184191a61904aac0216f8b240a52a5a5a06c4fdb37862f957528814db339b57,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,validation,g559-synth-game-den-32,game,16,16,8890,2000,2000,2000,2.0,2,g559_b2000_i2,g556_c063174,g556_c063174,g556_c063174,g556_c063174,a410503041c64597ba480ac1480d0b59f4b8eeab81ab4cb5175692fa724acc43,g556_c063174,,,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g562_cycle1_00000016,cycle1,g562_real_graph_000008,g562_real_graph_000008,1f602e036fab296c35e70007f9a1315c40716ffa848794900a378ab0121d97a6,03e5b60f62e58c7ff259866734d1d074e6d8eab9a6784be5abda1258ec9831b5,0670f1f49480bb6a96774fea6c644d4640411b1a06e9b683cc709e4b549fc3d4,5da972e2fe4f6898a467e78a25aa6f4b7e3c2124c20f31571f955d45bfb9541f,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,validation,g559-synth-game-den-32,game,16,16,8626,2000,2000,2000,2.0,2,g559_b2000_i2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g562_cycle1_00000017,cycle1,g562_real_graph_000008,g562_real_graph_000008,1f602e036fab296c35e70007f9a1315c40716ffa848794900a378ab0121d97a6,03e5b60f62e58c7ff259866734d1d074e6d8eab9a6784be5abda1258ec9831b5,f7d3c817854629b69b90b4cde0f096ff9a0377c322f9c50da887235583ae6071,5da972e2fe4f6898a467e78a25aa6f4b7e3c2124c20f31571f955d45bfb9541f,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,validation,g559-synth-game-den-32,game,16,16,8626,2000,2000,2000,2.0,2,g559_b2000_i2,g556_c063174,g556_c063174,g556_c063174,g556_c063174,3cce4050f7e2e01af492f77b2dc90681ec1c0f1a278e4e423eb0356deabeab29,g556_c063174,,,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g562_cycle1_00000018,cycle1,g562_real_graph_000009,g562_real_graph_000009,536d4004a940ccaeace48892e94b41593473acfba17ff9706f4c294d841b562a,042cd12c8d8fc297ccdcbbf7605c4b396b6a158feb72546183d2a47c500fe7c5,af2c66503756292e390689296d34df17b54334c669e718e10e1bb0a8dc885d04,a6fb4a988dbcfa290f5e2ccbea2c37b2b30b2900338e7001d1fef43acd3c0fe7,5254a343a7522f22640390a6fa1428d1f6ca6c9523a15c311ab0b8a3c275d855,validation,maze-32-32-2,maze,16,16,7174,2000,2000,2000,2.0,2,g559_b2000_i2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g562_cycle1_00000019,cycle1,g562_real_graph_000009,g562_real_graph_000009,536d4004a940ccaeace48892e94b41593473acfba17ff9706f4c294d841b562a,042cd12c8d8fc297ccdcbbf7605c4b396b6a158feb72546183d2a47c500fe7c5,088093b1cfe939fbdb1c7887b47371c3fe5c943aea186e30bedca81f2f3d99c6,a6fb4a988dbcfa290f5e2ccbea2c37b2b30b2900338e7001d1fef43acd3c0fe7,5254a343a7522f22640390a6fa1428d1f6ca6c9523a15c311ab0b8a3c275d855,validation,maze-32-32-2,maze,16,16,7174,2000,2000,2000,2.0,2,g559_b2000_i2,g556_c063174,g556_c063174,g556_c063174,g556_c063174,6d418ead526b81809dc9ef462164b2aef00a3a18322fb8f11de552001ca3059a,g556_c063174,,,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g562_cycle1_00000020,cycle1,g562_real_graph_000010,g562_real_graph_000010,07c3b54134c4b7eb27336bf768d06bcf3852de6ac7617e822d5100aed6a684b8,0446a37a68b99abfdd7b991b5c0c8243d7bf54f5681715edb74447a8071b0f03,2c36804a94a47f05f77c0a86e89bfaf48dfa0c8a98290012201e0ef4c3c2c13d,4c1ae5e0a9219ba2681dd82ace69667e775e2b4ab2adc13c0791fad5e25b9c26,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,validation,g559-synth-game-den-32,game,16,16,8242,2000,2000,2000,2.0,2,g559_b2000_i2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
