expansion_row_id,g560_evaluation_uid,split,map,map_family,agent_count,budget_ms,agent_density,start_goal_regime,physical_map_sha256,scenario_sha256,selected_for_expanded_training
g565_expand_000040,02103104864eac71f4c918e81bb584856ea1acb54c45f454b1dbff1f4f267ab1,validation,g565-synth-checker-a-40,checker,128,2000,0.10110584518167456,,26509aca7c80f74cec95ca5cf3142ba346e7c08ccc831060b4108f7a9f5d54ae,457732c4bd408324e6bffce625793c15713aad4f4e07fc409024af5a5bf20bd9,True
g565_expand_000041,021623f47fe279694c90f7b3d7e522d679928a121b60cba36205fbf95879446e,train,room-32-32-4,room,128,500,0.187683284457478,,f6f86ccb27119d017e3463c169904daa4e8d5782cb153e152829b26c0d9be77c,ce273c4a279fee2c6fc1e88bb909ab0a0cb5188e795f814674f89e2d35c1e4c9,True
g565_expand_000042,0227dc281b2785fa68d3048dbbbd3df2af304dc6bfa889d86d52abfe15ebdf20,train,g559-synth-connector-32,irregular_bottleneck,64,500,0.1844380403458213,,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,fcbecb691e6ddad27add62065ad582dfa37af326ec0ce3c884749fb1dfd21c0b,True
g565_expand_000043,0234b246723f1137b28c39ec1ad58235b000b56a78209bda3a9c98c18388d0f2,validation,g565-synth-checker-a-40,checker,16,2000,0.01263823064770932,,26509aca7c80f74cec95ca5cf3142ba346e7c08ccc831060b4108f7a9f5d54ae,d9b1f4765012bc752d88d948f18cbe9bcd15bbe78732f89dfd37059b8919e5da,True
g565_expand_000044,023748daa9635ffed89108add18cfc3ddf5a3d3573df22f66b685632328213b1,train,g565-synth-islands-b-48,islands,32,1000,0.020887728459530026,,36ab2d3cfc757150f5880f27d361055796ed3233bb68111a5a7ee08bd26424b1,2e4b960d1e6066daf8ad86c1ea4dd66ea8da3407394dcfd1a37c13033be138b7,True
g565_expand_000045,023e775237abde09b6dc28256f2b6639e01e8192547841c2387872049e1d43c6,train,g565-synth-bridge-b-48,narrow_bridge,256,5000,0.1702127659574468,,ac0ac3c7a7710cf6739e0cecede719d9fb3ad6694f2bbcc75f816905984085f7,d755bed8ba24dd60a0606fe02a968badc60a240253f3b1f24a7e9f65332a6dc8,True
g565_expand_000046,0245c92a6714f25d0ac15ccdfe65e131816941418fbd6dd73a2744c792e5f11d,validation,empty-16-16,empty,256,1000,1.0,,1c1b857d15592c2c961bfed474b7064f6987b3b7a20765061cd9d2210a727c6c,d765be7b8d2dd209e9dcabc354b01ffec52184ae989553229d0a72bfbde3ce6e,True
g565_expand_000047,0253e373988d8d3c24d271fbc28d8af7f11a9dfc501881283caeaec1b744f454,train,room-40-32-8,room,32,1000,0.026380873866446827,,81fd9752b406bc567b72d22846c6720c24ee9d5a4c186f373f8729fcf70493aa,a01f3fa0dfefeb790e681b1338fa2970a81a9021f651d7022e8cbc026619fb64,True
g565_expand_000048,0267a90ce3c49b92f63214454560862da73a4a22ae750fc2d046bba122b3d61b,train,g559-synth-game-brc-32,game,256,5000,0.3224181360201511,,302e62361819ff53cd7fb6fa94a70715501e8cd760db0c448d754511df4102e1,84c18a6945e7a145783e32a4e9592d94140b7654a80ef498ded5c8449809543d,True
g565_expand_000049,027b699216ed4025c5eef2fafa7b2c4a048a11f84d8471d5c2b996aed8544b1c,train,g565-synth-checker-b-48,checker,32,5000,0.021636240703177823,,0e3cf23e3cea05db81ee9ad5113b9120c4096a44de5ae5db9dc01a367cbd0524,54b1f168e58696a622e6acbac4724ee34d377e50f9a57c690a5bb085ad594464,True
g565_expand_000050,0284f16a042c4c5fc3bbe47f01301a5a18a4aece74829432bd42f8e8c1d63034,validation,g559-synth-city-berlin-32,city,128,500,0.1610062893081761,,6c5e61c0c3a3dd7fa4b0b1dce70e9ad0b8a0cd1517c854bf0f707b66ca835f1a,ff7796745b0ee29dc5093b066c4bd6608923e3e76210cb8c890bb1740adb759d,True
g565_expand_000051,029d253482a8cde155d9ebe9ce9be3a8b1dc3362b589b522d9468baf0195edb7,train,g565-synth-corridor-grid-a-44,corridor_grid,16,500,0.010505581089954037,,ce36d17888bcdc152e606a597b545bc904d0dcc4dcee101ae8b6fdf9e1401ac0,f5c91d961fa182c5266c3a7689f958cc5a737f09f2c8c12b1b82af1fb25d60ef,True
g565_expand_000052,02afc7741bb1f24d1dc610d4750b6436d7dfc9946dd49d03cc4e2071cc35599e,train,g565-synth-islands-a-40,islands,16,500,0.013125512715340444,,90f9e63a714a9c77f016ba6bef0fca1d99625262e205a119e085e8f01814ce5c,5e376f51d4a879e31a61e81e5dbe8315612a3e888ea893d1bb2e90f7a0b40989,True
g565_expand_000053,02b6905bbf39bcee748eb79ef71c8d43ce31cb73a43f57780f8e357575de190d,train,g559-synth-connector-32,irregular_bottleneck,64,500,0.1844380403458213,,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,dbf196dea5c79ccf0e966c06aed30f8c6804fd89198b86cfd80769cf528f1862,True
g565_expand_000054,02c71c999d64dc126afb7d68c1a8a5a65c740fd64f7a19bf0e3e471ed4a53e96,validation,maze-36-32-4,maze,256,5000,0.28699551569506726,,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,07b189dde32e7b8bcfc37aef1f072f4ea59abb093c23cbdcd233679df0fa454b,True
g565_expand_000055,02ced4a91dfa99881b1258de63b645909dc84b36ba3779845298581a4b7e89da,train,room-40-32-8,room,256,1000,0.2110469909315746,,81fd9752b406bc567b72d22846c6720c24ee9d5a4c186f373f8729fcf70493aa,856bf81d1374d9718750a935d9e05012d7067a2d65d8f3adb2ef2b5f0e4fad02,True
g565_expand_000056,02db8c211ff8575429c3a73d92be3920b79ea57b9729c9554a8abefd1d5c81ac,train,g565-synth-corridor-grid-a-44,corridor_grid,16,500,0.010505581089954037,,ce36d17888bcdc152e606a597b545bc904d0dcc4dcee101ae8b6fdf9e1401ac0,a7d967e7ea06ad99e3f204604949f88a17e9c3a4c2ff741122ec7c34b04b7bf0,True
g565_expand_000057,02f0e48521d9146c99cc01546cac7e2f718a8b8cf3f36e864d4755a1ae8e00e5,validation,g565-synth-labyrinth-b-48,labyrinth,32,1000,0.021592442645074223,,2e481e3f0fa8202b1775f196b93a60929e04ab9a4a9a11fbe7a3507696f9d559,d78f7f0445cd124eb6b15ae087caa822b89a256a9dcd5df3c7e01004e82c0c24,True
g565_expand_000058,02fc8244b5b0bbf8ea05123666dbdc5f09bb7101904837474775b9bf422a9961,train,g565-synth-labyrinth-a-40,labyrinth,64,500,0.0516545601291364,,6aacafd340ea7c5c0222ef8ffbbadbd005508064afd43682ad444441382a463f,29bd3f712cbfea8ce73d9bd38ef7ebb7e1e86097f450036bc064b4e26d2573ff,True
g565_expand_000059,030033eecc9416ac3326df2f32a9ec4f319e2560f2b720ecfd72f640a3b224a8,train,empty-32-32,empty,16,2000,0.015625,,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,fc75e8722b4831b22ba63c13038250b3ffc0c933fb644ae517f0ab0e0ffc609e,True
g565_expand_000060,030c71d3397965943b9070f6a93ddbe15e5812457733b368aa7d7eb337b97b3f,train,random-8-8-20,random,32,5000,0.6274509803921569,,2185f788d0e510a82194855d7ac44ffd2ef0c59ad334345e4dd6a29c52a569cc,e9485b8ccf971036cdafbbbec4c0f9700723502252baa55ca46f9f30b7e260d8,True
g565_expand_000061,0310042d54e96a04b0625fd44734d93e864553ff30dd10124830ebb94ce5df4f,train,random-32-32-10,random,64,500,0.06941431670281996,,7f11aca3d4470c8f10b48705de9f56ab611bcbc595c5175215bbcc2b3e3aff83,266ea0fa2a7a010fcb7625f5e279824069592bd7c61bcb78a4aa634d4deb1c68,True
g565_expand_000062,031965397e2b9c333a86587621fb9ee63b6bcc5a1a5d4cf6d1452bd177a4c1a9,train,g565-synth-open-halls-44,open_cross,32,1000,0.0235467255334805,,28139fe1bf7940726beb5da595f341ec17d8e99b0e15be64dcc2302d5d04863d,b35d82e58e34555126224a8a01c986be96d206a42ce00f5474d95a1afb2e3598,True
g565_expand_000063,033e61a8b8ecef474b25fdb2ce331664b315df39fe32d9dbb5ce3823f6a89eb8,train,g565-synth-hub-spoke-a-44,hub_spoke,64,2000,0.04202232435981615,,0834f09d29cc36f5f4d9f047f0d96e961da4932a66c304bcab5178f164bf3d01,5a26afb3679e95036ae67f3e5b4f7f9f89ac5744f302c236e796e9de05470eba,True
g565_expand_000064,0341d89111a13808ead3643a5abae9c03d77c13fe9415f057fbf34540ef619be,train,g565-synth-checker-b-48,checker,256,5000,0.17308992562542258,,0e3cf23e3cea05db81ee9ad5113b9120c4096a44de5ae5db9dc01a367cbd0524,24780f572d3f64ba4d1934d61bc74e9dfe53e99cdba1db942c50729ce3ff81f4,True
g565_expand_000065,034281ccb0202e6a6f1d92ab68a0aabc5a54a045ae25a32da0c462e5143fd2d8,train,g559-synth-game-brc-32,game,256,5000,0.3224181360201511,,302e62361819ff53cd7fb6fa94a70715501e8cd760db0c448d754511df4102e1,3789fa6157667ff8aa11ba88fd955547e4731285ccd52213515b9c9b5c57a780,True
g565_expand_000066,034771819239e3d49cc424cd50cb1a653590607978690dbb8c239c629aadcfc1,validation,maze-32-32-2,maze,128,2000,0.1921921921921922,,5254a343a7522f22640390a6fa1428d1f6ca6c9523a15c311ab0b8a3c275d855,15ef3c9fa09c50d647edb47d5092f5b4ea75f6ef1979d40b5fbf9ecdba1940f1,True
g565_expand_000067,034908c36e804d0f54227369a79a7303062228eec0640e0dc4d53eef4b38c374,heldout,g559-synth-string-40,irregular_bottleneck,128,500,0.3224181360201511,,fb119aacaf305ebcce9e07dd0659ab15f993a9486d1697355aeabc66dac86ab0,fa71bc14fd9072613e9789a93aeee9867a72fd27f02814e0574ddd02e8827b9b,True
g565_expand_000068,035924e0cdda1bac709238b2322df7b32d74f229f1757fb00f512eb784f6b014,train,g565-synth-hub-spoke-a-44,hub_spoke,128,2000,0.0840446487196323,,0834f09d29cc36f5f4d9f047f0d96e961da4932a66c304bcab5178f164bf3d01,f0af6aba1b529de3973604d638a1c514760c2cc0931ec177ef734f8f8b04dd02,True
g565_expand_000069,035a6e862d997b82edcc6edc985e5eff0bf7aab53e0fcd04a3edef171079213d,train,g559-synth-tree-42,irregular_bottleneck,32,1000,0.07823960880195599,,02ec7ff7cd6494f443d4281a55993c0b0831fddd7c59687d20ff7ac63920160f,096674f9de098353e83921220b9858be7eb419541fcb7a9e93251fe3aa3816f1,True
g565_expand_000070,036680d2d99c67967310fce6fe74045a33200b6c40251751c2a3948799b8214d,train,empty-32-32,empty,128,2000,0.125,,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,26085789da31674541e2e21bed8f1018c0171a5283128183bfdbbd9b84bc4064,True
g565_expand_000071,036a9e7cf129301024d668797f7034196c237f030d9197263d27ec0068820292,train,room-32-32-4,room,16,500,0.02346041055718475,,f6f86ccb27119d017e3463c169904daa4e8d5782cb153e152829b26c0d9be77c,9ca330de74748c55004cd1ac99d70a6011725ec165b7bf39a92d70292f1da6e2,True
g565_expand_000072,037135fbddc3b1474459a08fa686b4f96c4471323cbbde32068a78783b07121d,validation,maze-36-32-4,maze,32,5000,0.03587443946188341,,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,118dae95995d640ea7a88b5a726b27acdce9975eb32e40eb0173b5b439f5f043,True
g565_expand_000073,037e722b56b6b1fef6d8d477b4e1e15aced136fb0f1feab402d0f95daaaf0555,validation,g559-synth-city-berlin-32,city,16,500,0.02012578616352201,,6c5e61c0c3a3dd7fa4b0b1dce70e9ad0b8a0cd1517c854bf0f707b66ca835f1a,4b5aa21462ef726337517c221efe5176bade132eacc2a0eb70f1ff9585896e2b,True
g565_expand_000074,03850bc6722ebf045306160b2b97187f03723b6c6402e7dd22b5eed77dda9642,train,random-32-32-10,random,64,500,0.06941431670281996,,7f11aca3d4470c8f10b48705de9f56ab611bcbc595c5175215bbcc2b3e3aff83,fcf545abab6b2e03da8a4cd4c9dd1d068befc4e03285bcb4a76aa15abfa9b708,True
g565_expand_000075,0389c70f0c3b2285c55d95d881186ff01909f89c5c1fa028bdb4c4f8cfa802a9,validation,g565-synth-bridge-a-40,narrow_bridge,64,2000,0.05152979066022544,,1360b6d9fa25b30ea2c4f0f03584c180352b00755515546b93999e54873ee557,d480e675ffa7040c8ddca2ed3faffcf88f0673ef85eb7fd41d75c2ec7c54595b,True
g565_expand_000076,03c5d95fd92878421e1cce7f04e51f8eab9f9a5ca0279ca5357205d5f2db144c,train,g565-synth-islands-b-48,islands,256,1000,0.1671018276762402,,36ab2d3cfc757150f5880f27d361055796ed3233bb68111a5a7ee08bd26424b1,de42c9a56a8710dc3a8bd088cd8056fc2ba53bb964173ad05cfa1981593ab489,True
g565_expand_000077,03d039894b89a9fef780ef21d17fceb051fb079c93c31494e4dca7b756e290d4,train,g559-synth-city-paris-32,city,64,2000,0.08194622279129321,,21e432e5dcbbbb3ea52105da5f8e7460164527ceeaa04f55b94e194c9ed1dbe3,61fef57e67324984d07b329a0cc891d89284bccdf00d06c8212347977e466619,True
g565_expand_000078,03d4e51f40584ee87ffd302bc3577d29d157a3cb7e4910693a59d37e9e2ed0c9,train,g565-synth-islands-b-48,islands,32,1000,0.020887728459530026,,36ab2d3cfc757150f5880f27d361055796ed3233bb68111a5a7ee08bd26424b1,0a5630edb8a2359816169133ff8f0d47b4549a1042516858963ee9b69b55f4d1,True
