candidate_id,policy_family,abstain_to_static_flow_probability,mixture_weight_source,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
repair5g550_theta_550000036,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.25,1.25,0.75,0.75,1,0.796888701481,0.95,1,1,0.884494215494,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g550_theta_550000037,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.25,1.25,0.75,0.75,1,0.695333052222,0.95,1,1,0.826741323242,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g550_theta_550000038,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.25,1.25,0.75,0.75,1,0.423535402929,0.95,1,1,0.867994264011,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g550_theta_550000039,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.25,1.25,0.75,0.75,1,0.423456653087,0.95,1,1,0.433086633827,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g550_theta_550000040,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.25,1.25,0.75,0.75,1,0.791837166326,0.95,1,1,0.391692716615,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g550_theta_550000041,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.25,1.25,0.75,0.75,1,0.855787038426,0.95,1,1,0.0493109013782,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g550_theta_550000042,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.25,1.25,0.75,0.75,1,0.832927084146,0.95,1,1,1.27452795094,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g550_theta_550000043,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.4375,1.25,0.75,0.75,1,0.700657335496,0.95,1,0.82,0.615190744791,0.28,0.6225,0.85,10.45,1,0,0,False,False,False,False,False
repair5g550_theta_550000044,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.4625,1.25,0.75,0.75,1,0.486897470429,0.95,1,1.18,0.807437852538,0.42,0.8475,1,12,1,0,0,False,False,False,False,False
repair5g550_theta_550000045,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.3,1.25,0.75,0.75,1,0.522524114607,0.95,1,0.84,0.730539009439,0.273,0.6225,1,10.34,1,0,0,False,False,False,False,False
repair5g550_theta_550000046,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.3125,1.25,0.75,0.75,1,0.558150758785,0.95,1,1.16,0.876646811327,0.364,0.6,0.96,10.56,1,0,0,False,False,False,False,False
repair5g550_theta_550000047,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.2,1.25,0.75,0.75,1,0.712532883555,0.95,1,0.91,0.70746935651,0.329,0.795,0.82,12,1,0,0,False,False,False,False,False
repair5g550_theta_550000048,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.45,1.25,0.75,0.75,1,0.665030691318,0.95,1,0.78,0.599810976171,0.4235,0.6225,1,12,1,0,0,False,False,False,False,False
repair5g550_theta_550000049,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.325,1.25,0.75,0.75,1,0.706595109525,0.95,1,1.12,0.68439970358,0.336,0.6225,0.81,11.55,1,0,0,False,False,False,False,False
repair5g550_theta_550000050,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.525,1.25,0.75,0.75,1,0.47502192237,0.95,1,0.89,0.715159240819,0.308,0.8925,1,9.46,1,0,0,False,False,False,False,False
repair5g550_theta_550000051,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.1625,1.25,0.75,0.75,1,0.647217369229,0.95,1,1.05,0.822817621158,0.2765,0.6225,1,8.69,1,0,0,False,False,False,False,False
repair5g550_theta_550000052,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.3875,1.25,0.75,0.75,1,0.492835244459,0.95,1,1.18,0.884336695637,0.2835,0.7125,1,10.01,1,0,0,False,False,False,False,False
repair5g550_theta_550000053,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.125,1.25,0.75,0.75,1,0.623466273111,0.95,1,1.15,0.876646811327,0.371,0.69,1,12,1,0,0,False,False,False,False,False
repair5g550_theta_550000054,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.175,1.25,0.75,0.75,1,0.718470657585,0.95,1,1.12,0.892026579947,0.301,0.8475,1,11.99,1,0,0,False,False,False,False,False
repair5g550_theta_550000055,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.475,1.25,0.75,0.75,1,0.682844013407,0.95,1,1.12,0.638260397721,0.2765,0.8925,0.78,9.9,1,0,0,False,False,False,False,False
repair5g550_theta_550000056,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.4,1.25,0.75,0.75,1,0.665030691318,0.95,1,0.83,0.892026579947,0.3045,0.8625,0.89,12,1,0,0,False,False,False,False,False
repair5g550_theta_550000057,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.35,1.25,0.75,0.75,1,0.712532883555,0.95,1,1.14,0.645950282031,0.2905,0.6975,0.83,12,1,0,0,False,False,False,False,False
repair5g550_theta_550000058,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.0875,1.25,0.75,0.75,1,0.528461888637,0.95,1,0.86,0.876646811327,0.378,0.7875,0.8,12,1,0,0,False,False,False,False,False
repair5g550_theta_550000059,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.45,1.25,0.75,0.75,1,0.653155143259,0.95,1,0.78,0.630570513411,0.3325,0.675,1,9.13,1,0,0,False,False,False,False,False
repair5g550_theta_550000060,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.475,1.25,0.75,0.75,1,0.528461888637,0.95,1,1.06,0.69208958789,0.3045,0.8325,1,10.12,1,0,0,False,False,False,False,False
repair5g550_theta_550000061,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,0.975,1.25,0.75,0.75,1,0.712532883555,0.95,1,1.2,0.6997794722,0.3045,0.8475,0.93,12,1,0,0,False,False,False,False,False
repair5g550_theta_550000062,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.4875,1.25,0.75,0.75,1,0.700657335496,0.95,1,0.78,0.884336695637,0.4095,0.87,0.93,10.34,1,0,0,False,False,False,False,False
repair5g550_theta_550000063,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.0625,1.25,0.75,0.75,1,0.46908414834,0.95,1,0.85,0.622880629101,0.3675,0.72,1,10.45,1,0,0,False,False,False,False,False
repair5g550_theta_550000064,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.5,1.25,0.75,0.75,1,0.486897470429,0.95,1,1.16,0.66901993496,0.3185,0.7875,1,11.99,1,0,0,False,False,False,False,False
repair5g550_theta_550000065,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.375,1.25,0.75,0.75,1,0.676906239377,0.95,1,1.13,0.622880629101,0.3885,0.9075,1,11.99,1,0,0,False,False,False,False,False
repair5g550_theta_550000066,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.4875,1.25,0.75,0.75,1,0.540337436696,0.95,1,0.96,0.892026579947,0.3185,0.6,1,9.68,1,0,0,False,False,False,False,False
repair5g550_theta_550000067,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.638507206606,10.1160466093,1,0,0,False,False,False,False,False
repair5g550_theta_550000068,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.909626801652,10.7790116523,1,0,0,False,False,False,False,False
repair5g550_theta_550000069,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.819253603303,10.5580233046,1,0,0,False,False,False,False,False
repair5g550_theta_550000070,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.728880404955,10.337034957,1,0,0,False,False,False,False,False
repair5g550_theta_550000071,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.357877534245,11.7006165988,1,0,0,False,False,False,False,False
repair5g550_theta_550000072,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.515824218352,9.34615730769,1,0,0,False,False,False,False,False
repair5g550_theta_550000073,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.811522376955,10.2541874916,1,0,0,False,False,False,False,False
repair5g550_theta_550000074,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.430294389411,11.9625920748,1,0,0,False,False,False,False,False
repair5g550_theta_550000075,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.683270383459,11.9456001088,1,0,0,False,False,False,False,False
repair5g550_theta_550000076,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.475,1.25,0.75,0.75,1,0.8,0.95,1,1.12,1.11,0.4095,0.87,0.747053431729,9.10444194836,1,0,0,False,False,False,False,False
repair5g550_theta_550000077,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.3875,1.25,0.75,0.75,1,0.93,0.95,1,0.95,0.91,0.322,0.885,0.734283287597,8.90212101617,1,0,0,False,False,False,False,False
repair5g550_theta_550000078,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.4375,1.25,0.75,0.75,1,0.88,0.95,1,1.08,0.88,0.385,0.585,0.759823575861,8.69980008399,1,0,0,False,False,False,False,False
repair5g550_theta_550000079,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.475,1.25,0.75,0.75,1,1.19,0.95,1,0.89,0.91,0.329,0.8775,0.721513143465,8.90212101617,1,0,0,False,False,False,False,False
repair5g550_theta_550000080,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.45,1.25,0.75,0.75,1,0.83,0.95,1,0.83,1.11,0.392,0.87,0.683202711069,10.925330338,1,0,0,False,False,False,False,False
repair5g550_theta_550000081,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,0.9875,1.25,0.75,0.75,1,0.96,0.95,1,1.21,1.16,0.2975,0.87,0.56827141388,12,1,0,0,False,False,False,False,False
repair5g550_theta_550000082,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.2,1.25,0.75,0.75,1,1.14,0.95,1,0.81,0.88,0.322,0.795,0.574656485946,11.936934999,1,0,0,False,False,False,False,False
repair5g550_theta_550000083,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.5,1.25,0.75,0.75,1,0.96,0.95,1,0.82,0.92,0.4025,0.6525,0.529960981483,11.4311326685,1,0,0,False,False,False,False,False
repair5g550_theta_550000084,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.075,1.25,0.75,0.75,1,0.82,0.95,1,1.2,1.13,0.3325,0.66,0.708742999333,11.5322931346,1,0,0,False,False,False,False,False
repair5g550_theta_550000085,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.1625,1.25,0.75,0.75,1,0.79,0.95,1,0.94,0.88,0.329,0.5925,0.574656485946,12,1,0,0,False,False,False,False,False
repair5g550_theta_550000086,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.425,1.25,0.75,0.75,1,0.8,0.95,1,1.05,0.84,0.3955,0.81,0.77897879206,9.71140474492,1,0,0,False,False,False,False,False
repair5g550_theta_550000087,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.35,1.25,0.75,0.75,1,1.2,0.95,1,1.15,0.87,0.371,0.8175,0.517190837351,9.10444194836,1,0,0,False,False,False,False,False
repair5g550_theta_550000088,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.15,1.25,0.75,0.75,1,1.1,0.95,1,0.82,1.06,0.3745,0.8925,0.56827141388,9.50908381273,1,0,0,False,False,False,False,False
repair5g550_theta_550000089,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.2,1.25,0.75,0.75,1,0.96,0.95,1,1.09,0.94,0.28,0.6825,0.517190837351,11.6334536007,1,0,0,False,False,False,False,False
repair5g550_theta_550000090,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.025,1.25,0.75,0.75,1,1.21,0.95,1,0.91,0.95,0.392,0.81,0.708742999333,9.20560241445,1,0,0,False,False,False,False,False
repair5g550_theta_550000091,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.3125,1.25,0.75,0.75,1,0.87,0.95,1,0.92,1.13,0.385,0.675,0.689587783135,11.936934999,1,0,0,False,False,False,False,False
repair5g550_theta_550000092,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.525,1.25,0.75,0.75,1,1.09,0.95,1,1.04,0.87,0.3885,0.9075,0.766208647927,8,1,0,0,False,False,False,False,False
repair5g550_theta_550000093,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.025,1.25,0.75,0.75,1,1.07,0.95,1,0.9,1.19,0.294,0.705,0.683202711069,11.8357745329,1,0,0,False,False,False,False,False
repair5g550_theta_550000094,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.425,1.25,0.75,0.75,1,0.83,0.95,1,1.14,1.07,0.378,0.8775,0.689587783135,11.3299722024,1,0,0,False,False,False,False,False
repair5g550_theta_550000095,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.325,1.25,0.75,0.75,1,1.18,0.95,1,1.16,1.17,0.406,0.705,0.727898215531,11.8357745329,1,0,0,False,False,False,False,False
repair5g550_theta_550000096,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.0125,1.25,0.75,0.75,1,0.78,0.95,1,0.85,0.88,0.42,0.6225,0.581041558012,11.8357745329,1,0,0,False,False,False,False,False
repair5g550_theta_550000097,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.1125,1.25,0.75,0.75,1,1.16,0.95,1,0.93,0.9,0.301,0.69,0.670432566937,8.90212101617,1,0,0,False,False,False,False,False
repair5g550_theta_550000098,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.3125,1.25,0.75,0.75,1,0.93,0.95,1,0.87,1.04,0.329,0.855,0.695972855201,11.2288117363,1,0,0,False,False,False,False,False
repair5g550_theta_550000099,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.3875,1.25,0.75,0.75,1,0.84,0.95,1,1.09,0.79,0.3185,0.705,0.683202711069,8.90212101617,1,0,0,False,False,False,False,False
repair5g550_theta_550000100,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.639204013402,10.1125523266,1,0,0,False,False,False,False,False
repair5g550_theta_550000101,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.909801003351,10.7781380817,1,0,0,False,False,False,False,False
repair5g550_theta_550000102,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.819602006701,10.5562761633,1,0,0,False,False,False,False,False
repair5g550_theta_550000103,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.729403010052,10.334414245,1,0,0,False,False,False,False,False
repair5g550_theta_550000104,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.784052931894,9.48643302713,1,0,0,False,False,False,False,False
repair5g550_theta_550000105,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.935277379445,10.0975838048,1,0,0,False,False,False,False,False
repair5g550_theta_550000106,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.278256193488,9.08939382121,1,0,0,False,False,False,False,False
repair5g550_theta_550000107,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.949527350945,11.5668568663,1,0,0,False,False,False,False,False
repair5g550_theta_550000108,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.308607882784,9.56857686285,1,0,0,False,False,False,False,False
repair5g550_theta_550000109,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.3125,1.25,0.75,0.75,1,1.17,0.95,1,1.1,1.22,0.273,0.8475,0.728692575279,8.3934184311,1,0,0,False,False,False,False,False
repair5g550_theta_550000110,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.525,1.25,0.75,0.75,1,0.84,0.95,1,0.9,1.12,0.287,0.6075,0.735084615413,12,1,0,0,False,False,False,False,False
repair5g550_theta_550000111,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.075,1.25,0.75,0.75,1,0.94,0.95,1,1.13,0.79,0.392,0.6675,0.543323411392,8.3934184311,1,0,0,False,False,False,False,False
repair5g550_theta_550000112,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.15,1.25,0.75,0.75,1,0.95,0.95,1,0.79,0.86,0.3115,0.6375,0.754260735815,11.4271841291,1,0,0,False,False,False,False,False
