g539_blind_row_id,context_budget_iteration_key,context_key,role,planned_candidate_id,planned_method,materialized_candidate_id,materialization_source,raw_solver_result_id,source_round,commit,branch,dirty_state,binary_path,method,method_alias,candidate_id,update_params_fingerprint,map,map_family,agents,seed,budget_ms,ltm_max_iterations,iteration,solution_found,sum_of_loss_ratio,time_to_first_solution,expanded_nodes,high_level_expansions,low_level_pibt_calls,trace_event_count,pibt_failure_audit_count,traffic_before_hash,traffic_after_hash,raw_checkpoint_source,trace_backend,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g539_blind_00000025,random-32-32-20|100|566|2000|0,random-32-32-20|100|566|2000,frozen_family_static_goal_aware,repair5g59_wait_aggressive,repair5g59_wait_aggressive,repair5g59_wait_aggressive,new_g539_blind_real_solver_execution,g539_blind_raw_00000042,g539_blind_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g59_wait_aggressive,repair5g59_wait_aggressive__b2000__i2,repair5g59_wait_aggressive,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=1|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,random-32-32-20,random,100,566,2000,2,0,True,1.33671988389,,52,52,5093,5835,10,14650fb0739d0383,8f981e4a34175aa8,outputs/logs/phase5p5_repair5g539_frozen_param_blind_replay/checkpoints_random_32_32_20_a100_b2000.jsonl,real_solver_trace,False,False,False,False,False
g539_blind_00000026,random-32-32-20|100|566|2000|1,random-32-32-20|100|566|2000,frozen_family_static_goal_aware,repair5g59_wait_aggressive,repair5g59_wait_aggressive,repair5g59_wait_aggressive,new_g539_blind_real_solver_execution,g539_blind_raw_00000043,g539_blind_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g59_wait_aggressive,repair5g59_wait_aggressive__b2000__i2,repair5g59_wait_aggressive,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=1|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,random-32-32-20,random,100,566,2000,2,1,False,,,1,0,0,0,0,8f981e4a34175aa8,140ec0f862bd0060,outputs/logs/phase5p5_repair5g539_frozen_param_blind_replay/checkpoints_random_32_32_20_a100_b2000.jsonl,real_solver_trace,False,False,False,False,False
g539_blind_00000027,random-32-32-20|100|566|2000|final,random-32-32-20|100|566|2000,frozen_family_static_goal_aware,repair5g59_wait_aggressive,repair5g59_wait_aggressive,repair5g59_wait_aggressive,new_g539_blind_real_solver_execution,g539_blind_raw_00000091,g539_blind_real_solver_execution_final_run,837c137,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_wait_aggressive,repair5g59_wait_aggressive__b2000__i2,repair5g59_wait_aggressive,,random-32-32-20,random,100,566,2000,2,final,True,1.33671988389,419,53,52,5093,5835,,,,,real_solver_trace,False,False,False,False,False
g539_blind_00000028,random-32-32-20|100|566|2000|0,random-32-32-20|100|566|2000,g538_best_residual_candidate,repair5g538_random_bridge_c_light,repair5g518_grid_c1p00_b1p25_f1p00_w0p65_dc0p95_df0p98_beta0p3_max0p75_c0,repair5g538_random_bridge_c_light,new_g539_blind_real_solver_execution,g539_blind_raw_00000044,g539_blind_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g518_grid_c1p00_b1p25_f1p00_w0p65_dc0p95_df0p98_beta0p3_max0p75_c0,repair5g538_random_bridge_c_light__b2000__i2,repair5g538_random_bridge_c_light,alpha_commit=1|alpha_block=1.25|alpha_wait_spillover=0.65000000000000002|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1|alpha_cong_commit_nonprogress=1|alpha_cong_block=1.25|alpha_cong_wait_progress=0.65000000000000002|alpha_cong_wait_nonprogress=0.65000000000000002|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=0.97999999999999998|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.29999999999999999|max_flow_shield=0.75,random-32-32-20,random,100,566,2000,2,0,True,1.33671988389,,52,52,5093,5835,10,14650fb0739d0383,2b88f859541996d9,outputs/logs/phase5p5_repair5g539_frozen_param_blind_replay/checkpoints_random_32_32_20_a100_b2000.jsonl,real_solver_trace,False,False,False,False,False
g539_blind_00000029,random-32-32-20|100|566|2000|1,random-32-32-20|100|566|2000,g538_best_residual_candidate,repair5g538_random_bridge_c_light,repair5g518_grid_c1p00_b1p25_f1p00_w0p65_dc0p95_df0p98_beta0p3_max0p75_c0,repair5g538_random_bridge_c_light,new_g539_blind_real_solver_execution,g539_blind_raw_00000045,g539_blind_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g518_grid_c1p00_b1p25_f1p00_w0p65_dc0p95_df0p98_beta0p3_max0p75_c0,repair5g538_random_bridge_c_light__b2000__i2,repair5g538_random_bridge_c_light,alpha_commit=1|alpha_block=1.25|alpha_wait_spillover=0.65000000000000002|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1|alpha_cong_commit_nonprogress=1|alpha_cong_block=1.25|alpha_cong_wait_progress=0.65000000000000002|alpha_cong_wait_nonprogress=0.65000000000000002|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=0.97999999999999998|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.29999999999999999|max_flow_shield=0.75,random-32-32-20,random,100,566,2000,2,1,False,,,1,0,0,0,0,2b88f859541996d9,d43b38ed099f559c,outputs/logs/phase5p5_repair5g539_frozen_param_blind_replay/checkpoints_random_32_32_20_a100_b2000.jsonl,real_solver_trace,False,False,False,False,False
g539_blind_00000030,random-32-32-20|100|566|2000|final,random-32-32-20|100|566|2000,g538_best_residual_candidate,repair5g538_random_bridge_c_light,repair5g518_grid_c1p00_b1p25_f1p00_w0p65_dc0p95_df0p98_beta0p3_max0p75_c0,repair5g538_random_bridge_c_light,new_g539_blind_real_solver_execution,g539_blind_raw_00000092,g539_blind_real_solver_execution_final_run,837c137,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g518_grid_c1p00_b1p25_f1p00_w0p65_dc0p95_df0p98_beta0p3_max0p75_c0,repair5g538_random_bridge_c_light__b2000__i2,repair5g538_random_bridge_c_light,,random-32-32-20,random,100,566,2000,2,final,True,1.33671988389,434,53,52,5093,5835,,,,,real_solver_trace,False,False,False,False,False
g539_blind_00000031,random-32-32-20|100|566|2000|0,random-32-32-20|100|566|2000,g539_best_safe_parameter_candidate,repair5g539_s3_112,repair5g518_grid_c1p4_b1p6_f1p25_w0p75_dc1p00_df1p00_beta0p6_max1p25_c0,repair5g539_s3_112,new_g539_blind_real_solver_execution,g539_blind_raw_00000046,g539_blind_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g518_grid_c1p4_b1p6_f1p25_w0p75_dc1p00_df1p00_beta0p6_max1p25_c0,repair5g539_s3_112__b2000__i2,repair5g539_s3_112,alpha_commit=1.3999999999999999|alpha_block=1.6000000000000001|alpha_wait_spillover=0.75|rho_decay=1|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.3999999999999999|alpha_cong_commit_nonprogress=1.3999999999999999|alpha_cong_block=1.6000000000000001|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.25|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.59999999999999998|max_flow_shield=1.25,random-32-32-20,random,100,566,2000,2,0,True,1.33671988389,,52,52,5093,5835,10,14650fb0739d0383,52e5a152b9d5730b,outputs/logs/phase5p5_repair5g539_frozen_param_blind_replay/checkpoints_random_32_32_20_a100_b2000.jsonl,real_solver_trace,False,False,False,False,False
g539_blind_00000032,random-32-32-20|100|566|2000|1,random-32-32-20|100|566|2000,g539_best_safe_parameter_candidate,repair5g539_s3_112,repair5g518_grid_c1p4_b1p6_f1p25_w0p75_dc1p00_df1p00_beta0p6_max1p25_c0,repair5g539_s3_112,new_g539_blind_real_solver_execution,g539_blind_raw_00000047,g539_blind_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g518_grid_c1p4_b1p6_f1p25_w0p75_dc1p00_df1p00_beta0p6_max1p25_c0,repair5g539_s3_112__b2000__i2,repair5g539_s3_112,alpha_commit=1.3999999999999999|alpha_block=1.6000000000000001|alpha_wait_spillover=0.75|rho_decay=1|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.3999999999999999|alpha_cong_commit_nonprogress=1.3999999999999999|alpha_cong_block=1.6000000000000001|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.25|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.59999999999999998|max_flow_shield=1.25,random-32-32-20,random,100,566,2000,2,1,False,,,1,0,0,0,0,52e5a152b9d5730b,52e5a152b9d5730b,outputs/logs/phase5p5_repair5g539_frozen_param_blind_replay/checkpoints_random_32_32_20_a100_b2000.jsonl,real_solver_trace,False,False,False,False,False
g539_blind_00000033,random-32-32-20|100|566|2000|final,random-32-32-20|100|566|2000,g539_best_safe_parameter_candidate,repair5g539_s3_112,repair5g518_grid_c1p4_b1p6_f1p25_w0p75_dc1p00_df1p00_beta0p6_max1p25_c0,repair5g539_s3_112,new_g539_blind_real_solver_execution,g539_blind_raw_00000093,g539_blind_real_solver_execution_final_run,837c137,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g518_grid_c1p4_b1p6_f1p25_w0p75_dc1p00_df1p00_beta0p6_max1p25_c0,repair5g539_s3_112__b2000__i2,repair5g539_s3_112,,random-32-32-20,random,100,566,2000,2,final,True,1.33671988389,407,53,52,5093,5835,,,,,real_solver_trace,False,False,False,False,False
g539_blind_00000034,random-32-32-20|100|566|2000|0,random-32-32-20|100|566|2000,g539_frozen_parameter_policy,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,new_g539_blind_real_solver_execution,g539_blind_raw_00000038,g539_blind_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g59_static_flow_shield,repair5g59_static_flow_shield__b2000__i2,repair5g59_static_flow_shield,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,random-32-32-20,random,100,566,2000,2,0,True,1.33671988389,,52,52,5093,5835,10,14650fb0739d0383,1851096d7801c990,outputs/logs/phase5p5_repair5g539_frozen_param_blind_replay/checkpoints_random_32_32_20_a100_b2000.jsonl,real_solver_trace,False,False,False,False,False
g539_blind_00000035,random-32-32-20|100|566|2000|1,random-32-32-20|100|566|2000,g539_frozen_parameter_policy,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,new_g539_blind_real_solver_execution,g539_blind_raw_00000039,g539_blind_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g59_static_flow_shield,repair5g59_static_flow_shield__b2000__i2,repair5g59_static_flow_shield,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,random-32-32-20,random,100,566,2000,2,1,False,,,1,0,0,0,0,1851096d7801c990,d17a39194718f8b9,outputs/logs/phase5p5_repair5g539_frozen_param_blind_replay/checkpoints_random_32_32_20_a100_b2000.jsonl,real_solver_trace,False,False,False,False,False
g539_blind_00000036,random-32-32-20|100|566|2000|final,random-32-32-20|100|566|2000,g539_frozen_parameter_policy,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,new_g539_blind_real_solver_execution,g539_blind_raw_00000089,g539_blind_real_solver_execution_final_run,837c137,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_static_flow_shield,repair5g59_static_flow_shield__b2000__i2,repair5g59_static_flow_shield,,random-32-32-20,random,100,566,2000,2,final,True,1.33671988389,421,53,52,5093,5835,,,,,real_solver_trace,False,False,False,False,False
g539_blind_00000037,random-32-32-20|100|566|2000|0,random-32-32-20|100|566|2000,ultra_safe_static_fallback,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,new_g539_blind_real_solver_execution,g539_blind_raw_00000038,g539_blind_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g59_static_flow_shield,repair5g59_static_flow_shield__b2000__i2,repair5g59_static_flow_shield,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,random-32-32-20,random,100,566,2000,2,0,True,1.33671988389,,52,52,5093,5835,10,14650fb0739d0383,1851096d7801c990,outputs/logs/phase5p5_repair5g539_frozen_param_blind_replay/checkpoints_random_32_32_20_a100_b2000.jsonl,real_solver_trace,False,False,False,False,False
g539_blind_00000038,random-32-32-20|100|566|2000|1,random-32-32-20|100|566|2000,ultra_safe_static_fallback,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,new_g539_blind_real_solver_execution,g539_blind_raw_00000039,g539_blind_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g59_static_flow_shield,repair5g59_static_flow_shield__b2000__i2,repair5g59_static_flow_shield,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,random-32-32-20,random,100,566,2000,2,1,False,,,1,0,0,0,0,1851096d7801c990,d17a39194718f8b9,outputs/logs/phase5p5_repair5g539_frozen_param_blind_replay/checkpoints_random_32_32_20_a100_b2000.jsonl,real_solver_trace,False,False,False,False,False
g539_blind_00000039,random-32-32-20|100|566|2000|final,random-32-32-20|100|566|2000,ultra_safe_static_fallback,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,new_g539_blind_real_solver_execution,g539_blind_raw_00000089,g539_blind_real_solver_execution_final_run,837c137,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_static_flow_shield,repair5g59_static_flow_shield__b2000__i2,repair5g59_static_flow_shield,,random-32-32-20,random,100,566,2000,2,final,True,1.33671988389,421,53,52,5093,5835,,,,,real_solver_trace,False,False,False,False,False
g539_blind_00000040,maze-32-32-4|50|566|2000|0,maze-32-32-4|50|566|2000,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,new_g539_blind_real_solver_execution,g539_blind_raw_00000012,g539_blind_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g59_additive_fallback,repair5g59_additive_fallback__b2000__i2,repair5g59_additive_fallback,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,maze-32-32-4,maze,50,566,2000,2,0,True,1.1821444594,,96,96,4750,5188,1,14650fb0739d0383,e0632a6494370b66,outputs/logs/phase5p5_repair5g539_frozen_param_blind_replay/checkpoints_maze_32_32_4_a50_b2000.jsonl,real_solver_trace,False,False,False,False,False
g539_blind_00000041,maze-32-32-4|50|566|2000|1,maze-32-32-4|50|566|2000,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,new_g539_blind_real_solver_execution,g539_blind_raw_00000013,g539_blind_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g59_additive_fallback,repair5g59_additive_fallback__b2000__i2,repair5g59_additive_fallback,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,maze-32-32-4,maze,50,566,2000,2,1,True,1.1619560341,,104,104,5150,5388,0,e0632a6494370b66,eafe4e1b45a790ae,outputs/logs/phase5p5_repair5g539_frozen_param_blind_replay/checkpoints_maze_32_32_4_a50_b2000.jsonl,real_solver_trace,False,False,False,False,False
g539_blind_00000042,maze-32-32-4|50|566|2000|final,maze-32-32-4|50|566|2000,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,new_g539_blind_real_solver_execution,g539_blind_raw_00000070,g539_blind_real_solver_execution_final_run,837c137,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_additive_fallback,repair5g59_additive_fallback__b2000__i2,repair5g59_additive_fallback,,maze-32-32-4,maze,50,566,2000,2,final,True,1.1619560341,268,200,200,9900,10576,,,,,real_solver_trace,False,False,False,False,False
g539_blind_00000043,maze-32-32-4|50|566|2000|0,maze-32-32-4|50|566|2000,static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,new_g539_blind_real_solver_execution,g539_blind_raw_00000014,g539_blind_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g59_static_flow_shield,repair5g59_static_flow_shield__b2000__i2,repair5g59_static_flow_shield,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,maze-32-32-4,maze,50,566,2000,2,0,True,1.1821444594,,96,96,4750,5188,1,14650fb0739d0383,de370410fc68dcda,outputs/logs/phase5p5_repair5g539_frozen_param_blind_replay/checkpoints_maze_32_32_4_a50_b2000.jsonl,real_solver_trace,False,False,False,False,False
g539_blind_00000044,maze-32-32-4|50|566|2000|1,maze-32-32-4|50|566|2000,static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,new_g539_blind_real_solver_execution,g539_blind_raw_00000015,g539_blind_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g59_static_flow_shield,repair5g59_static_flow_shield__b2000__i2,repair5g59_static_flow_shield,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,maze-32-32-4,maze,50,566,2000,2,1,True,1.13817855541,,100,100,4950,5202,0,de370410fc68dcda,12022dbb5e9a6212,outputs/logs/phase5p5_repair5g539_frozen_param_blind_replay/checkpoints_maze_32_32_4_a50_b2000.jsonl,real_solver_trace,False,False,False,False,False
g539_blind_00000045,maze-32-32-4|50|566|2000|final,maze-32-32-4|50|566|2000,static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,new_g539_blind_real_solver_execution,g539_blind_raw_00000071,g539_blind_real_solver_execution_final_run,837c137,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_static_flow_shield,repair5g59_static_flow_shield__b2000__i2,repair5g59_static_flow_shield,,maze-32-32-4,maze,50,566,2000,2,final,True,1.13817855541,274,196,196,9700,10390,,,,,real_solver_trace,False,False,False,False,False
g539_blind_00000046,maze-32-32-4|50|566|2000|0,maze-32-32-4|50|566|2000,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,new_g539_blind_real_solver_execution,g539_blind_raw_00000016,g539_blind_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe__b2000__i2,repair5g59_high_beta_cap_safe,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.59999999999999998|max_flow_shield=0.75,maze-32-32-4,maze,50,566,2000,2,0,True,1.1821444594,,96,96,4750,5188,1,14650fb0739d0383,de370410fc68dcda,outputs/logs/phase5p5_repair5g539_frozen_param_blind_replay/checkpoints_maze_32_32_4_a50_b2000.jsonl,real_solver_trace,False,False,False,False,False
g539_blind_00000047,maze-32-32-4|50|566|2000|1,maze-32-32-4|50|566|2000,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,new_g539_blind_real_solver_execution,g539_blind_raw_00000017,g539_blind_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe__b2000__i2,repair5g59_high_beta_cap_safe,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.59999999999999998|max_flow_shield=0.75,maze-32-32-4,maze,50,566,2000,2,1,True,1.1399730821,,100,100,4950,5220,0,de370410fc68dcda,548bd1c9faab0fcd,outputs/logs/phase5p5_repair5g539_frozen_param_blind_replay/checkpoints_maze_32_32_4_a50_b2000.jsonl,real_solver_trace,False,False,False,False,False
g539_blind_00000048,maze-32-32-4|50|566|2000|final,maze-32-32-4|50|566|2000,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,new_g539_blind_real_solver_execution,g539_blind_raw_00000072,g539_blind_real_solver_execution_final_run,837c137,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe__b2000__i2,repair5g59_high_beta_cap_safe,,maze-32-32-4,maze,50,566,2000,2,final,True,1.1399730821,276,196,196,9700,10408,,,,,real_solver_trace,False,False,False,False,False
