plan_row_id,replay_phase,context_id,g562_dataset_row_id,g562_instance_uid,g562_evaluation_uid,g562_identity_digest,g562_scenario_sha256,g562_physical_map_sha256,split,map,map_family,agents,agent_count,seed,budget_ms,nominal_budget_ms,short_budget_ms,base_time_limit_sec,ltm_max_iterations,horizon_id,role,candidate_id,theta_id,materialized_method,generated_theta_uid,sampling_policy,model_path,variant_id,actor_training_seed,expected_updateparams_fingerprint,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none
g562_cycle3_00000010,cycle3,g562_real_graph_000005,g562_real_graph_000005,d95225a4a10a341fc2794b84b3b49ff52d61188ac0d60f194d34fbf2f505d5ef,00c473d161a66342da243eed1da54c488835e7efecb0bd7c33f49e7a8240e62c,c92143b21cba0f7e2b959d9c6ae04cbc7272d68a8046433df3e6da31eb5ba183,a4f04530cf4182e733211384b49df56dc99c0411654cd09a831a37656c65f571,6c5e61c0c3a3dd7fa4b0b1dce70e9ad0b8a0cd1517c854bf0f707b66ca835f1a,validation,g559-synth-city-berlin-32,city,64,64,7428,500,500,500,0.5,4,g559_b500_i4,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g562_cycle3_00000011,cycle3,g562_real_graph_000005,g562_real_graph_000005,d95225a4a10a341fc2794b84b3b49ff52d61188ac0d60f194d34fbf2f505d5ef,00c473d161a66342da243eed1da54c488835e7efecb0bd7c33f49e7a8240e62c,590662a4eeb74c50e414453b168ee91765758641ea2904feeab97cd9a0e4b026,a4f04530cf4182e733211384b49df56dc99c0411654cd09a831a37656c65f571,6c5e61c0c3a3dd7fa4b0b1dce70e9ad0b8a0cd1517c854bf0f707b66ca835f1a,validation,g559-synth-city-berlin-32,city,64,64,7428,500,500,500,0.5,4,g559_b500_i4,g556_c063174,g556_c063174,g556_c063174,g556_c063174,2d339015d9753a2ea9bdff7bd385113bc536f7cfc447b6978205e09634706e51,g556_c063174,,,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g562_cycle3_00000012,cycle3,g562_real_graph_000006,g562_real_graph_000006,bb69052451f683302280ac95ff1f89b98203b2aa2648e0ef325f075de2457ef2,0150337045443a5c17ab8679ab0612707e5f82757fdb7674f6e55ea149bd8712,c3bb0c26ca3aea11d0751b2f2c6ebf6cc32cf67084e7efb5d6b92a3cad1792a6,50bfb4076506718ef69194c89187c09d9dc864e1466ed6065971d1249e099fd6,8f1b5495421b4c544ca84a45b0a41cf17e44c1a5aa9241c784bfe8478dbe79b5,train,empty-8-8,empty,16,16,8344,500,500,500,0.5,2,g559_b500_i2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g562_cycle3_00000013,cycle3,g562_real_graph_000006,g562_real_graph_000006,bb69052451f683302280ac95ff1f89b98203b2aa2648e0ef325f075de2457ef2,0150337045443a5c17ab8679ab0612707e5f82757fdb7674f6e55ea149bd8712,ea209bbbee44bd3a3cba734b9a7f44e522bed3e425eee679f1b7ec5a7fec805c,50bfb4076506718ef69194c89187c09d9dc864e1466ed6065971d1249e099fd6,8f1b5495421b4c544ca84a45b0a41cf17e44c1a5aa9241c784bfe8478dbe79b5,train,empty-8-8,empty,16,16,8344,500,500,500,0.5,2,g559_b500_i2,g556_c063174,g556_c063174,g556_c063174,g556_c063174,31c9d6b031d72a774c575985cab43dcbe77b4af673785ad376993ddd7f01070f,g556_c063174,,,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g562_cycle3_00000014,cycle3,g562_real_graph_000007,g562_real_graph_000007,2334ac1766b19d62673f6798604642ef80984f487e302594bbc1d4bc4cf5b4ee,01739cdeba8188a1cd12a891c8731c54bdcb345754ece202e6f31adba94625ff,8de0fe3e6d4beb672df629cac9b22e91561e96b6b49d8aa0f78dabac2301cf89,888ecca87a1d7957f2d8f3ee6e58aaf05f0b37134d26a810111a023f356450b4,7ef6c3d699f085e83aae4a74af4d3a80e228e2acd4a8d94abfbc6ba844e7a611,validation,g559-synth-warehouse-a-32,warehouse,128,128,7514,2000,2000,2000,2.0,3,g559_b2000_i3,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g562_cycle3_00000015,cycle3,g562_real_graph_000007,g562_real_graph_000007,2334ac1766b19d62673f6798604642ef80984f487e302594bbc1d4bc4cf5b4ee,01739cdeba8188a1cd12a891c8731c54bdcb345754ece202e6f31adba94625ff,96e36ead7a930b0d49e1f30b2bd1d17a15a87d3f41df16df84ab19b72bfd7df6,888ecca87a1d7957f2d8f3ee6e58aaf05f0b37134d26a810111a023f356450b4,7ef6c3d699f085e83aae4a74af4d3a80e228e2acd4a8d94abfbc6ba844e7a611,validation,g559-synth-warehouse-a-32,warehouse,128,128,7514,2000,2000,2000,2.0,3,g559_b2000_i3,g556_c063174,g556_c063174,g556_c063174,g556_c063174,3851a061467ca6bbb401600256803213042569c19dfd5f33042cec008bcbfc3d,g556_c063174,,,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g562_cycle3_00000016,cycle3,g562_real_graph_000008,g562_real_graph_000008,7926f66ee6c531299c62301e7f85bcbb4d9f075fb24b931acc1beac8cbf0d10f,017610f413a531d5661e25631f2768b1af12b81cb1f84ce44c9df17a645b7a0a,d347f1c2f5d4b7a8d79ddc44da282fa81b3848b755b34e93553efdc74d16c9b1,c5349f2f97d57bd06f2ce7eba7187dfb733f32254f0a00b228873d00d32d0590,fb119aacaf305ebcce9e07dd0659ab15f993a9486d1697355aeabc66dac86ab0,heldout,g559-synth-string-40,irregular_bottleneck,128,128,8240,500,500,500,0.5,3,g559_b500_i3,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g562_cycle3_00000017,cycle3,g562_real_graph_000008,g562_real_graph_000008,7926f66ee6c531299c62301e7f85bcbb4d9f075fb24b931acc1beac8cbf0d10f,017610f413a531d5661e25631f2768b1af12b81cb1f84ce44c9df17a645b7a0a,3ea8f678790b0be6f76df6bf2752d4f3b4274c6e083723f4d8625d4c880945a7,c5349f2f97d57bd06f2ce7eba7187dfb733f32254f0a00b228873d00d32d0590,fb119aacaf305ebcce9e07dd0659ab15f993a9486d1697355aeabc66dac86ab0,heldout,g559-synth-string-40,irregular_bottleneck,128,128,8240,500,500,500,0.5,3,g559_b500_i3,g556_c063174,g556_c063174,g556_c063174,g556_c063174,40fe2a88a16aa4a98c5df9dadb7c778ba8bb72798f631bff6433349a2d2948d1,g556_c063174,,,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g562_cycle3_00000018,cycle3,g562_real_graph_000009,g562_real_graph_000009,4b87876bbda81f875368e4873037f803b0c72da2041c36bbf92dbf9cd55500f8,01aec451146f62e2ae6a035fb24c66aa16f1d70b384e141ea2ae2205b51a5e41,d4dab26c0434d56c7b0096dc7a87de954ad86160ae6aa156b944d95cc49cd319,867e2c6de6cd10455c4f33dc40d16dbbff2685b7428c998d6f29f0b9f60a5cb1,2185f788d0e510a82194855d7ac44ffd2ef0c59ad334345e4dd6a29c52a569cc,train,random-8-8-20,random,32,32,7195,5000,5000,5000,5.0,2,g559_b5000_i2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g562_cycle3_00000019,cycle3,g562_real_graph_000009,g562_real_graph_000009,4b87876bbda81f875368e4873037f803b0c72da2041c36bbf92dbf9cd55500f8,01aec451146f62e2ae6a035fb24c66aa16f1d70b384e141ea2ae2205b51a5e41,593249e20135491d03ae6f49c91d0bb18fcce46759454b5a7d5108ba122cd75b,867e2c6de6cd10455c4f33dc40d16dbbff2685b7428c998d6f29f0b9f60a5cb1,2185f788d0e510a82194855d7ac44ffd2ef0c59ad334345e4dd6a29c52a569cc,train,random-8-8-20,random,32,32,7195,5000,5000,5000,5.0,2,g559_b5000_i2,g556_c063174,g556_c063174,g556_c063174,g556_c063174,6ab81528ef4dd2b5027c3a736341c324ad47263357fd5cf87d9c769c78439c50,g556_c063174,,,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g562_cycle3_00000020,cycle3,g562_real_graph_000010,g562_real_graph_000010,92b98e930af0e54fa365ce9d42585f488944229f76ca801027aa08961289ef1f,01f6c93fbd85ccfa89e2f59b3a21cac50dd0813f6acd384044fa209cf6308d24,945c7f1206f74dd0696392e112b207b8ec9c8c3367a7bfd3b82942880e4f6b1e,ee1cb1c5317a400e1701b913a555ce2ab96b19364e13bed2a4b316f431b0cc60,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,train,g559-synth-game-lak-32,game,256,256,7431,5000,5000,5000,5.0,4,g559_b5000_i4,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
