plan_row_id,replay_phase,context_id,g561_instance_uid,g561_evaluation_uid,g561_identity_digest,g561_scenario_sha256,g561_physical_map_sha256,map,map_family,agents,agent_count,seed,budget_ms,nominal_budget_ms,short_budget_ms,base_time_limit_sec,ltm_max_iterations,horizon_id,role,candidate_id,theta_id,materialized_method,generated_theta_uid,sampling_policy,model_path,expected_updateparams_fingerprint,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none
g561_replay_0000010,baseline,aae99fbfa02420bf61edd7a57cc1a9a7188b674a63d854b03c14e7fa2aa48b21,aae99fbfa02420bf61edd7a57cc1a9a7188b674a63d854b03c14e7fa2aa48b21,255ea699c58b462e7f31700fd2e4ac2da1db7e40fb9fcb6f012c2ca04b90d37e,b0ac4e97b6892076d7782ee455413efc71459c9b3d8582190d5363f5da3fbbf4,b42d5a1da618fcef28d45eb50f95e061db843e8418693609f716c64a3d086b88,5fe4a260f140f2fb23f3f325ea0287ff7e2c0b029b21fd35449dff9c0c90beed,warehouse-10-20-10-2-1,warehouse,64,64,9105,500,500,500,0.5,2,g561_replay_warehouse_a64_b500_i2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g561_replay_0000011,baseline,aae99fbfa02420bf61edd7a57cc1a9a7188b674a63d854b03c14e7fa2aa48b21,aae99fbfa02420bf61edd7a57cc1a9a7188b674a63d854b03c14e7fa2aa48b21,cfbb2451cc86bacb2762154e9fdb3bbadab5ecb06052925c6d19ef815016766a,e148c536be243bb6f7ce310f1db971a489790b74aae4cc33640f0641da0dc336,b42d5a1da618fcef28d45eb50f95e061db843e8418693609f716c64a3d086b88,5fe4a260f140f2fb23f3f325ea0287ff7e2c0b029b21fd35449dff9c0c90beed,warehouse-10-20-10-2-1,warehouse,64,64,9105,500,500,500,0.5,2,g561_replay_warehouse_a64_b500_i2,g556_c063174,g556_c063174,g556_c063174,g556_c063174,fa9db6ae8856cb0c14b3c1892ce83565b6d6ebbb3620baac40cb50e3ca4ce1a3,g556_c063174,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g561_replay_0000012,baseline,152d00272e7f66c3fa702889752e9ffbf081aa9272e3c7a1f63f62b7add951fe,152d00272e7f66c3fa702889752e9ffbf081aa9272e3c7a1f63f62b7add951fe,402e4d47119772d766b22343fb8a2354c7fd9510a2515f964a4805adf2bf5176,cff949c69fa9fdb1527fc5dc130bcc73290b20766c66b3f767f1d90a3a816461,835aa659c29439112b81cc1dae3ded7514d0ee3e73b6a9d812eae6423ce0340e,726bdb48f5e308daa9df7017c3497369e61e39c16da3ed88a77a4665c29a4557,random-32-32-20,random,96,96,9106,500,500,500,0.5,2,g561_replay_random_a96_b500_i2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g561_replay_0000013,baseline,152d00272e7f66c3fa702889752e9ffbf081aa9272e3c7a1f63f62b7add951fe,152d00272e7f66c3fa702889752e9ffbf081aa9272e3c7a1f63f62b7add951fe,e81e6a167b50c0cd4b097e61ad33d6b92b1bca75d2ec5007b999afbada95bb28,f102d7b4a5dbe1bd0794ad7d76772d4145daf9c401ff825f58806d16014784cf,835aa659c29439112b81cc1dae3ded7514d0ee3e73b6a9d812eae6423ce0340e,726bdb48f5e308daa9df7017c3497369e61e39c16da3ed88a77a4665c29a4557,random-32-32-20,random,96,96,9106,500,500,500,0.5,2,g561_replay_random_a96_b500_i2,g556_c063174,g556_c063174,g556_c063174,g556_c063174,f21c36cc71d9d241f83bc602945bf04d5594bb096cebe8e2284aac4b20b5732d,g556_c063174,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g561_replay_0000014,baseline,3448401d554a2a9c52373b6ceac824c03290cb8ab0a5601800ae0e329c7abdca,3448401d554a2a9c52373b6ceac824c03290cb8ab0a5601800ae0e329c7abdca,2490bde57e0d466916b28e7663b9042250ba0768f44c1f1480901adc837b0c12,05bbb9013074dcba7171a3dcacbf0ad9dcdb82c49e6b254cc78ebafbab0f2db4,401b5c9e51479f40d92eb066258852e256020e7066dc398d01227bfdafc451cb,607596453e50c4c6c22aa062bb9ca1c0ce16c913d5e94594b9a199ca29c3569c,maze-32-32-4,maze,96,96,9107,500,500,500,0.5,2,g561_replay_maze_a96_b500_i2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g561_replay_0000015,baseline,3448401d554a2a9c52373b6ceac824c03290cb8ab0a5601800ae0e329c7abdca,3448401d554a2a9c52373b6ceac824c03290cb8ab0a5601800ae0e329c7abdca,0d5aa011d99a9c93c520b2f4ac140d7c93b080802f2d32f13552591ecb6b9f9c,a3433ef0373e2c2bfb5b81a4e36e518d6a5e7aa00bcfb71eddc74f2b6a56525a,401b5c9e51479f40d92eb066258852e256020e7066dc398d01227bfdafc451cb,607596453e50c4c6c22aa062bb9ca1c0ce16c913d5e94594b9a199ca29c3569c,maze-32-32-4,maze,96,96,9107,500,500,500,0.5,2,g561_replay_maze_a96_b500_i2,g556_c063174,g556_c063174,g556_c063174,g556_c063174,4b4c3481db8ba68a1dd5fb58bb04cf7e14014f817774eec90dac791afd4cb1b5,g556_c063174,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g561_replay_0000016,baseline,5ae4970c83e66c7b9fdf2525fa32f2b65489dec5a7a3490377ad9f95edcb53d8,5ae4970c83e66c7b9fdf2525fa32f2b65489dec5a7a3490377ad9f95edcb53d8,aeda46a6948675ebf8bc80dce4afe54f334fd63218755fa72244b96a81b1e126,d182ae2a18cc838ba51ff49aae56e81f0d3e5f606f423c424b477c0df1bb3f8b,f2b4a89cf13a82c85a7a1d6415f8dce723f61debbb5f7319844f4690b8e1c617,5fe4a260f140f2fb23f3f325ea0287ff7e2c0b029b21fd35449dff9c0c90beed,warehouse-10-20-10-2-1,warehouse,96,96,9108,500,500,500,0.5,2,g561_replay_warehouse_a96_b500_i2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g561_replay_0000017,baseline,5ae4970c83e66c7b9fdf2525fa32f2b65489dec5a7a3490377ad9f95edcb53d8,5ae4970c83e66c7b9fdf2525fa32f2b65489dec5a7a3490377ad9f95edcb53d8,e1c1fb099fae0b1d393448ae9e09879fb97dc4a7022d2fceaff890ce064c369c,4b4a3210f80ea827706c9a974a1e014abcf8dba0bfcbc412f55a0788965c6d4c,f2b4a89cf13a82c85a7a1d6415f8dce723f61debbb5f7319844f4690b8e1c617,5fe4a260f140f2fb23f3f325ea0287ff7e2c0b029b21fd35449dff9c0c90beed,warehouse-10-20-10-2-1,warehouse,96,96,9108,500,500,500,0.5,2,g561_replay_warehouse_a96_b500_i2,g556_c063174,g556_c063174,g556_c063174,g556_c063174,6082c2743e1a4b42558f772618b9eea0e3f1240c3b3d8eaf854ff2d9a002367c,g556_c063174,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g561_replay_0000018,baseline,1fa097c247ea9adecb191b3c7285cfde3a0e2399066abc8a16cf5ef13002cfb7,1fa097c247ea9adecb191b3c7285cfde3a0e2399066abc8a16cf5ef13002cfb7,ffc4d41f6cbb11c79cb74c1552cb6d93857d2a1f33a29ea59f260256b8dfbb6e,54ce56de9b2ee310b5dcefc8421a5d0401c1240ecbe8ee919e521c77cc77b86a,43baf5aea5806edbb8ff425cccdab864002111ba8171000ecf58c344af4f3645,726bdb48f5e308daa9df7017c3497369e61e39c16da3ed88a77a4665c29a4557,random-32-32-20,random,32,32,9109,1000,1000,1000,1.0,3,g561_replay_random_a32_b1000_i3,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g561_replay_0000019,baseline,1fa097c247ea9adecb191b3c7285cfde3a0e2399066abc8a16cf5ef13002cfb7,1fa097c247ea9adecb191b3c7285cfde3a0e2399066abc8a16cf5ef13002cfb7,b7868ce2fa4ec346ca7d2c44cfbc3dd7052d68173f5b677ccc3493ba01f26b05,0a861488011d3bfa5c5b43062b5176e3cf05536dfadaa25040127679041dcf94,43baf5aea5806edbb8ff425cccdab864002111ba8171000ecf58c344af4f3645,726bdb48f5e308daa9df7017c3497369e61e39c16da3ed88a77a4665c29a4557,random-32-32-20,random,32,32,9109,1000,1000,1000,1.0,3,g561_replay_random_a32_b1000_i3,g556_c063174,g556_c063174,g556_c063174,g556_c063174,2957a9dcd466e5552a6e02ed883b180d60df1c84edc45792c0000368c3417092,g556_c063174,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
