source_split,g567_evaluation_uid,g567_dataset_row_id,map,map_family,agents,candidate_count,safe_AB_candidate_count,joint_positive_AB_candidate_count,trained_A5_actor_result_available,trained_A5_delta_vs_additive,trained_A5_delta_vs_static_flow,g556_result,static_flow_result,additive_result,best_safe_AB_vs_additive_theta_id,best_safe_AB_vs_additive_variant_id,best_safe_AB_vs_additive_family,best_safe_AB_vs_additive_delta_vs_additive,best_safe_AB_vs_additive_relative_improvement_vs_additive,best_safe_AB_vs_static_flow_theta_id,best_safe_AB_vs_static_flow_variant_id,best_safe_AB_vs_static_flow_family,best_safe_AB_vs_static_flow_delta_vs_static_flow,best_safe_AB_vs_static_flow_relative_improvement_vs_static_flow,best_joint_positive_AB_theta_id,best_joint_positive_AB_variant_id,best_joint_positive_AB_family,best_joint_positive_AB_delta_vs_additive,best_joint_positive_AB_relative_improvement_vs_additive,best_candidate_ignoring_safety_theta_id,best_candidate_ignoring_safety_variant_id,best_candidate_ignoring_safety_family,best_candidate_ignoring_safety_delta_vs_additive,best_candidate_ignoring_safety_relative_improvement_vs_additive,map_source_type,official_scenario,primary_actor_seed,trained_A5_relative_improvement_vs_additive,trained_A5_relative_improvement_vs_static_flow,oracle_best_trained_seed_delta_vs_additive,oracle_best_trained_seed_relative_improvement_vs_additive,oracle_best_trained_seed_delta_vs_static_flow,oracle_best_trained_seed_relative_improvement_vs_static_flow
LABEL_TRAIN_candidate_pool,2e2bb23d6f17293d46a19c7c866ab6391168cd0ef8bb293d262610b455cf0c8f,g567_gate3b_label_train_00595,maze_32_32_2,maze,32,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g6_shield_bounds_only_alpha_1p0_s566_10d4d27fbf0e,G6_shield_bounds_ONLY_ALPHA_1p0,group,-0.0005055611700000018,,g567_gate3b_label_train_g6_shield_bounds_only_alpha_1p0_s566_10d4d27fbf0e,G6_shield_bounds_ONLY_ALPHA_1p0,group,-0.003538928210000014,,,,,,,g567_gate3b_label_train_g6_shield_bounds_only_alpha_1p0_s566_10d4d27fbf0e,G6_shield_bounds_ONLY_ALPHA_1p0,group,-0.0005055611700000018,,,,,,,,,,
LABEL_TRAIN_candidate_pool,2e2f5099ef73e53f59165657a2f5e00bbee85d1196bc0602549a64f837826757,g567_gate3b_label_train_00078,sortation_small,public_other,24,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g4_decay_only_alpha_1p5_s566_8c530dacf4cd,G4_decay_ONLY_ALPHA_1p5,group,-0.03350253807000003,,g567_gate3b_label_train_g4_decay_only_alpha_1p5_s566_8c530dacf4cd,G4_decay_ONLY_ALPHA_1p5,group,-0.009137055839999908,,,,,,,g567_gate3b_label_train_g4_decay_only_alpha_1p5_s566_8c530dacf4cd,G4_decay_ONLY_ALPHA_1p5,group,-0.03350253807000003,,,,,,,,,,
LABEL_TRAIN_candidate_pool,2e55b66b14d4e172223fc2044beb358fba39fec8a325a73048dbb0fddef1c136,g567_gate3b_label_train_00330,g567-string-64x32-a-v0,irregular_bottleneck,384,21.0,21.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABEL_TRAIN_candidate_pool,2e5efafce5a6138a2f0ba5af2f3fbace2da718b3d1aa970b4b514c3936ac3894,g567_gate3b_label_train_01090,g567-room-48x48-a-v1,room,32,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_static_global_alpha_0p75_s566_94c49506e296,STATIC_GLOBAL_ALPHA_0p75,global_static_anchor,-0.0468127490000001,,g567_gate3b_label_train_static_global_alpha_0p75_s566_94c49506e296,STATIC_GLOBAL_ALPHA_0p75,global_static_anchor,-0.02091633466000009,,,,,,,g567_gate3b_label_train_static_global_alpha_0p75_s566_94c49506e296,STATIC_GLOBAL_ALPHA_0p75,global_static_anchor,-0.0468127490000001,,,,,,,,,,
LABEL_TRAIN_candidate_pool,2e6626f39d6bd5afe72c54589fc9462bc99e7007a9d32ad8f68060e9050d1d56,g567_gate3b_label_train_00589,maze_32_32_2,maze,16,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g556_global_alpha_1p25_s566_2b081d6baa25,G556_GLOBAL_ALPHA_1p25,global_g556_anchor,-0.013235294110000018,,g567_gate3b_label_train_g556_global_alpha_1p25_s566_2b081d6baa25,G556_GLOBAL_ALPHA_1p25,global_g556_anchor,-0.013235294110000018,,,,,,,g567_gate3b_label_train_g556_global_alpha_1p25_s566_2b081d6baa25,G556_GLOBAL_ALPHA_1p25,global_g556_anchor,-0.013235294110000018,,,,,,,,,,
LABEL_TRAIN_candidate_pool,2e693d855117751f07c1c77a81c9af4745300f786901eaf75df2c20b637a4465,g567_gate3b_label_train_01473,g567-large-maze-192x128-a-v1,large_maze,1500,21.0,21.0,12.0,False,,,,,,g567_gate3b_label_train_g5_channel_weights_only_alpha_1p0_s566_958b427181fb,G5_channel_weights_ONLY_ALPHA_1p0,group,-0.11606460350999992,,g567_gate3b_label_train_g5_channel_weights_only_alpha_1p0_s566_958b427181fb,G5_channel_weights_ONLY_ALPHA_1p0,group,-0.05542616773000009,,g567_gate3b_label_train_g5_channel_weights_only_alpha_1p0_s566_958b427181fb,G5_channel_weights_ONLY_ALPHA_1p0,group,-0.11606460350999992,,g567_gate3b_label_train_g5_channel_weights_only_alpha_1p0_s566_958b427181fb,G5_channel_weights_ONLY_ALPHA_1p0,group,-0.11606460350999992,,,,,,,,,,
LABEL_TRAIN_candidate_pool,2e96cc6cc6b02fc1923b6484063b8eaa83daa29dedec73fcce9eef6c06ced8d6,g567_gate3b_calibration_00201,empty_32_32,empty,32,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g556_global_alpha_0p75_s566_d2968b4c49a2,G556_GLOBAL_ALPHA_0p75,global_g556_anchor,-0.02824858757000004,,g567_gate3b_label_train_g556_global_alpha_0p75_s566_d2968b4c49a2,G556_GLOBAL_ALPHA_0p75,global_g556_anchor,-0.015536723169999878,,,,,,,g567_gate3b_label_train_g556_global_alpha_0p75_s566_d2968b4c49a2,G556_GLOBAL_ALPHA_0p75,global_g556_anchor,-0.02824858757000004,,,,,,,,,,
LABEL_TRAIN_candidate_pool,2e990b94a01306b0fd7e4277e32f87716bc55140b641beabe4cd6d5eafb62b66,g567_gate3b_calibration_00086,warehouse_small,warehouse,192,21.0,21.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABEL_TRAIN_candidate_pool,2ed9c18ff24af36e8d8315a643c39df66fb11ba3a31a17413e7e0771537d2206,g567_gate3b_calibration_00178,empty_32_32,empty,24,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p0_s566_58099c48b1d4,G1_congestion_commit_block_ONLY_ALPHA_1p0,group,-0.05977011493999984,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p0_s566_58099c48b1d4,G1_congestion_commit_block_ONLY_ALPHA_1p0,group,-0.016091954019999966,,,,,,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p0_s566_58099c48b1d4,G1_congestion_commit_block_ONLY_ALPHA_1p0,group,-0.05977011493999984,,,,,,,,,,
LABEL_TRAIN_candidate_pool,2ee3afd398417dc00d04499567ba62a862f2349a3713f7ad30ca78881b760439,g567_gate3b_label_train_01978,g567-large-maze-128x128-a-v3,large_maze,3000,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_static_global_alpha_0p25_s566_0a13eb4aa696,STATIC_GLOBAL_ALPHA_0p25,global_static_anchor,-0.21648746770999994,,g567_gate3b_label_train_static_global_alpha_0p25_s566_0a13eb4aa696,STATIC_GLOBAL_ALPHA_0p25,global_static_anchor,-0.01529445646999994,,,,,,,g567_gate3b_label_train_static_global_alpha_0p25_s566_0a13eb4aa696,STATIC_GLOBAL_ALPHA_0p25,global_static_anchor,-0.21648746770999994,,,,,,,,,,
LABEL_TRAIN_candidate_pool,2efc42d08543438e0730860999e797a30273bde66e193d8d5a0fcb20b7b2bef1,g567_gate3b_label_train_01997,g567-large-maze-128x128-a-v3,large_maze,3000,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_static_global_alpha_0p25_s566_3262c4013d8a,STATIC_GLOBAL_ALPHA_0p25,global_static_anchor,0.06939578822999959,,g567_gate3b_label_train_static_global_alpha_0p25_s566_3262c4013d8a,STATIC_GLOBAL_ALPHA_0p25,global_static_anchor,0.004141791859999966,,,,,,,g567_gate3b_label_train_static_global_alpha_0p25_s566_3262c4013d8a,STATIC_GLOBAL_ALPHA_0p25,global_static_anchor,0.06939578822999959,,,,,,,,,,
LABEL_TRAIN_candidate_pool,2f3e11acace7f4440703d3a024acd6c7ac867593892ccbef278e4fb45bf3a19d,g567_gate3b_label_train_01585,sortation_medium,public_other,384,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g556_global_alpha_1p5_s566_8b1e071f6be9,G556_GLOBAL_ALPHA_1p5,global_g556_anchor,-0.011806039120000111,,g567_gate3b_label_train_g556_global_alpha_1p5_s566_8b1e071f6be9,G556_GLOBAL_ALPHA_1p5,global_g556_anchor,-0.00420966006000012,,,,,,,g567_gate3b_label_train_g556_global_alpha_1p5_s566_8b1e071f6be9,G556_GLOBAL_ALPHA_1p5,global_g556_anchor,-0.011806039120000111,,,,,,,,,,
LABEL_TRAIN_candidate_pool,2f524406c87248d8f712d197bcd176328a6b04fc6190e16a37e29e96cb573c75,g567_gate3b_label_train_00359,warehouse_10_20_10_2_2,warehouse,48,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g6_shield_bounds_only_alpha_1p0_s566_58b7798f2d78,G6_shield_bounds_ONLY_ALPHA_1p0,group,-0.016067190070000015,,g567_gate3b_label_train_g6_shield_bounds_only_alpha_1p0_s566_58b7798f2d78,G6_shield_bounds_ONLY_ALPHA_1p0,group,-0.005842614569999904,,,,,,,g567_gate3b_label_train_g6_shield_bounds_only_alpha_1p0_s566_58b7798f2d78,G6_shield_bounds_ONLY_ALPHA_1p0,group,-0.016067190070000015,,,,,,,,,,
LABEL_TRAIN_candidate_pool,2fccb3e000c50a8ad6816b5215802da8e4ea0744b39f5ba1a98169af06a2f2b7,g567_gate3b_label_train_01982,g567-large-maze-128x128-a-v2,large_maze,3000,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p5_s566_18aea1ea65f7,G1_congestion_commit_block_ONLY_ALPHA_1p5,group,0.0,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p5_s566_18aea1ea65f7,G1_congestion_commit_block_ONLY_ALPHA_1p5,group,0.0,,,,,,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p5_s566_18aea1ea65f7,G1_congestion_commit_block_ONLY_ALPHA_1p5,group,0.0,,,,,,,,,,
LABEL_TRAIN_candidate_pool,2fdc4579b515c0e26bcd3ad8e3eaf39559780b9889e5864e183f73af8bb38e16,g567_gate3b_label_train_01736,g567-room-64x48-b-v2,room,1000,21.0,21.0,14.0,False,,,,,,g567_gate3b_label_train_static_global_alpha_0p5_s566_bf2ab460d0a6,STATIC_GLOBAL_ALPHA_0p5,global_static_anchor,-0.76579420791,,g567_gate3b_label_train_static_global_alpha_0p5_s566_bf2ab460d0a6,STATIC_GLOBAL_ALPHA_0p5,global_static_anchor,-0.7214187449299994,,g567_gate3b_label_train_static_global_alpha_0p5_s566_bf2ab460d0a6,STATIC_GLOBAL_ALPHA_0p5,global_static_anchor,-0.76579420791,,g567_gate3b_label_train_static_global_alpha_0p5_s566_bf2ab460d0a6,STATIC_GLOBAL_ALPHA_0p5,global_static_anchor,-0.76579420791,,,,,,,,,,
LABEL_TRAIN_candidate_pool,2fe206ef5d121c7943ea1975123bc9f2f07cfa846f530f9f674eed6699f5ab71,g567_gate3b_calibration_00250,g567-islands-48x48-a-v2,islands,80,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p5_s566_561835f8ce14,G1_congestion_commit_block_ONLY_ALPHA_1p5,group,-0.018470890809999974,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p5_s566_561835f8ce14,G1_congestion_commit_block_ONLY_ALPHA_1p5,group,-0.018470890809999974,,,,,,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p5_s566_561835f8ce14,G1_congestion_commit_block_ONLY_ALPHA_1p5,group,-0.018470890809999974,,,,,,,,,,
LABEL_TRAIN_candidate_pool,2ff28aa24588e2136a18be01400e9d7949b6f732ab6cce3059b5a3379120bbf0,g567_gate3b_label_train_00191,g567-random-24x24-a-v1,random,32,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g5_channel_weights_only_alpha_1p5_s566_5b3dd9b107e4,G5_channel_weights_ONLY_ALPHA_1p5,group,-0.06921241050000004,,g567_gate3b_label_train_g5_channel_weights_only_alpha_1p5_s566_5b3dd9b107e4,G5_channel_weights_ONLY_ALPHA_1p5,group,-0.019093078760000104,,,,,,,g567_gate3b_label_train_g5_channel_weights_only_alpha_1p5_s566_5b3dd9b107e4,G5_channel_weights_ONLY_ALPHA_1p5,group,-0.06921241050000004,,,,,,,,,,
LABEL_TRAIN_candidate_pool,2ffbe5a69b60de97f2d1d198c4bc8d40de1be6b82c3da41a543e2eab711b67b1,g567_gate3b_calibration_00182,empty_32_32,empty,24,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p0_s566_bfafbdabdb9c,G1_congestion_commit_block_ONLY_ALPHA_1p0,group,-0.018248175180000104,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p0_s566_bfafbdabdb9c,G1_congestion_commit_block_ONLY_ALPHA_1p0,group,-0.018248175180000104,,,,,,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p0_s566_bfafbdabdb9c,G1_congestion_commit_block_ONLY_ALPHA_1p0,group,-0.018248175180000104,,,,,,,,,,
LABEL_TRAIN_candidate_pool,304b410a06be327671e2a547d51d9235bc3c2084c05bd005695fa5129a71efe5,g567_gate3b_label_train_01242,room_64_64_16,room,24,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g5_channel_weights_only_alpha_1p0_s566_c2c7b099c6af,G5_channel_weights_ONLY_ALPHA_1p0,group,-0.020974706979999924,,g567_gate3b_label_train_g5_channel_weights_only_alpha_1p0_s566_c2c7b099c6af,G5_channel_weights_ONLY_ALPHA_1p0,group,-0.016039481810000034,,,,,,,g567_gate3b_label_train_g5_channel_weights_only_alpha_1p0_s566_c2c7b099c6af,G5_channel_weights_ONLY_ALPHA_1p0,group,-0.020974706979999924,,,,,,,,,,
LABEL_TRAIN_candidate_pool,3073b49cba13db634d0f9ac3697140810450d523c1f5e57c1dd362617abf3d42,g567_gate3b_label_train_00680,g567-large-room-128x128-a-v0,large_room,3000,21.0,21.0,9.0,False,,,,,,g567_gate3b_label_train_static_global_alpha_1p25_s566_15224c7767a4,STATIC_GLOBAL_ALPHA_1p25,global_static_anchor,-5.737216451890001,,g567_gate3b_label_train_static_global_alpha_1p25_s566_15224c7767a4,STATIC_GLOBAL_ALPHA_1p25,global_static_anchor,-5.737216451890001,,g567_gate3b_label_train_static_global_alpha_1p25_s566_15224c7767a4,STATIC_GLOBAL_ALPHA_1p25,global_static_anchor,-5.737216451890001,,g567_gate3b_label_train_static_global_alpha_1p25_s566_15224c7767a4,STATIC_GLOBAL_ALPHA_1p25,global_static_anchor,-5.737216451890001,,,,,,,,,,
LABEL_TRAIN_candidate_pool,3083254d18daddab70b9bb0b2d0f6a45e5badba6e5fa3bddfc99316f6db388a4,g567_gate3b_label_train_00666,g567-large-room-128x128-a-v0,large_room,3000,21.0,21.0,6.0,False,,,,,,g567_gate3b_label_train_g556_global_alpha_1p25_s566_5bdb8de2a927,G556_GLOBAL_ALPHA_1p25,global_g556_anchor,-6.4718221828399995,,g567_gate3b_label_train_g556_global_alpha_1p25_s566_5bdb8de2a927,G556_GLOBAL_ALPHA_1p25,global_g556_anchor,-6.4718221828399995,,g567_gate3b_label_train_g556_global_alpha_1p25_s566_5bdb8de2a927,G556_GLOBAL_ALPHA_1p25,global_g556_anchor,-6.4718221828399995,,g567_gate3b_label_train_g556_global_alpha_1p25_s566_5bdb8de2a927,G556_GLOBAL_ALPHA_1p25,global_g556_anchor,-6.4718221828399995,,,,,,,,,,
LABEL_TRAIN_candidate_pool,30999baa3f8a34d60f8022e09636a8d5a1a8477eccf83f180830b7c586069889,g567_gate3b_label_train_01820,room_32_32_4,room,16,21.0,21.0,4.0,False,,,,,,g567_gate3b_label_train_g556_global_alpha_0p75_s566_6cef1742568e,G556_GLOBAL_ALPHA_0p75,global_g556_anchor,-0.0673076923,,g567_gate3b_label_train_g556_global_alpha_0p75_s566_6cef1742568e,G556_GLOBAL_ALPHA_0p75,global_g556_anchor,-0.04567307692,,g567_gate3b_label_train_g556_global_alpha_0p75_s566_6cef1742568e,G556_GLOBAL_ALPHA_0p75,global_g556_anchor,-0.0673076923,,g567_gate3b_label_train_g556_global_alpha_0p75_s566_6cef1742568e,G556_GLOBAL_ALPHA_0p75,global_g556_anchor,-0.0673076923,,,,,,,,,,
LABEL_TRAIN_candidate_pool,30a639ec09714e62c6a3cf8785897cb1ee94eabdde0f2791521087046b991c38,g567_gate3b_calibration_00027,ht_chantry,game,64,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_static_global_alpha_1p25_s566_7723677da718,STATIC_GLOBAL_ALPHA_1p25,global_static_anchor,-0.020405167350000086,,g567_gate3b_label_train_static_global_alpha_1p25_s566_7723677da718,STATIC_GLOBAL_ALPHA_1p25,global_static_anchor,-0.020405167350000086,,,,,,,g567_gate3b_label_train_static_global_alpha_1p25_s566_7723677da718,STATIC_GLOBAL_ALPHA_1p25,global_static_anchor,-0.020405167350000086,,,,,,,,,,
LABEL_TRAIN_candidate_pool,30b91f1a0b667861de5c9414ec6a948c83742fd29b82f64df9b6301c0b446ece,g567_gate3b_label_train_01901,g567-large-maze-128x128-a-v3,large_maze,1000,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_static_global_alpha_0p25_s566_91ffc6cb5ce5,STATIC_GLOBAL_ALPHA_0p25,global_static_anchor,-0.03484145342999989,,g567_gate3b_label_train_static_global_alpha_0p25_s566_91ffc6cb5ce5,STATIC_GLOBAL_ALPHA_0p25,global_static_anchor,0.011134897480000072,,,,,,,g567_gate3b_label_train_static_global_alpha_0p25_s566_91ffc6cb5ce5,STATIC_GLOBAL_ALPHA_0p25,global_static_anchor,-0.03484145342999989,,,,,,,,,,
LABEL_TRAIN_candidate_pool,30c6b35426b869afd25bf1c3a04a7c7253ad352a49f315cc489b14e4c90d6e22,g567_gate3b_label_train_01621,warehouse_10_20_10_2_1,warehouse,48,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g556_global_alpha_0p25_s566_dcc3ede88368,G556_GLOBAL_ALPHA_0p25,global_g556_anchor,-0.05532183423999992,,g567_gate3b_label_train_g556_global_alpha_0p25_s566_dcc3ede88368,G556_GLOBAL_ALPHA_0p25,global_g556_anchor,-0.03197307529999982,,,,,,,g567_gate3b_label_train_g556_global_alpha_0p25_s566_dcc3ede88368,G556_GLOBAL_ALPHA_0p25,global_g556_anchor,-0.05532183423999992,,,,,,,,,,
LABEL_TRAIN_candidate_pool,30d5de7f4075c2e06ee80d1b89359833cff561defecf41dcdc625c0dff8fee0e,g567_gate3b_label_train_00606,maze_32_32_2,maze,48,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_static_global_alpha_0p25_s566_1b54965ef4f4,STATIC_GLOBAL_ALPHA_0p25,global_static_anchor,-0.000708717219999988,,g567_gate3b_label_train_static_global_alpha_0p25_s566_1b54965ef4f4,STATIC_GLOBAL_ALPHA_0p25,global_static_anchor,-0.005669737769999905,,,,,,,g567_gate3b_label_train_static_global_alpha_0p25_s566_1b54965ef4f4,STATIC_GLOBAL_ALPHA_0p25,global_static_anchor,-0.000708717219999988,,,,,,,,,,
LABEL_TRAIN_candidate_pool,30d7e7b8b9e5d13677661192b2950e6b82d09b887cac266246ce486b01043b47,g567_gate3b_label_train_01526,g567-large-maze-192x128-a-v3,large_maze,2500,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p5_s566_829d58bebcd8,G1_congestion_commit_block_ONLY_ALPHA_1p5,group,0.0,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p5_s566_829d58bebcd8,G1_congestion_commit_block_ONLY_ALPHA_1p5,group,0.0,,,,,,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p5_s566_829d58bebcd8,G1_congestion_commit_block_ONLY_ALPHA_1p5,group,0.0,,,,,,,,,,
LABEL_TRAIN_candidate_pool,30ef6bf4ec33bd76de3396dbf812ef4f3d4ef4938cc0bf2bfc29d22ea8997a86,g567_gate3b_calibration_00432,g567-large-lanes-192x128-a-v2,large_lanes,2500,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_static_global_alpha_1p25_s566_d4716027ed2f,STATIC_GLOBAL_ALPHA_1p25,global_static_anchor,-0.025196846810000118,,g567_gate3b_label_train_static_global_alpha_1p25_s566_d4716027ed2f,STATIC_GLOBAL_ALPHA_1p25,global_static_anchor,-0.025196846810000118,,,,,,,g567_gate3b_label_train_static_global_alpha_1p25_s566_d4716027ed2f,STATIC_GLOBAL_ALPHA_1p25,global_static_anchor,-0.025196846810000118,,,,,,,,,,
LABEL_TRAIN_candidate_pool,3129dccd536013b42c6615ccba7c86475028e7611dcf73dbb71a76fd09dbd925,g567_gate3b_label_train_00746,sortation_small,public_other,64,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g5_channel_weights_only_alpha_1p5_s566_887ec865354c,G5_channel_weights_ONLY_ALPHA_1p5,group,-0.03200301204999989,,g567_gate3b_label_train_g5_channel_weights_only_alpha_1p5_s566_887ec865354c,G5_channel_weights_ONLY_ALPHA_1p5,group,-0.010542168679999797,,,,,,,g567_gate3b_label_train_g5_channel_weights_only_alpha_1p5_s566_887ec865354c,G5_channel_weights_ONLY_ALPHA_1p5,group,-0.03200301204999989,,,,,,,,,,
LABEL_TRAIN_candidate_pool,318842bb1857f47c68205e24f25e10776cca819056339cacb17cb5068f5dfc72,g567_gate3b_label_train_01221,room_64_64_16,room,16,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g556_global_alpha_1p5_s566_f2b4adfdd6f7,G556_GLOBAL_ALPHA_1p5,global_g556_anchor,-0.005494505499999969,,g567_gate3b_label_train_g556_global_alpha_1p5_s566_f2b4adfdd6f7,G556_GLOBAL_ALPHA_1p5,global_g556_anchor,-0.005494505499999969,,,,,,,g567_gate3b_label_train_g556_global_alpha_1p5_s566_f2b4adfdd6f7,G556_GLOBAL_ALPHA_1p5,global_g556_anchor,-0.005494505499999969,,,,,,,,,,
LABEL_TRAIN_candidate_pool,3195048b3f4f63585ae460dab0baf01f79f7b0bfd309820eb184d8667d137e94,g567_gate3b_label_train_00876,g567-large-empty-128x128-a-v1,large_empty,1000,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_static_global_alpha_0p25_s566_b3cbbcfcf27f,STATIC_GLOBAL_ALPHA_0p25,global_static_anchor,-0.021582554830000156,,g567_gate3b_label_train_static_global_alpha_0p25_s566_b3cbbcfcf27f,STATIC_GLOBAL_ALPHA_0p25,global_static_anchor,0.0032715918899999252,,,,,,,g567_gate3b_label_train_static_global_alpha_0p25_s566_b3cbbcfcf27f,STATIC_GLOBAL_ALPHA_0p25,global_static_anchor,-0.021582554830000156,,,,,,,,,,
LABEL_TRAIN_candidate_pool,31acccc583bacdcb2b2fd79ca7ddca98df41426622c12f38062f6c041c39ba42,g567_gate3b_calibration_00030,ht_chantry,game,80,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g556_global_alpha_1p25_s566_5e77e4c4c3a1,G556_GLOBAL_ALPHA_1p25,global_g556_anchor,-0.02325296780999997,,g567_gate3b_label_train_g556_global_alpha_1p25_s566_5e77e4c4c3a1,G556_GLOBAL_ALPHA_1p25,global_g556_anchor,-0.015665157260000173,,,,,,,g567_gate3b_label_train_g556_global_alpha_1p25_s566_5e77e4c4c3a1,G556_GLOBAL_ALPHA_1p25,global_g556_anchor,-0.02325296780999997,,,,,,,,,,
LABEL_TRAIN_candidate_pool,31b4f9273bd9c13127b3bc0a818cce51f6e5a5e584d4e38375ddf6ec11feae71,g567_gate3b_label_train_01663,g567-room-64x48-b-v1,room,12,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g556_global_alpha_0p5_s566_0e77f8c504b9,G556_GLOBAL_ALPHA_0p5,global_g556_anchor,-0.0026560424999999555,,g567_gate3b_label_train_g556_global_alpha_0p5_s566_0e77f8c504b9,G556_GLOBAL_ALPHA_0p5,global_g556_anchor,-0.0026560424999999555,,,,,,,g567_gate3b_label_train_g556_global_alpha_0p5_s566_0e77f8c504b9,G556_GLOBAL_ALPHA_0p5,global_g556_anchor,-0.0026560424999999555,,,,,,,,,,
LABEL_TRAIN_candidate_pool,31dc5b48a697f78f32113266934806ff0be256f2207a942d49721da8349f6787,g567_gate3b_label_train_00271,g567-string-64x32-a-v2,irregular_bottleneck,256,21.0,21.0,9.0,False,,,,,,g567_gate3b_label_train_g6_shield_bounds_only_alpha_0p5_s566_85e469da01c8,G6_shield_bounds_ONLY_ALPHA_0p5,group,-0.6860096714999999,,g567_gate3b_label_train_g6_shield_bounds_only_alpha_0p5_s566_85e469da01c8,G6_shield_bounds_ONLY_ALPHA_0p5,group,-0.15607803902000006,,g567_gate3b_label_train_g6_shield_bounds_only_alpha_0p5_s566_85e469da01c8,G6_shield_bounds_ONLY_ALPHA_0p5,group,-0.6860096714999999,,g567_gate3b_label_train_g6_shield_bounds_only_alpha_0p5_s566_85e469da01c8,G6_shield_bounds_ONLY_ALPHA_0p5,group,-0.6860096714999999,,,,,,,,,,
LABEL_TRAIN_candidate_pool,31f4c30a69dbe46d7f44327f2542b82d7799f7372636ff7468d9f49c3a98d7d6,g567_gate3b_label_train_00529,room_64_64_8,room,512,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_static_global_alpha_0p25_s566_450815de3ad7,STATIC_GLOBAL_ALPHA_0p25,global_static_anchor,0.1320538433799998,,g567_gate3b_label_train_static_global_alpha_0p25_s566_450815de3ad7,STATIC_GLOBAL_ALPHA_0p25,global_static_anchor,-0.0008187862299999793,,,,,,,g567_gate3b_label_train_static_global_alpha_0p25_s566_450815de3ad7,STATIC_GLOBAL_ALPHA_0p25,global_static_anchor,0.1320538433799998,,,,,,,,,,
LABEL_TRAIN_candidate_pool,32194e85ff0480200e1af50c71a22f5a2546dfefc8e4d5d8e2257d9fd5f10efc,g567_gate3b_calibration_00064,ht_chantry,game,1000,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g556_global_alpha_0p75_s566_da3aea17f27c,G556_GLOBAL_ALPHA_0p75,global_g556_anchor,0.026929711079999974,,g567_gate3b_label_train_g556_global_alpha_0p75_s566_da3aea17f27c,G556_GLOBAL_ALPHA_0p75,global_g556_anchor,0.01266709789000009,,,,,,,g567_gate3b_label_train_g556_global_alpha_0p75_s566_da3aea17f27c,G556_GLOBAL_ALPHA_0p75,global_g556_anchor,0.026929711079999974,,,,,,,,,,
