candidate_id,registry_row_id,candidate_family,theta_cluster,selected_for_label_matrix,candidate_object,theta_hash,theta_in_bounds,distance_from_g556_c063174,goal_projection_mode,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g557_gcst_00006,g557_gcst_00006,graph_only_no_goal_ablation,graph_only_no_goal_ablation,True,bounded_static_theta_candidate,theta_67710963923535,True,1.06422443649,flow_shield,1.25,1.07565915145,1.25,0.75,0.75,0.971100678757,0.760776850327,0.921248147248,1,0.646100258228,0.65,0.296320375889,0.917883552499,0.975455996686,11.3709932603,1,0,0,False,False,False,False,False
g557_gcst_00007,g557_gcst_00007,no_traffic_ablation,no_traffic_ablation,True,bounded_static_theta_candidate,theta_41410621849847,True,0.13937701184,flow_shield,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.706676522285,0.559075943058,0.290519428706,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_gcst_00008,g557_gcst_00008,warmup_probe_mode_w_diagnostic,warmup_probe_mode_w_diagnostic,True,bounded_static_theta_candidate,theta_61912714474559,True,0.656156905675,flow_shield,1.25,1.23865072163,1.25,0.75,0.75,0.958146852881,0.641151856301,0.950297814926,1,0.714852285623,0.65,0.315148782303,0.938200399636,1,11.1103342103,1,0,0,False,False,False,False,False
g557_gcst_00009,g557_gcst_00009,wide_negative_control,wide_negative_control,True,bounded_static_theta_candidate,theta_54455433603674,True,4.16405501821,flow_shield,1.5,0.971307328804,0.815667778039,1.03250488812,0.914375989998,1.22586247788,0.358072372462,0.9,0.9,0.994515581314,0.787574399851,0.503141083848,1.07827511486,1,12,1,0,0,False,False,False,False,False
g557_gcst_00010,g557_gcst_00010,gcst_topology_conditioned_prior,gcst_topology_conditioned_prior,True,bounded_static_theta_candidate,theta_58483921463277,True,1.21328121862,flow_shield,1.25,1.28042823881,1.25,0.75,0.75,1.20085986413,0.741464645292,0.925982471909,1,0.625777714502,0.65,0.283963748149,0.759260750319,1,9.88275214548,1,0,0,False,False,False,False,False
g557_gcst_00011,g557_gcst_00011,gcst_flow_pressure_residual,gcst_flow_pressure_residual,True,bounded_static_theta_candidate,theta_58113516696270,True,0.664522225431,flow_shield,1.25,1.15800417416,1.25,0.75,0.75,0.970735884918,0.625383814495,0.979935812493,0.949721730199,0.684155364534,0.741547099524,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_gcst_00012,g557_gcst_00012,gcst_bottleneck_guard,gcst_bottleneck_guard,True,bounded_static_theta_candidate,theta_74612686390085,True,0.373519946991,flow_shield,1.25,1.2114121691,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.374373378285,0.943393338576,1,11.6520874685,1,0,0,False,False,False,False,False
g557_gcst_00013,g557_gcst_00013,gcst_density_lookup_seed,gcst_density_lookup_seed,True,bounded_static_theta_candidate,theta_08432839006999,True,0.831737616097,flow_shield,1.25,1.11441086549,1.25,0.75,0.75,1.11485974514,0.641441891169,0.939937747801,1,0.733495807785,0.65,0.308969054682,0.812187621272,1,10.0501824799,1,0,0,False,False,False,False,False
g557_gcst_00014,g557_gcst_00014,map_family_lookup_control,map_family_lookup_control,True,bounded_static_theta_candidate,theta_47357097998678,True,0.645294212322,flow_shield,1.25,1.20354298801,1.25,0.75,0.75,1.12283197653,0.786284409054,1,1,0.653680166245,0.65,0.302379280551,0.895851691443,0.946829817974,10.3670582292,1,0,0,False,False,False,False,False
g557_gcst_00015,g557_gcst_00015,tabular_only_control,tabular_only_control,True,bounded_static_theta_candidate,theta_03997014784781,True,0.737251227488,flow_shield,1.25,1.18960680603,1.25,0.75,0.75,0.939783627011,0.730732703406,1,1,0.632753356912,0.65,0.380893404889,0.770863808851,0.946521312125,11.4507353205,1,0,0,False,False,False,False,False
g557_gcst_00016,g557_gcst_00016,graph_only_no_goal_ablation,graph_only_no_goal_ablation,True,bounded_static_theta_candidate,theta_03338165226487,True,0.635241160109,flow_shield,1.25,1.21383304241,1.25,0.75,0.75,1.00531431024,0.722598182449,0.940733299555,1,0.642519631348,0.65,0.376166308748,0.886644789326,1,10.9419483077,1,0,0,False,False,False,False,False
g557_gcst_00017,g557_gcst_00017,no_traffic_ablation,no_traffic_ablation,True,bounded_static_theta_candidate,theta_46292253191841,True,0.22777204332,flow_shield,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.757438514186,0.547546442891,0.404460499418,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_gcst_00018,g557_gcst_00018,warmup_probe_mode_w_diagnostic,warmup_probe_mode_w_diagnostic,True,bounded_static_theta_candidate,theta_69698557473798,True,0.844662012137,flow_shield,1.25,1.21350577105,1.25,0.75,0.75,1.21002841509,0.817572565076,1,1,0.722946109347,0.65,0.381690853717,0.783806086991,0.899158410227,11.1769312494,1,0,0,False,False,False,False,False
g557_gcst_00019,g557_gcst_00019,wide_negative_control,wide_negative_control,True,bounded_static_theta_candidate,theta_36003737422400,True,3.79023107719,agent_progress,0.819794335411,1.36000342641,1.42138787597,0.568278175944,0.345088391073,1.49175226485,0.277462393057,1,1,0.901011168322,0.423482378035,0.669826150478,0.61866478408,1,8.57375931157,0,1,0,False,False,False,False,False
g557_gcst_00020,g557_gcst_00020,gcst_topology_conditioned_prior,gcst_topology_conditioned_prior,True,bounded_static_theta_candidate,theta_62380499920733,True,0.688296579839,flow_shield,1.25,1.07939904586,1.25,0.75,0.75,1.0885850371,0.761226650533,1,1,0.739108950698,0.65,0.273198548954,0.785512887116,1,10.206865762,1,0,0,False,False,False,False,False
g557_gcst_00021,g557_gcst_00021,gcst_flow_pressure_residual,gcst_flow_pressure_residual,True,bounded_static_theta_candidate,theta_31394867756820,True,0.15603653315,flow_shield,1.25,1.15800417416,1.25,0.75,0.75,1.09923495992,0.644821290372,0.979935812493,1,0.684155364534,0.532973942809,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_gcst_00022,g557_gcst_00022,gcst_bottleneck_guard,gcst_bottleneck_guard,True,bounded_static_theta_candidate,theta_69047083852305,True,0.369591500479,flow_shield,1.25,1.07241886411,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.281205519284,0.914775163347,1,11.5477661066,1,0,0,False,False,False,False,False
g557_gcst_00023,g557_gcst_00023,gcst_density_lookup_seed,gcst_density_lookup_seed,True,bounded_static_theta_candidate,theta_82892642175654,True,1.20025114082,agent_progress,1.25,1.12418144306,1.25,0.75,0.75,1.1115940592,0.781168447499,1,1,0.752208008347,0.65,0.29930077113,0.944513291022,0.957679379667,10.3269553127,0,1,0,False,False,False,False,False
g557_gcst_00024,g557_gcst_00024,map_family_lookup_control,map_family_lookup_control,True,bounded_static_theta_candidate,theta_24793649006277,True,0.799046372745,flow_shield,1.25,1.083439649,1.25,0.75,0.75,0.942172464742,0.657754259744,1,1,0.767368964903,0.65,0.36222566204,0.955385315625,0.948555502038,10.0628785553,1,0,0,False,False,False,False,False
g557_gcst_00025,g557_gcst_00025,tabular_only_control,tabular_only_control,True,bounded_static_theta_candidate,theta_68113465838472,True,1.61239427416,flow_shield,1.25,1.0679457459,1.25,0.75,0.75,0.927500646896,0.620470931093,0.9,1,0.74307864189,0.65,0.24621109611,0.810412177819,0.910288372897,11.9072167309,1,0,0,False,False,False,False,False
g557_gcst_00026,g557_gcst_00026,graph_only_no_goal_ablation,graph_only_no_goal_ablation,True,bounded_static_theta_candidate,theta_49868128627059,True,0.658363660611,flow_shield,1.25,1.23702028075,1.25,0.75,0.75,1.15665303372,0.751064571924,1,1,0.736112655391,0.65,0.302036854198,0.942599524182,1,11.2334732781,1,0,0,False,False,False,False,False
g557_gcst_00027,g557_gcst_00027,no_traffic_ablation,no_traffic_ablation,True,bounded_static_theta_candidate,theta_40161237365908,True,0.184168785528,flow_shield,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.629141818352,0.569906098636,0.274903837525,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_gcst_00028,g557_gcst_00028,warmup_probe_mode_w_diagnostic,warmup_probe_mode_w_diagnostic,True,bounded_static_theta_candidate,theta_00927166869203,True,0.708641970336,flow_shield,1.25,1.05929194957,1.25,0.75,0.75,0.953573028631,0.753396030846,0.9550646114,1,0.65565028226,0.65,0.39280801583,0.814222449523,1,10.2370282135,1,0,0,False,False,False,False,False
g557_gcst_00029,g557_gcst_00029,wide_negative_control,wide_negative_control,True,bounded_static_theta_candidate,theta_69630513465384,True,4.36642953372,none,0.854123754252,1.58600366191,1.64550270899,0.477739810145,1.02675956211,1.20683415344,1.06053507691,0.9,1,0.5,0.972783791932,0.641646569337,0.649818878022,0.806050425399,11.7773501825,0,0,1,False,False,False,False,False
g557_gcst_00030,g557_gcst_00030,gcst_topology_conditioned_prior,gcst_topology_conditioned_prior,True,bounded_static_theta_candidate,theta_31895526011677,True,0.551457239331,flow_shield,1.25,1.21946924805,1.25,0.75,0.75,0.955690624087,0.663399478747,1,1,0.734396156015,0.65,0.307843518963,0.895419813789,1,10.363819133,1,0,0,False,False,False,False,False
g557_gcst_00031,g557_gcst_00031,gcst_flow_pressure_residual,gcst_flow_pressure_residual,True,bounded_static_theta_candidate,theta_06418428401465,True,0.428890718798,flow_shield,1.25,1.15800417416,1.25,0.75,0.75,0.976782938984,0.628151519692,0.979935812493,0.971582847814,0.684155364534,0.574615095898,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_gcst_00032,g557_gcst_00032,gcst_bottleneck_guard,gcst_bottleneck_guard,True,bounded_static_theta_candidate,theta_26460478901511,True,0.339851728037,flow_shield,1.25,1.03017890448,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.374370461824,0.787119393682,1,11.3192960973,1,0,0,False,False,False,False,False
g557_gcst_00033,g557_gcst_00033,gcst_density_lookup_seed,gcst_density_lookup_seed,True,bounded_static_theta_candidate,theta_93679109926156,True,0.814532748865,flow_shield,1.25,1.08720015666,1.25,0.75,0.75,1.15951479024,0.635996732226,1,1,0.712194421135,0.65,0.277307861052,0.908672461277,0.951505366886,11.7004483748,1,0,0,False,False,False,False,False
g557_gcst_00034,g557_gcst_00034,map_family_lookup_control,map_family_lookup_control,True,bounded_static_theta_candidate,theta_54233272589084,True,0.959089131491,flow_shield,1.25,1.27797708435,1.25,0.75,0.75,0.877920599433,0.771775599755,1,1,0.724180649142,0.65,0.423228998344,0.736680993471,0.938212800313,10.147397764,1,0,0,False,False,False,False,False
g557_gcst_00035,g557_gcst_00035,tabular_only_control,tabular_only_control,True,bounded_static_theta_candidate,theta_88130362847918,True,0.773966872336,flow_shield,1.25,1.09942011367,1.25,0.75,0.75,1.18391199839,0.59021917502,1,1,0.6461343992,0.65,0.305603837886,0.815339049127,0.953291820029,11.4960196172,1,0,0,False,False,False,False,False
g557_gcst_00036,g557_gcst_00036,graph_only_no_goal_ablation,graph_only_no_goal_ablation,True,bounded_static_theta_candidate,theta_57700633660441,True,1.78538215474,flow_shield,1.25,1.28185299236,1.25,0.75,0.75,0.837909242273,0.557514899946,0.9,1,0.635259018947,0.65,0.370749720393,0.948118286388,0.876997184554,9.53265251477,1,0,0,False,False,False,False,False
g557_gcst_00037,g557_gcst_00037,no_traffic_ablation,no_traffic_ablation,True,bounded_static_theta_candidate,theta_79950210982202,True,0.0465493151365,flow_shield,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.697267362932,0.669438002174,0.351894200506,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_gcst_00038,g557_gcst_00038,warmup_probe_mode_w_diagnostic,warmup_probe_mode_w_diagnostic,True,bounded_static_theta_candidate,theta_68395103944103,True,1.09848201642,flow_shield,1.25,0.988309566425,1.25,0.75,0.75,0.91089578949,0.835043425717,1,1,0.813798509786,0.65,0.392632583524,0.764039036801,1,11.9346555631,1,0,0,False,False,False,False,False
g557_gcst_00039,g557_gcst_00039,wide_negative_control,wide_negative_control,True,bounded_static_theta_candidate,theta_00338827185751,True,3.50240062021,flow_shield,0.839528258443,1.43064531638,0.781861520652,0.484776436697,1.15384080794,0.772930789998,1.10666214091,1,1,0.980601009143,0.152469520061,0.0428850043606,0.721616421927,0.843615412769,11.9061259667,1,0,0,False,False,False,False,False
g557_gcst_00040,g557_gcst_00040,gcst_topology_conditioned_prior,gcst_topology_conditioned_prior,True,bounded_static_theta_candidate,theta_94463833140964,True,1.41273385945,flow_shield,1.25,1.07600487082,1.25,0.75,0.75,0.915729091645,0.62727727602,0.9,1,0.609478815261,0.65,0.276716464291,0.785308563986,0.974214947059,10.1116486412,1,0,0,False,False,False,False,False
g557_gcst_00041,g557_gcst_00041,gcst_flow_pressure_residual,gcst_flow_pressure_residual,True,bounded_static_theta_candidate,theta_95603417172572,True,0.232248450085,flow_shield,1.25,1.15800417416,1.25,0.75,0.75,0.964625910163,0.60654824321,0.979935812493,1,0.684155364534,0.818597823222,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_gcst_00042,g557_gcst_00042,gcst_bottleneck_guard,gcst_bottleneck_guard,True,bounded_static_theta_candidate,theta_71035917913900,True,0.347266740656,flow_shield,1.25,1.22781028798,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.395669986351,0.984532149956,1,11.256473426,1,0,0,False,False,False,False,False
g557_gcst_00043,g557_gcst_00043,gcst_density_lookup_seed,gcst_density_lookup_seed,True,bounded_static_theta_candidate,theta_52216141497122,True,1.26648129647,flow_shield,1.25,1.19028276685,1.25,0.75,0.75,1.15711605522,0.728028745849,0.91996905506,1,0.584869542076,0.65,0.239669348433,0.908430423329,0.930863909289,10.0551816818,1,0,0,False,False,False,False,False
g557_gcst_00044,g557_gcst_00044,map_family_lookup_control,map_family_lookup_control,True,bounded_static_theta_candidate,theta_85559911191543,True,0.892262678802,flow_shield,1.25,1.0747927479,1.25,0.75,0.75,0.961481538251,0.76331887627,1,1,0.755368889662,0.65,0.380121749966,0.957399440596,0.909448844789,11.5533068495,1,0,0,False,False,False,False,False
g557_gcst_00045,g557_gcst_00045,tabular_only_control,tabular_only_control,True,bounded_static_theta_candidate,theta_89753969999068,True,0.658255618662,flow_shield,1.25,1.18956946405,1.25,0.75,0.75,1.07538298377,0.742089060826,0.938850273378,1,0.716007626546,0.65,0.302085154239,0.800529734514,1,10.9505081298,1,0,0,False,False,False,False,False
g557_gcst_00046,g557_gcst_00046,graph_only_no_goal_ablation,graph_only_no_goal_ablation,True,bounded_static_theta_candidate,theta_69559083090194,True,1.9820587705,agent_progress,1.25,1.21232703736,1.25,0.75,0.75,1.10626296435,0.6344169971,0.9,1,0.795388947583,0.65,0.448354745032,0.969277660601,0.930229978635,10.3345331436,0,1,0,False,False,False,False,False
g557_gcst_00047,g557_gcst_00047,no_traffic_ablation,no_traffic_ablation,True,bounded_static_theta_candidate,theta_34182406058044,True,0.177001753871,flow_shield,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.7378203294,0.513721830176,0.309523540977,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_gcst_00048,g557_gcst_00048,warmup_probe_mode_w_diagnostic,warmup_probe_mode_w_diagnostic,True,bounded_static_theta_candidate,theta_07179105319149,True,0.442505728873,flow_shield,1.25,1.12412209213,1.25,0.75,0.75,1.01012491621,0.732627764334,1,1,0.706993540549,0.65,0.313280995861,0.911149076045,1,11.0764031546,1,0,0,False,False,False,False,False
g557_gcst_00049,g557_gcst_00049,wide_negative_control,wide_negative_control,True,bounded_static_theta_candidate,theta_41676221702052,True,4.4474043098,agent_progress,0.792086990826,1.34029759082,0.817644924085,1.17968998437,0.956857067536,0.839928793502,0.393852035278,1,0.900941360617,0.808253303838,0.234808780382,0.462974726681,0.634935814038,0.867242990514,9.56756429867,0,1,0,False,False,False,False,False
g557_gcst_00050,g557_gcst_00050,gcst_topology_conditioned_prior,gcst_topology_conditioned_prior,True,bounded_static_theta_candidate,theta_20646261841197,True,0.453118509389,flow_shield,1.25,1.19501395466,1.25,0.75,0.75,1.07548198855,0.748220945818,0.995575806649,1,0.646558765163,0.65,0.307199570941,0.900793019813,0.96325404528,10.6160312074,1,0,0,False,False,False,False,False
g557_gcst_00051,g557_gcst_00051,gcst_flow_pressure_residual,gcst_flow_pressure_residual,True,bounded_static_theta_candidate,theta_18429750842157,True,0.585114880916,flow_shield,1.25,1.15800417416,1.25,0.75,0.75,0.898141869059,0.652807741447,0.979935812493,0.964581814969,0.684155364534,0.805652050785,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_gcst_00052,g557_gcst_00052,gcst_bottleneck_guard,gcst_bottleneck_guard,True,bounded_static_theta_candidate,theta_33136460544721,True,0.272390015384,flow_shield,1.25,1.19385330991,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.389415567294,0.884910028493,1,10.1708345819,1,0,0,False,False,False,False,False
g557_gcst_00053,g557_gcst_00053,gcst_density_lookup_seed,gcst_density_lookup_seed,True,bounded_static_theta_candidate,theta_14554024931780,True,1.00843885667,flow_shield,1.25,1.22093163072,1.25,0.75,0.75,1.22020428373,0.625315903978,0.94312169826,1,0.586847455447,0.65,0.423647564069,0.952616003343,1,10.2599838991,1,0,0,False,False,False,False,False
g557_gcst_00054,g557_gcst_00054,map_family_lookup_control,map_family_lookup_control,True,bounded_static_theta_candidate,theta_54971859503623,True,1.44200931149,flow_shield,1.25,1.03745600789,1.25,0.75,0.75,0.921420752261,0.61872213926,0.9,1,0.784639616896,0.65,0.42461935513,0.798224670929,1,10.2060471392,1,0,0,False,False,False,False,False
g557_gcst_00055,g557_gcst_00055,tabular_only_control,tabular_only_control,True,bounded_static_theta_candidate,theta_80486888168807,True,0.761782110822,flow_shield,1.25,1.07646669935,1.25,0.75,0.75,0.947319150813,0.62254004972,1,1,0.773378871389,0.65,0.299495353877,0.76373251314,1,11.4606781065,1,0,0,False,False,False,False,False
g557_gcst_00056,g557_gcst_00056,graph_only_no_goal_ablation,graph_only_no_goal_ablation,True,bounded_static_theta_candidate,theta_75402422778256,True,0.797574302279,flow_shield,1.25,1.24916271603,1.25,0.75,0.75,0.932064604502,0.754620109398,1,1,0.721485611553,0.65,0.306224362399,0.977726056478,1,11.7285586526,1,0,0,False,False,False,False,False
g557_gcst_00057,g557_gcst_00057,no_traffic_ablation,no_traffic_ablation,True,bounded_static_theta_candidate,theta_44748433641580,True,0.179734233716,flow_shield,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.759121966234,0.544458170805,0.307986151566,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_gcst_00058,g557_gcst_00058,warmup_probe_mode_w_diagnostic,warmup_probe_mode_w_diagnostic,True,bounded_static_theta_candidate,theta_38587361030991,True,0.880376030063,flow_shield,1.25,1.1830042063,1.25,0.75,0.75,1.11742399191,0.640919514202,0.93088439444,1,0.714529949571,0.65,0.376856278283,0.886324946381,0.950707888917,11.2211088996,1,0,0,False,False,False,False,False
g557_gcst_00059,g557_gcst_00059,wide_negative_control,wide_negative_control,True,bounded_static_theta_candidate,theta_75758057017933,True,4.67048561314,none,1.01360478529,1.33227954436,0.972035499679,0.420031925561,0.180384407981,0.649001769106,1.12433065245,0.9,1,0.950886593572,0.48738984397,0.518526440578,0.621264185132,0.829266666467,8,0,0,1,False,False,False,False,False
g557_gcst_00060,g557_gcst_00060,gcst_topology_conditioned_prior,gcst_topology_conditioned_prior,True,bounded_static_theta_candidate,theta_87785161136220,True,1.11921385606,flow_shield,1.25,1.2062676587,1.25,0.75,0.75,0.912089598389,0.641444760487,0.92444481817,1,0.772958215714,0.65,0.292494695436,0.788867238607,1,11.593469637,1,0,0,False,False,False,False,False
g557_gcst_00061,g557_gcst_00061,gcst_flow_pressure_residual,gcst_flow_pressure_residual,True,bounded_static_theta_candidate,theta_95641294106421,True,0.189919134135,flow_shield,1.25,1.15800417416,1.25,0.75,0.75,1.17304710947,0.625618313845,0.979935812493,1,0.684155364534,0.579005762713,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_gcst_00062,g557_gcst_00062,gcst_bottleneck_guard,gcst_bottleneck_guard,True,bounded_static_theta_candidate,theta_01941999615263,True,0.238438501755,flow_shield,1.25,1.21433813797,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.372107136151,0.809146330988,1,11.2242181987,1,0,0,False,False,False,False,False
g557_gcst_00063,g557_gcst_00063,gcst_density_lookup_seed,gcst_density_lookup_seed,True,bounded_static_theta_candidate,theta_90226227899075,True,0.561181810096,flow_shield,1.25,1.18415842735,1.25,0.75,0.75,0.964942772777,0.646975367323,1,1,0.661724678313,0.65,0.388491666396,0.828983638641,1,10.2346811674,1,0,0,False,False,False,False,False
g557_gcst_00064,g557_gcst_00064,map_family_lookup_control,map_family_lookup_control,True,bounded_static_theta_candidate,theta_39215180964166,True,1.45628584639,flow_shield,1.25,1.04437636494,1.25,0.75,0.75,0.938137059393,0.618243827821,0.9,1,0.731489410509,0.65,0.266899928206,0.947093045426,0.94656883253,11.445516735,1,0,0,False,False,False,False,False
g557_gcst_00065,g557_gcst_00065,tabular_only_control,tabular_only_control,True,bounded_static_theta_candidate,theta_00133737270925,True,0.9014994986,flow_shield,1.25,1.06389645749,1.25,0.75,0.75,1.21130212634,0.549975292547,1,1,0.594884300495,0.65,0.270754666171,0.73428335808,1,11.3011394858,1,0,0,False,False,False,False,False
g557_gcst_00066,g557_gcst_00066,graph_only_no_goal_ablation,graph_only_no_goal_ablation,True,bounded_static_theta_candidate,theta_65388880713282,True,0.77223549148,flow_shield,1.25,1.21015610554,1.25,0.75,0.75,1.11867152467,0.768884950456,1,1,0.648494285114,0.65,0.395055670849,0.791124999207,0.886484537225,10.3876423773,1,0,0,False,False,False,False,False
g557_gcst_00067,g557_gcst_00067,no_traffic_ablation,no_traffic_ablation,True,bounded_static_theta_candidate,theta_02767606937798,True,0.194943503747,flow_shield,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.603744747331,0.705457295061,0.273462196405,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_gcst_00068,g557_gcst_00068,warmup_probe_mode_w_diagnostic,warmup_probe_mode_w_diagnostic,True,bounded_static_theta_candidate,theta_87305537960270,True,1.04190848479,flow_shield,1.25,1.20776348624,1.25,0.75,0.75,0.999068173471,0.745636577716,0.913272862315,1,0.618295914532,0.65,0.305938191819,0.890379315153,0.952986950233,10.4914547822,1,0,0,False,False,False,False,False
