context_id,topology_id,map_family,agent_count,density,bottleneck_score_proxy,feature_source,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g557_ctx_00000027,g557_topology_027_irregular,irregular,25,0.000508626302083,0.161845936308,pre_run_only,False,False,False,False,False
g557_ctx_00000028,g557_topology_028_irregular,irregular,25,0.000508626302083,0.401883156234,pre_run_only,False,False,False,False,False
g557_ctx_00000029,g557_topology_029_irregular,irregular,25,0.000508626302083,0.251798206404,pre_run_only,False,False,False,False,False
g557_ctx_00000030,g557_topology_030_irregular,irregular,25,0.000508626302083,0.134302741395,pre_run_only,False,False,False,False,False
g557_ctx_00000031,g557_topology_031_irregular,irregular,25,0.000508626302083,0.101685256629,pre_run_only,False,False,False,False,False
g557_ctx_00000032,g557_topology_032_irregular,irregular,25,0.000508626302083,0.360603188794,pre_run_only,False,False,False,False,False
g557_ctx_00000033,g557_topology_033_irregular,irregular,25,0.000508626302083,0.358626392747,pre_run_only,False,False,False,False,False
g557_ctx_00000034,g557_topology_034_qd_empty,qd_empty,25,0.0244140625,0.170751318497,pre_run_only,False,False,False,False,False
g557_ctx_00000035,g557_topology_035_qd_empty,qd_empty,25,0.0108506944444,0.343122823754,pre_run_only,False,False,False,False,False
g557_ctx_00000036,g557_topology_036_qd_empty,qd_empty,25,0.09765625,0.14788481423,pre_run_only,False,False,False,False,False
g557_ctx_00000037,g557_topology_037_qd_random,qd_random,25,0.030525030525,0.375808208384,pre_run_only,False,False,False,False,False
g557_ctx_00000038,g557_topology_038_qd_random,qd_random,25,0.00763125763126,0.362563884872,pre_run_only,False,False,False,False,False
g557_ctx_00000039,g557_topology_039_qd_random,qd_random,25,0.0271444082519,0.119764120472,pre_run_only,False,False,False,False,False
g557_ctx_00000040,g557_topology_040_qd_random,qd_random,25,0.00678241996744,0.345060769878,pre_run_only,False,False,False,False,False
g557_ctx_00000041,g557_topology_041_qd_maze,qd_maze,25,0.033921302578,0.362527184946,pre_run_only,False,False,False,False,False
g557_ctx_00000042,g557_topology_042_qd_maze,qd_maze,25,0.030525030525,0.33821518357,pre_run_only,False,False,False,False,False
g557_ctx_00000043,g557_topology_043_qd_maze,qd_maze,25,0.00190737773709,0.499996410007,pre_run_only,False,False,False,False,False
g557_ctx_00000044,g557_topology_044_qd_maze,qd_maze,25,0.00254323499491,0.626978606043,pre_run_only,False,False,False,False,False
g557_ctx_00000045,g557_topology_045_qd_room,qd_room,25,0.0297973778308,0.319642420715,pre_run_only,False,False,False,False,False
g557_ctx_00000046,g557_topology_046_qd_room,qd_room,25,0.00744490768314,0.297511614977,pre_run_only,False,False,False,False,False
g557_ctx_00000047,g557_topology_047_qd_room,qd_room,25,0.00763125763126,0.364801430397,pre_run_only,False,False,False,False,False
g557_ctx_00000048,g557_topology_048_qd_warehouse,qd_warehouse,25,0.00250100040016,0.435291689417,pre_run_only,False,False,False,False,False
g557_ctx_00000049,g557_topology_049_qd_warehouse,qd_warehouse,25,0.00250100040016,0.391617026766,pre_run_only,False,False,False,False,False
g557_ctx_00000050,g557_topology_050_qd_warehouse,qd_warehouse,25,0.000659352252347,0.357405295189,pre_run_only,False,False,False,False,False
g557_ctx_00000051,g557_topology_051_qd_warehouse,qd_warehouse,25,0.000659352252347,0.336246437507,pre_run_only,False,False,False,False,False
g557_ctx_00000052,g557_topology_052_qd_bottleneck,qd_bottleneck,25,0.00939143501127,0.356606596787,pre_run_only,False,False,False,False,False
g557_ctx_00000053,g557_topology_053_qd_bottleneck,qd_bottleneck,25,0.00939143501127,0.429194001612,pre_run_only,False,False,False,False,False
g557_ctx_00000054,g557_topology_054_qd_bottleneck,qd_bottleneck,25,0.00984639621898,0.357251995496,pre_run_only,False,False,False,False,False
g557_ctx_00000055,g557_topology_055_qd_bottleneck,qd_bottleneck,25,0.00813802083333,0.373827962344,pre_run_only,False,False,False,False,False
g557_ctx_00000056,g557_topology_056_qd_bottleneck,qd_bottleneck,25,0.00813802083333,0.397936964126,pre_run_only,False,False,False,False,False
g557_ctx_00000057,g557_topology_057_qd_bottleneck,qd_bottleneck,25,0.00813802083333,0.453982002036,pre_run_only,False,False,False,False,False
g557_ctx_00000058,g557_topology_058_qd_irregular,qd_irregular,25,0.000476844434272,0.214222981554,pre_run_only,False,False,False,False,False
g557_ctx_00000059,g557_topology_059_qd_irregular,qd_irregular,25,0.000476844434272,0.386043937912,pre_run_only,False,False,False,False,False
g557_ctx_00000060,g557_topology_000_empty,empty,50,0.048828125,0.217914074172,pre_run_only,False,False,False,False,False
g557_ctx_00000061,g557_topology_001_empty,empty,50,0.0217013888889,0.286335437329,pre_run_only,False,False,False,False,False
g557_ctx_00000062,g557_topology_002_empty,empty,50,0.1953125,0.314598930802,pre_run_only,False,False,False,False,False
g557_ctx_00000063,g557_topology_003_random,random,50,0.0610500610501,0.129762900474,pre_run_only,False,False,False,False,False
g557_ctx_00000064,g557_topology_004_random,random,50,0.0152625152625,0.133726642547,pre_run_only,False,False,False,False,False
g557_ctx_00000065,g557_topology_005_random,random,50,0.0542888165038,0.120139319721,pre_run_only,False,False,False,False,False
g557_ctx_00000066,g557_topology_006_random,random,50,0.0135648399349,0.114237631525,pre_run_only,False,False,False,False,False
g557_ctx_00000067,g557_topology_007_maze,maze,50,0.067842605156,0.66486008028,pre_run_only,False,False,False,False,False
g557_ctx_00000068,g557_topology_008_maze,maze,50,0.0610500610501,0.527938954122,pre_run_only,False,False,False,False,False
g557_ctx_00000069,g557_topology_009_maze,maze,50,0.00381475547417,0.42497476005,pre_run_only,False,False,False,False,False
g557_ctx_00000070,g557_topology_010_maze,maze,50,0.00508646998983,0.570938468123,pre_run_only,False,False,False,False,False
g557_ctx_00000071,g557_topology_011_room,room,50,0.0595947556615,0.407617894764,pre_run_only,False,False,False,False,False
g557_ctx_00000072,g557_topology_012_room,room,50,0.0148898153663,0.131524096952,pre_run_only,False,False,False,False,False
g557_ctx_00000073,g557_topology_013_room,room,50,0.0152625152625,0.166199577601,pre_run_only,False,False,False,False,False
g557_ctx_00000074,g557_topology_014_warehouse,warehouse,50,0.00500200080032,0.340037979924,pre_run_only,False,False,False,False,False
g557_ctx_00000075,g557_topology_015_warehouse,warehouse,50,0.00500200080032,0.651988856022,pre_run_only,False,False,False,False,False
g557_ctx_00000076,g557_topology_016_warehouse,warehouse,50,0.00131870450469,0.413234733531,pre_run_only,False,False,False,False,False
g557_ctx_00000077,g557_topology_017_warehouse,warehouse,50,0.00131870450469,0.353951502097,pre_run_only,False,False,False,False,False
g557_ctx_00000078,g557_topology_018_bottleneck,bottleneck,50,0.0187828700225,0.57053001894,pre_run_only,False,False,False,False,False
g557_ctx_00000079,g557_topology_019_bottleneck,bottleneck,50,0.0187828700225,0.516675276649,pre_run_only,False,False,False,False,False
g557_ctx_00000080,g557_topology_020_bottleneck,bottleneck,50,0.019692792438,0.501857006286,pre_run_only,False,False,False,False,False
g557_ctx_00000081,g557_topology_021_bottleneck,bottleneck,50,0.0162760416667,0.576757906484,pre_run_only,False,False,False,False,False
g557_ctx_00000082,g557_topology_022_bottleneck,bottleneck,50,0.0162760416667,0.496788666423,pre_run_only,False,False,False,False,False
g557_ctx_00000083,g557_topology_023_bottleneck,bottleneck,50,0.0162760416667,0.669991770016,pre_run_only,False,False,False,False,False
g557_ctx_00000084,g557_topology_024_irregular,irregular,50,0.000953688868544,0.24801506397,pre_run_only,False,False,False,False,False
g557_ctx_00000085,g557_topology_025_irregular,irregular,50,0.000953688868544,0.397586214828,pre_run_only,False,False,False,False,False
g557_ctx_00000086,g557_topology_026_irregular,irregular,50,0.000953688868544,0.152026005948,pre_run_only,False,False,False,False,False
g557_ctx_00000087,g557_topology_027_irregular,irregular,50,0.00101725260417,0.161845936308,pre_run_only,False,False,False,False,False
g557_ctx_00000088,g557_topology_028_irregular,irregular,50,0.00101725260417,0.401883156234,pre_run_only,False,False,False,False,False
g557_ctx_00000089,g557_topology_029_irregular,irregular,50,0.00101725260417,0.251798206404,pre_run_only,False,False,False,False,False
g557_ctx_00000090,g557_topology_030_irregular,irregular,50,0.00101725260417,0.134302741395,pre_run_only,False,False,False,False,False
g557_ctx_00000091,g557_topology_031_irregular,irregular,50,0.00101725260417,0.101685256629,pre_run_only,False,False,False,False,False
g557_ctx_00000092,g557_topology_032_irregular,irregular,50,0.00101725260417,0.360603188794,pre_run_only,False,False,False,False,False
g557_ctx_00000093,g557_topology_033_irregular,irregular,50,0.00101725260417,0.358626392747,pre_run_only,False,False,False,False,False
g557_ctx_00000094,g557_topology_034_qd_empty,qd_empty,50,0.048828125,0.170751318497,pre_run_only,False,False,False,False,False
g557_ctx_00000095,g557_topology_035_qd_empty,qd_empty,50,0.0217013888889,0.343122823754,pre_run_only,False,False,False,False,False
g557_ctx_00000096,g557_topology_036_qd_empty,qd_empty,50,0.1953125,0.14788481423,pre_run_only,False,False,False,False,False
g557_ctx_00000097,g557_topology_037_qd_random,qd_random,50,0.0610500610501,0.375808208384,pre_run_only,False,False,False,False,False
g557_ctx_00000098,g557_topology_038_qd_random,qd_random,50,0.0152625152625,0.362563884872,pre_run_only,False,False,False,False,False
g557_ctx_00000099,g557_topology_039_qd_random,qd_random,50,0.0542888165038,0.119764120472,pre_run_only,False,False,False,False,False
g557_ctx_00000100,g557_topology_040_qd_random,qd_random,50,0.0135648399349,0.345060769878,pre_run_only,False,False,False,False,False
g557_ctx_00000101,g557_topology_041_qd_maze,qd_maze,50,0.067842605156,0.362527184946,pre_run_only,False,False,False,False,False
g557_ctx_00000102,g557_topology_042_qd_maze,qd_maze,50,0.0610500610501,0.33821518357,pre_run_only,False,False,False,False,False
g557_ctx_00000103,g557_topology_043_qd_maze,qd_maze,50,0.00381475547417,0.499996410007,pre_run_only,False,False,False,False,False
g557_ctx_00000104,g557_topology_044_qd_maze,qd_maze,50,0.00508646998983,0.626978606043,pre_run_only,False,False,False,False,False
g557_ctx_00000105,g557_topology_045_qd_room,qd_room,50,0.0595947556615,0.319642420715,pre_run_only,False,False,False,False,False
g557_ctx_00000106,g557_topology_046_qd_room,qd_room,50,0.0148898153663,0.297511614977,pre_run_only,False,False,False,False,False
g557_ctx_00000107,g557_topology_047_qd_room,qd_room,50,0.0152625152625,0.364801430397,pre_run_only,False,False,False,False,False
g557_ctx_00000108,g557_topology_048_qd_warehouse,qd_warehouse,50,0.00500200080032,0.435291689417,pre_run_only,False,False,False,False,False
g557_ctx_00000109,g557_topology_049_qd_warehouse,qd_warehouse,50,0.00500200080032,0.391617026766,pre_run_only,False,False,False,False,False
g557_ctx_00000110,g557_topology_050_qd_warehouse,qd_warehouse,50,0.00131870450469,0.357405295189,pre_run_only,False,False,False,False,False
g557_ctx_00000111,g557_topology_051_qd_warehouse,qd_warehouse,50,0.00131870450469,0.336246437507,pre_run_only,False,False,False,False,False
g557_ctx_00000112,g557_topology_052_qd_bottleneck,qd_bottleneck,50,0.0187828700225,0.356606596787,pre_run_only,False,False,False,False,False
g557_ctx_00000113,g557_topology_053_qd_bottleneck,qd_bottleneck,50,0.0187828700225,0.429194001612,pre_run_only,False,False,False,False,False
g557_ctx_00000114,g557_topology_054_qd_bottleneck,qd_bottleneck,50,0.019692792438,0.357251995496,pre_run_only,False,False,False,False,False
g557_ctx_00000115,g557_topology_055_qd_bottleneck,qd_bottleneck,50,0.0162760416667,0.373827962344,pre_run_only,False,False,False,False,False
g557_ctx_00000116,g557_topology_056_qd_bottleneck,qd_bottleneck,50,0.0162760416667,0.397936964126,pre_run_only,False,False,False,False,False
g557_ctx_00000117,g557_topology_057_qd_bottleneck,qd_bottleneck,50,0.0162760416667,0.453982002036,pre_run_only,False,False,False,False,False
g557_ctx_00000118,g557_topology_058_qd_irregular,qd_irregular,50,0.000953688868544,0.214222981554,pre_run_only,False,False,False,False,False
g557_ctx_00000119,g557_topology_059_qd_irregular,qd_irregular,50,0.000953688868544,0.386043937912,pre_run_only,False,False,False,False,False
g557_ctx_00000120,g557_topology_000_empty,empty,75,0.0732421875,0.217914074172,pre_run_only,False,False,False,False,False
g557_ctx_00000121,g557_topology_001_empty,empty,75,0.0325520833333,0.286335437329,pre_run_only,False,False,False,False,False
g557_ctx_00000122,g557_topology_002_empty,empty,75,0.29296875,0.314598930802,pre_run_only,False,False,False,False,False
g557_ctx_00000123,g557_topology_003_random,random,75,0.0915750915751,0.129762900474,pre_run_only,False,False,False,False,False
g557_ctx_00000124,g557_topology_004_random,random,75,0.0228937728938,0.133726642547,pre_run_only,False,False,False,False,False
g557_ctx_00000125,g557_topology_005_random,random,75,0.0814332247557,0.120139319721,pre_run_only,False,False,False,False,False
g557_ctx_00000126,g557_topology_006_random,random,75,0.0203472599023,0.114237631525,pre_run_only,False,False,False,False,False
g557_ctx_00000127,g557_topology_007_maze,maze,75,0.101763907734,0.66486008028,pre_run_only,False,False,False,False,False
g557_ctx_00000128,g557_topology_008_maze,maze,75,0.0915750915751,0.527938954122,pre_run_only,False,False,False,False,False
g557_ctx_00000129,g557_topology_009_maze,maze,75,0.00572213321126,0.42497476005,pre_run_only,False,False,False,False,False
g557_ctx_00000130,g557_topology_010_maze,maze,75,0.00762970498474,0.570938468123,pre_run_only,False,False,False,False,False
g557_ctx_00000131,g557_topology_011_room,room,75,0.0893921334923,0.407617894764,pre_run_only,False,False,False,False,False
g557_ctx_00000132,g557_topology_012_room,room,75,0.0223347230494,0.131524096952,pre_run_only,False,False,False,False,False
g557_ctx_00000133,g557_topology_013_room,room,75,0.0228937728938,0.166199577601,pre_run_only,False,False,False,False,False
g557_ctx_00000134,g557_topology_014_warehouse,warehouse,75,0.00750300120048,0.340037979924,pre_run_only,False,False,False,False,False
g557_ctx_00000135,g557_topology_015_warehouse,warehouse,75,0.00750300120048,0.651988856022,pre_run_only,False,False,False,False,False
g557_ctx_00000136,g557_topology_016_warehouse,warehouse,75,0.00197805675704,0.413234733531,pre_run_only,False,False,False,False,False
g557_ctx_00000137,g557_topology_017_warehouse,warehouse,75,0.00197805675704,0.353951502097,pre_run_only,False,False,False,False,False
g557_ctx_00000138,g557_topology_018_bottleneck,bottleneck,75,0.0281743050338,0.57053001894,pre_run_only,False,False,False,False,False
g557_ctx_00000139,g557_topology_019_bottleneck,bottleneck,75,0.0281743050338,0.516675276649,pre_run_only,False,False,False,False,False
g557_ctx_00000140,g557_topology_020_bottleneck,bottleneck,75,0.029539188657,0.501857006286,pre_run_only,False,False,False,False,False
g557_ctx_00000141,g557_topology_021_bottleneck,bottleneck,75,0.0244140625,0.576757906484,pre_run_only,False,False,False,False,False
g557_ctx_00000142,g557_topology_022_bottleneck,bottleneck,75,0.0244140625,0.496788666423,pre_run_only,False,False,False,False,False
g557_ctx_00000143,g557_topology_023_bottleneck,bottleneck,75,0.0244140625,0.669991770016,pre_run_only,False,False,False,False,False
g557_ctx_00000144,g557_topology_024_irregular,irregular,75,0.00143053330282,0.24801506397,pre_run_only,False,False,False,False,False
g557_ctx_00000145,g557_topology_025_irregular,irregular,75,0.00143053330282,0.397586214828,pre_run_only,False,False,False,False,False
g557_ctx_00000146,g557_topology_026_irregular,irregular,75,0.00143053330282,0.152026005948,pre_run_only,False,False,False,False,False
g557_ctx_00000147,g557_topology_027_irregular,irregular,75,0.00152587890625,0.161845936308,pre_run_only,False,False,False,False,False
g557_ctx_00000148,g557_topology_028_irregular,irregular,75,0.00152587890625,0.401883156234,pre_run_only,False,False,False,False,False
g557_ctx_00000149,g557_topology_029_irregular,irregular,75,0.00152587890625,0.251798206404,pre_run_only,False,False,False,False,False
g557_ctx_00000150,g557_topology_030_irregular,irregular,75,0.00152587890625,0.134302741395,pre_run_only,False,False,False,False,False
g557_ctx_00000151,g557_topology_031_irregular,irregular,75,0.00152587890625,0.101685256629,pre_run_only,False,False,False,False,False
g557_ctx_00000152,g557_topology_032_irregular,irregular,75,0.00152587890625,0.360603188794,pre_run_only,False,False,False,False,False
g557_ctx_00000153,g557_topology_033_irregular,irregular,75,0.00152587890625,0.358626392747,pre_run_only,False,False,False,False,False
g557_ctx_00000154,g557_topology_034_qd_empty,qd_empty,75,0.0732421875,0.170751318497,pre_run_only,False,False,False,False,False
g557_ctx_00000155,g557_topology_035_qd_empty,qd_empty,75,0.0325520833333,0.343122823754,pre_run_only,False,False,False,False,False
g557_ctx_00000156,g557_topology_036_qd_empty,qd_empty,75,0.29296875,0.14788481423,pre_run_only,False,False,False,False,False
g557_ctx_00000157,g557_topology_037_qd_random,qd_random,75,0.0915750915751,0.375808208384,pre_run_only,False,False,False,False,False
g557_ctx_00000158,g557_topology_038_qd_random,qd_random,75,0.0228937728938,0.362563884872,pre_run_only,False,False,False,False,False
g557_ctx_00000159,g557_topology_039_qd_random,qd_random,75,0.0814332247557,0.119764120472,pre_run_only,False,False,False,False,False
g557_ctx_00000160,g557_topology_040_qd_random,qd_random,75,0.0203472599023,0.345060769878,pre_run_only,False,False,False,False,False
g557_ctx_00000161,g557_topology_041_qd_maze,qd_maze,75,0.101763907734,0.362527184946,pre_run_only,False,False,False,False,False
g557_ctx_00000162,g557_topology_042_qd_maze,qd_maze,75,0.0915750915751,0.33821518357,pre_run_only,False,False,False,False,False
g557_ctx_00000163,g557_topology_043_qd_maze,qd_maze,75,0.00572213321126,0.499996410007,pre_run_only,False,False,False,False,False
g557_ctx_00000164,g557_topology_044_qd_maze,qd_maze,75,0.00762970498474,0.626978606043,pre_run_only,False,False,False,False,False
g557_ctx_00000165,g557_topology_045_qd_room,qd_room,75,0.0893921334923,0.319642420715,pre_run_only,False,False,False,False,False
g557_ctx_00000166,g557_topology_046_qd_room,qd_room,75,0.0223347230494,0.297511614977,pre_run_only,False,False,False,False,False
g557_ctx_00000167,g557_topology_047_qd_room,qd_room,75,0.0228937728938,0.364801430397,pre_run_only,False,False,False,False,False
g557_ctx_00000168,g557_topology_048_qd_warehouse,qd_warehouse,75,0.00750300120048,0.435291689417,pre_run_only,False,False,False,False,False
g557_ctx_00000169,g557_topology_049_qd_warehouse,qd_warehouse,75,0.00750300120048,0.391617026766,pre_run_only,False,False,False,False,False
g557_ctx_00000170,g557_topology_050_qd_warehouse,qd_warehouse,75,0.00197805675704,0.357405295189,pre_run_only,False,False,False,False,False
g557_ctx_00000171,g557_topology_051_qd_warehouse,qd_warehouse,75,0.00197805675704,0.336246437507,pre_run_only,False,False,False,False,False
g557_ctx_00000172,g557_topology_052_qd_bottleneck,qd_bottleneck,75,0.0281743050338,0.356606596787,pre_run_only,False,False,False,False,False
g557_ctx_00000173,g557_topology_053_qd_bottleneck,qd_bottleneck,75,0.0281743050338,0.429194001612,pre_run_only,False,False,False,False,False
g557_ctx_00000174,g557_topology_054_qd_bottleneck,qd_bottleneck,75,0.029539188657,0.357251995496,pre_run_only,False,False,False,False,False
g557_ctx_00000175,g557_topology_055_qd_bottleneck,qd_bottleneck,75,0.0244140625,0.373827962344,pre_run_only,False,False,False,False,False
g557_ctx_00000176,g557_topology_056_qd_bottleneck,qd_bottleneck,75,0.0244140625,0.397936964126,pre_run_only,False,False,False,False,False
g557_ctx_00000177,g557_topology_057_qd_bottleneck,qd_bottleneck,75,0.0244140625,0.453982002036,pre_run_only,False,False,False,False,False
g557_ctx_00000178,g557_topology_058_qd_irregular,qd_irregular,75,0.00143053330282,0.214222981554,pre_run_only,False,False,False,False,False
g557_ctx_00000179,g557_topology_059_qd_irregular,qd_irregular,75,0.00143053330282,0.386043937912,pre_run_only,False,False,False,False,False
g557_ctx_00000180,g557_topology_000_empty,empty,100,0.09765625,0.217914074172,pre_run_only,False,False,False,False,False
g557_ctx_00000181,g557_topology_001_empty,empty,100,0.0434027777778,0.286335437329,pre_run_only,False,False,False,False,False
g557_ctx_00000182,g557_topology_002_empty,empty,100,0.390625,0.314598930802,pre_run_only,False,False,False,False,False
g557_ctx_00000183,g557_topology_003_random,random,100,0.1221001221,0.129762900474,pre_run_only,False,False,False,False,False
g557_ctx_00000184,g557_topology_004_random,random,100,0.030525030525,0.133726642547,pre_run_only,False,False,False,False,False
g557_ctx_00000185,g557_topology_005_random,random,100,0.108577633008,0.120139319721,pre_run_only,False,False,False,False,False
g557_ctx_00000186,g557_topology_006_random,random,100,0.0271296798698,0.114237631525,pre_run_only,False,False,False,False,False
g557_ctx_00000187,g557_topology_007_maze,maze,100,0.135685210312,0.66486008028,pre_run_only,False,False,False,False,False
g557_ctx_00000188,g557_topology_008_maze,maze,100,0.1221001221,0.527938954122,pre_run_only,False,False,False,False,False
g557_ctx_00000189,g557_topology_009_maze,maze,100,0.00762951094835,0.42497476005,pre_run_only,False,False,False,False,False
g557_ctx_00000190,g557_topology_010_maze,maze,100,0.0101729399797,0.570938468123,pre_run_only,False,False,False,False,False
g557_ctx_00000191,g557_topology_011_room,room,100,0.119189511323,0.407617894764,pre_run_only,False,False,False,False,False
g557_ctx_00000192,g557_topology_012_room,room,100,0.0297796307326,0.131524096952,pre_run_only,False,False,False,False,False
g557_ctx_00000193,g557_topology_013_room,room,100,0.030525030525,0.166199577601,pre_run_only,False,False,False,False,False
g557_ctx_00000194,g557_topology_014_warehouse,warehouse,100,0.0100040016006,0.340037979924,pre_run_only,False,False,False,False,False
g557_ctx_00000195,g557_topology_015_warehouse,warehouse,100,0.0100040016006,0.651988856022,pre_run_only,False,False,False,False,False
g557_ctx_00000196,g557_topology_016_warehouse,warehouse,100,0.00263740900939,0.413234733531,pre_run_only,False,False,False,False,False
g557_ctx_00000197,g557_topology_017_warehouse,warehouse,100,0.00263740900939,0.353951502097,pre_run_only,False,False,False,False,False
g557_ctx_00000198,g557_topology_018_bottleneck,bottleneck,100,0.0375657400451,0.57053001894,pre_run_only,False,False,False,False,False
g557_ctx_00000199,g557_topology_019_bottleneck,bottleneck,100,0.0375657400451,0.516675276649,pre_run_only,False,False,False,False,False
g557_ctx_00000200,g557_topology_020_bottleneck,bottleneck,100,0.0393855848759,0.501857006286,pre_run_only,False,False,False,False,False
g557_ctx_00000201,g557_topology_021_bottleneck,bottleneck,100,0.0325520833333,0.576757906484,pre_run_only,False,False,False,False,False
g557_ctx_00000202,g557_topology_022_bottleneck,bottleneck,100,0.0325520833333,0.496788666423,pre_run_only,False,False,False,False,False
g557_ctx_00000203,g557_topology_023_bottleneck,bottleneck,100,0.0325520833333,0.669991770016,pre_run_only,False,False,False,False,False
g557_ctx_00000204,g557_topology_024_irregular,irregular,100,0.00190737773709,0.24801506397,pre_run_only,False,False,False,False,False
g557_ctx_00000205,g557_topology_025_irregular,irregular,100,0.00190737773709,0.397586214828,pre_run_only,False,False,False,False,False
g557_ctx_00000206,g557_topology_026_irregular,irregular,100,0.00190737773709,0.152026005948,pre_run_only,False,False,False,False,False
g557_ctx_00000207,g557_topology_027_irregular,irregular,100,0.00203450520833,0.161845936308,pre_run_only,False,False,False,False,False
g557_ctx_00000208,g557_topology_028_irregular,irregular,100,0.00203450520833,0.401883156234,pre_run_only,False,False,False,False,False
g557_ctx_00000209,g557_topology_029_irregular,irregular,100,0.00203450520833,0.251798206404,pre_run_only,False,False,False,False,False
g557_ctx_00000210,g557_topology_030_irregular,irregular,100,0.00203450520833,0.134302741395,pre_run_only,False,False,False,False,False
g557_ctx_00000211,g557_topology_031_irregular,irregular,100,0.00203450520833,0.101685256629,pre_run_only,False,False,False,False,False
g557_ctx_00000212,g557_topology_032_irregular,irregular,100,0.00203450520833,0.360603188794,pre_run_only,False,False,False,False,False
g557_ctx_00000213,g557_topology_033_irregular,irregular,100,0.00203450520833,0.358626392747,pre_run_only,False,False,False,False,False
g557_ctx_00000214,g557_topology_034_qd_empty,qd_empty,100,0.09765625,0.170751318497,pre_run_only,False,False,False,False,False
g557_ctx_00000215,g557_topology_035_qd_empty,qd_empty,100,0.0434027777778,0.343122823754,pre_run_only,False,False,False,False,False
g557_ctx_00000216,g557_topology_036_qd_empty,qd_empty,100,0.390625,0.14788481423,pre_run_only,False,False,False,False,False
g557_ctx_00000217,g557_topology_037_qd_random,qd_random,100,0.1221001221,0.375808208384,pre_run_only,False,False,False,False,False
g557_ctx_00000218,g557_topology_038_qd_random,qd_random,100,0.030525030525,0.362563884872,pre_run_only,False,False,False,False,False
g557_ctx_00000219,g557_topology_039_qd_random,qd_random,100,0.108577633008,0.119764120472,pre_run_only,False,False,False,False,False
