context_id,topology_id,map,map_family,agent_count,density,start_goal_regime,pre_run_node_flow_prior_mean,pre_run_edge_flow_prior_p90,expected_edge_conflict_proxy,opposing_flow_ratio_proxy,flow_concentration_top5_percent,traffic_input_mode,uses_solver_probe,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g557_ctx_00000018,g557_topology_018_bottleneck,connector,bottleneck,25,0.00939143501127,start_clustered_goal_dispersed,0.156039533451,0.241304585685,0.284173707535,0.616090967818,0.240862518275,P,False,False,False,False,False,False
g557_ctx_00000019,g557_topology_019_bottleneck,corners,bottleneck,25,0.00939143501127,start_clustered_goal_dispersed,0.201516842496,0.285644962005,0.343294209294,0.103547792904,0.388663772672,P,False,False,False,False,False,False
g557_ctx_00000020,g557_topology_020_bottleneck,tunnel,bottleneck,25,0.00984639621898,start_clustered_goal_dispersed,0.176609037723,0.26422610796,0.312915892404,0.246878106244,0.28996992006,P,False,False,False,False,False,False
g557_ctx_00000021,g557_topology_021_bottleneck,loop-chain,bottleneck,25,0.00813802083333,central_choke_point,0.120295404722,0.258557550854,0.312191317805,0.274238251523,0.373577252845,P,False,False,False,False,False,False
g557_ctx_00000022,g557_topology_022_bottleneck,string,bottleneck,25,0.00813802083333,central_choke_point,0.222837799637,0.358536385896,0.445496431195,0.63084483831,0.70684003632,P,False,False,False,False,False,False
g557_ctx_00000023,g557_topology_023_bottleneck,tree,bottleneck,25,0.00813802083333,central_choke_point,0.141135363042,0.278876510216,0.339283263621,0.0712722574555,0.441307117386,P,False,False,False,False,False,False
g557_ctx_00000024,g557_topology_024_irregular,Berlin_1_256,irregular,25,0.000476844434272,low_conflict_easy,0.116170912314,0.146270759442,0.193120301519,0.0680914638171,0.458958532083,P,False,False,False,False,False,False
g557_ctx_00000025,g557_topology_025_irregular,Boston_0_256,irregular,25,0.000476844434272,low_conflict_easy,0.130625083405,0.160363576256,0.211910723938,0.375976048048,0.505934588131,P,False,False,False,False,False,False
g557_ctx_00000026,g557_topology_026_irregular,Paris_1_256,irregular,25,0.000476844434272,low_conflict_easy,0.0572580301395,0.0888306993219,0.116533554692,0.676398647203,0.267491665017,P,False,False,False,False,False,False
g557_ctx_00000027,g557_topology_027_irregular,brc202d,irregular,25,0.000508626302083,high_conflict_adversarial,0.0872427533465,0.178266030216,0.23565353508,0.717045465909,0.563702522595,P,False,False,False,False,False,False
g557_ctx_00000028,g557_topology_028_irregular,den312d,irregular,25,0.000508626302083,high_conflict_adversarial,0.168067991696,0.257070637607,0.340726344934,0.612818474363,0.826384547231,P,False,False,False,False,False,False
g557_ctx_00000029,g557_topology_029_irregular,den520d,irregular,25,0.000508626302083,high_conflict_adversarial,0.180702966426,0.269389737969,0.357151812083,0.185538628923,0.867448215104,P,False,False,False,False,False,False
g557_ctx_00000030,g557_topology_030_irregular,lak303d,irregular,25,0.000508626302083,uniform_random,0.0306132666055,0.0630522806435,0.0820352023163,0.297250705499,0.179656690687,P,False,False,False,False,False,False
g557_ctx_00000031,g557_topology_031_irregular,orz900d,irregular,25,0.000508626302083,uniform_random,0.102359523113,0.133004880738,0.175305335776,0.62492985014,0.412832024336,P,False,False,False,False,False,False
g557_ctx_00000032,g557_topology_032_irregular,ost003d,irregular,25,0.000508626302083,uniform_random,0.0468454341412,0.0788786439908,0.103137020113,0.744673010654,0.232411235178,P,False,False,False,False,False,False
g557_ctx_00000033,g557_topology_033_irregular,w_woundedcoast,irregular,25,0.000508626302083,opposite_side_cross_flow,0.17672077439,0.205507100734,0.271974962437,0.550417099166,0.654506090988,P,False,False,False,False,False,False
g557_ctx_00000034,g557_topology_034_qd_empty,empty-32-32,qd_empty,25,0.0244140625,opposite_side_cross_flow,0.321456093025,0.49722828445,0.565314795933,0.440847718305,0.192583864832,P,False,False,False,False,False,False
g557_ctx_00000035,g557_topology_035_qd_empty,empty-48-48,qd_empty,25,0.0108506944444,opposite_side_cross_flow,0.167246859256,0.261425062774,0.305163972588,0.664523170954,0.22037520925,P,False,False,False,False,False,False
g557_ctx_00000036,g557_topology_036_qd_empty,empty-16-16,qd_empty,25,0.09765625,same_room_local_flow,1,1,1,0.289311321377,0.201306197388,P,False,False,False,False,False,False
g557_ctx_00000037,g557_topology_037_qd_random,random-32-32-20,qd_random,25,0.030525030525,same_room_local_flow,0.497481903937,0.707352548646,0.821036609428,0.0731188537623,0.52633999732,P,False,False,False,False,False,False
g557_ctx_00000038,g557_topology_038_qd_random,random-64-64-20,qd_random,25,0.00763125763126,same_room_local_flow,0.273915526894,0.345144561799,0.42966771854,0.447571904856,0.692606414787,P,False,False,False,False,False,False
g557_ctx_00000039,g557_topology_039_qd_random,random-32-32-10,qd_random,25,0.0271444082519,room_to_room_door_bottleneck,0.380990588507,0.632475595782,0.734723161368,0.179200841598,0.479587490825,P,False,False,False,False,False,False
g557_ctx_00000040,g557_topology_040_qd_random,random-64-64-10,qd_random,25,0.00678241996744,room_to_room_door_bottleneck,0.102788196811,0.232947737686,0.283467303711,0.280192439615,0.369547260905,P,False,False,False,False,False,False
g557_ctx_00000041,g557_topology_041_qd_maze,maze-32-32-4,qd_maze,25,0.033921302578,room_to_room_door_bottleneck,0.454376736294,0.746721524128,0.859943488525,0.422265555469,0.453793592413,P,False,False,False,False,False,False
g557_ctx_00000042,g557_topology_042_qd_maze,maze-32-32-2,qd_maze,25,0.030525030525,warehouse_aisle_to_aisle,0.497474503952,0.70734533366,0.821026989447,0.271080557839,0.526315947368,P,False,False,False,False,False,False
g557_ctx_00000043,g557_topology_043_qd_maze,maze-128-128-2,qd_maze,25,0.00190737773709,warehouse_aisle_to_aisle,0.119071540479,0.158111231711,0.203185464666,0.567021065958,0.41259477481,P,False,False,False,False,False,False
g557_ctx_00000044,g557_topology_044_qd_maze,maze-128-128-10,qd_maze,25,0.00254323499491,warehouse_aisle_to_aisle,0.167833945309,0.209660477144,0.269374362879,0.0777416445167,0.546274157452,P,False,False,False,False,False,False
g557_ctx_00000045,g557_topology_045_qd_room,room-32-32-4,qd_room,25,0.0297973778308,many_to_one_goal_clustered,0.435631177844,0.642463878732,0.737428993653,0.13647012706,0.353703592593,P,False,False,False,False,False,False
g557_ctx_00000046,g557_topology_046_qd_room,room-64-64-8,qd_room,25,0.00744490768314,many_to_one_goal_clustered,0.192693485488,0.264779066755,0.323259124941,0.569520760958,0.435902428195,P,False,False,False,False,False,False
g557_ctx_00000047,g557_topology_047_qd_room,room-64-64-16,qd_room,25,0.00763125763126,many_to_one_goal_clustered,0.1984626778,0.271578033932,0.331579014717,0.660207679585,0.447384655231,P,False,False,False,False,False,False
g557_ctx_00000048,g557_topology_048_qd_warehouse,warehouse-10-20-10-2-1,qd_warehouse,25,0.00250100040016,start_clustered_goal_dispersed,0.131779801266,0.174241608756,0.222318143407,0.739222121556,0.430745338509,P,False,False,False,False,False,False
g557_ctx_00000049,g557_topology_049_qd_warehouse,warehouse-10-20-10-2-2,qd_warehouse,25,0.00250100040016,start_clustered_goal_dispersed,0.220283624259,0.260532836173,0.337373113297,0.73376493247,0.718382763234,P,False,False,False,False,False,False
g557_ctx_00000050,g557_topology_050_qd_warehouse,warehouse-20-40-10-2-1,qd_warehouse,25,0.000659352252347,start_clustered_goal_dispersed,0.0268843890838,0.0603661985465,0.0778508557193,0.38596502807,0.161659526681,P,False,False,False,False,False,False
g557_ctx_00000051,g557_topology_051_qd_warehouse,warehouse-20-40-10-2-2,qd_warehouse,25,0.000659352252347,central_choke_point,0.182699077454,0.272285519708,0.360409950601,0.445135909728,0.868057263885,P,False,False,False,False,False,False
g557_ctx_00000052,g557_topology_052_qd_bottleneck,connector,qd_bottleneck,25,0.00939143501127,central_choke_point,0.257034131461,0.399774318746,0.495466684949,0.326349647301,0.76909496181,P,False,False,False,False,False,False
g557_ctx_00000053,g557_topology_053_qd_bottleneck,corners,qd_bottleneck,25,0.00939143501127,central_choke_point,0.283229279071,0.425314587665,0.529520376842,0.361067477865,0.854229191542,P,False,False,False,False,False,False
g557_ctx_00000054,g557_topology_054_qd_bottleneck,tunnel,qd_bottleneck,25,0.00984639621898,low_conflict_easy,0.240219710502,0.326246513919,0.395609767016,0.198631402737,0.496704606591,P,False,False,False,False,False,False
g557_ctx_00000055,g557_topology_055_qd_bottleneck,loop-chain,qd_bottleneck,25,0.00813802083333,low_conflict_easy,0.16044612442,0.23770450256,0.284387253413,0.276715546569,0.304067091866,P,False,False,False,False,False,False
g557_ctx_00000056,g557_topology_056_qd_bottleneck,string,qd_bottleneck,25,0.00813802083333,low_conflict_easy,0.208892627527,0.284939843089,0.347367707452,0.264202371595,0.461518226964,P,False,False,False,False,False,False
g557_ctx_00000057,g557_topology_057_qd_bottleneck,tree,qd_bottleneck,25,0.00813802083333,high_conflict_adversarial,0.292838259636,0.426786834395,0.536497029193,0.689094521811,0.934341531317,P,False,False,False,False,False,False
g557_ctx_00000058,g557_topology_058_qd_irregular,Berlin_1_256,qd_irregular,25,0.000476844434272,high_conflict_adversarial,0.182062180531,0.270514745954,0.358778950201,0.499493601013,0.87310515379,P,False,False,False,False,False,False
g557_ctx_00000059,g557_topology_059_qd_irregular,Boston_0_256,qd_irregular,25,0.000476844434272,high_conflict_adversarial,0.0646118154319,0.156000639982,0.206093475572,0.497803804392,0.491391467217,P,False,False,False,False,False,False
g557_ctx_00000060,g557_topology_000_empty,empty-32-32,empty,50,0.048828125,uniform_random,0.668265935343,0.98917647446,1,0.249642400715,0.367567414865,P,False,False,False,False,False,False
g557_ctx_00000061,g557_topology_001_empty,empty-48-48,empty,50,0.0217013888889,uniform_random,0.287776011948,0.447300361649,0.509594926644,0.454266691467,0.188917872164,P,False,False,False,False,False,False
g557_ctx_00000062,g557_topology_002_empty,empty-16-16,empty,50,0.1953125,uniform_random,1,1,1,0.633220633559,0.534071731857,P,False,False,False,False,False,False
g557_ctx_00000063,g557_topology_003_random,random-32-32-20,random,50,0.0610500610501,opposite_side_cross_flow,0.801795394212,1,1,0.705868588263,0.324882650235,P,False,False,False,False,False,False
g557_ctx_00000064,g557_topology_004_random,random-64-64-20,random,50,0.0152625152625,opposite_side_cross_flow,0.356308836833,0.473554962066,0.570356555038,0.554969190062,0.662765624469,P,False,False,False,False,False,False
g557_ctx_00000065,g557_topology_005_random,random-32-32-10,random,50,0.0542888165038,opposite_side_cross_flow,0.777432346113,1,1,0.296673906652,0.509391281217,P,False,False,False,False,False,False
g557_ctx_00000066,g557_topology_006_random,random-64-64-10,random,50,0.0135648399349,same_room_local_flow,0.283801437172,0.392164892833,0.468627164037,0.134965830068,0.493325913348,P,False,False,False,False,False,False
g557_ctx_00000067,g557_topology_007_maze,maze-32-32-4,maze,50,0.067842605156,same_room_local_flow,0.885832518429,1,1,0.658736982526,0.333094083812,P,False,False,False,False,False,False
g557_ctx_00000068,g557_topology_008_maze,maze-32-32-2,maze,50,0.0610500610501,same_room_local_flow,0.896145805511,1,1,0.584485331029,0.631521486957,P,False,False,False,False,False,False
g557_ctx_00000069,g557_topology_009_maze,maze-128-128-2,maze,50,0.00381475547417,room_to_room_door_bottleneck,0.210438936366,0.319210922444,0.410355541363,0.631500037,0.835151079698,P,False,False,False,False,False,False
g557_ctx_00000070,g557_topology_010_maze,maze-128-128-10,maze,50,0.00508646998983,room_to_room_door_bottleneck,0.171428419096,0.289187469555,0.365237412781,0.729893940212,0.65877003246,P,False,False,False,False,False,False
g557_ctx_00000071,g557_topology_011_room,room-32-32-4,room,50,0.0595947556615,room_to_room_door_bottleneck,0.800144297924,1,1,0.601782996434,0.576273497453,P,False,False,False,False,False,False
g557_ctx_00000072,g557_topology_012_room,room-64-64-8,room,50,0.0148898153663,warehouse_aisle_to_aisle,0.317968305815,0.433824934977,0.518873985171,0.0842264315471,0.552694194612,P,False,False,False,False,False,False
g557_ctx_00000073,g557_topology_013_room,room-64-64-16,room,50,0.0152625152625,warehouse_aisle_to_aisle,0.249223251004,0.369146515883,0.43114529346,0.552028495943,0.314737470525,P,False,False,False,False,False,False
g557_ctx_00000074,g557_topology_014_warehouse,warehouse-10-20-10-2-1,warehouse,50,0.00500200080032,warehouse_aisle_to_aisle,0.199449130754,0.255975507527,0.321292673501,0.522682454635,0.553131643737,P,False,False,False,False,False,False
g557_ctx_00000075,g557_topology_015_warehouse,warehouse-10-20-10-2-2,warehouse,50,0.00500200080032,many_to_one_goal_clustered,0.134197661257,0.192355324767,0.236465763155,0.738461923076,0.341064367871,P,False,False,False,False,False,False
g557_ctx_00000076,g557_topology_016_warehouse,warehouse-20-40-10-2-1,warehouse,50,0.00131870450469,many_to_one_goal_clustered,0.129230027245,0.164307114944,0.213801335239,0.221242757514,0.468568112864,P,False,False,False,False,False,False
g557_ctx_00000077,g557_topology_017_warehouse,warehouse-20-40-10-2-2,warehouse,50,0.00131870450469,many_to_one_goal_clustered,0.0334642187768,0.0709354516869,0.0893057842304,0.238352823294,0.157329235342,P,False,False,False,False,False,False
g557_ctx_00000078,g557_topology_018_bottleneck,connector,bottleneck,50,0.0187828700225,start_clustered_goal_dispersed,0.356047578964,0.495478470631,0.585506480752,0.52290505419,0.524622700755,P,False,False,False,False,False,False
g557_ctx_00000079,g557_topology_019_bottleneck,corners,bottleneck,50,0.0187828700225,start_clustered_goal_dispersed,0.327003837051,0.467160822267,0.547749616266,0.455777988444,0.430230539539,P,False,False,False,False,False,False
g557_ctx_00000080,g557_topology_020_bottleneck,tunnel,bottleneck,50,0.019692792438,start_clustered_goal_dispersed,0.264243653396,0.41170215442,0.470165036142,0.401031797936,0.190772968454,P,False,False,False,False,False,False
g557_ctx_00000081,g557_topology_021_bottleneck,loop-chain,bottleneck,50,0.0162760416667,central_choke_point,0.254791981041,0.440961244016,0.522844158687,0.324997950004,0.493308313383,P,False,False,False,False,False,False
g557_ctx_00000082,g557_topology_022_bottleneck,string,bottleneck,50,0.0162760416667,central_choke_point,0.277246736132,0.462854630229,0.552035340305,0.705386289227,0.566286267427,P,False,False,False,False,False,False
g557_ctx_00000083,g557_topology_023_bottleneck,tree,bottleneck,50,0.0162760416667,central_choke_point,0.280859928906,0.466377493183,0.556732490911,0.22420515159,0.578029143942,P,False,False,False,False,False,False
g557_ctx_00000084,g557_topology_024_irregular,Berlin_1_256,irregular,50,0.000953688868544,low_conflict_easy,0.140537808235,0.173032602901,0.226895381728,0.684849730301,0.519554010892,P,False,False,False,False,False,False
g557_ctx_00000085,g557_topology_025_irregular,Boston_0_256,irregular,50,0.000953688868544,low_conflict_easy,0.136187816935,0.168791361384,0.221240393038,0.276292747415,0.505416539167,P,False,False,False,False,False,False
g557_ctx_00000086,g557_topology_026_irregular,Paris_1_256,irregular,50,0.000953688868544,low_conflict_easy,0.135980817349,0.168589536788,0.220971293576,0.66989006022,0.504743790512,P,False,False,False,False,False,False
g557_ctx_00000087,g557_topology_027_irregular,brc202d,irregular,50,0.00101725260417,high_conflict_adversarial,0.0818670919299,0.176229106038,0.230903130967,0.18235503529,0.52639519721,P,False,False,False,False,False,False
g557_ctx_00000088,g557_topology_028_irregular,den312d,irregular,50,0.00101725260417,high_conflict_adversarial,0.134221787221,0.227274933946,0.298964234845,0.613594072812,0.696547956904,P,False,False,False,False,False,False
g557_ctx_00000089,g557_topology_029_irregular,den520d,irregular,50,0.00101725260417,high_conflict_adversarial,0.198951457761,0.290386362723,0.383112806548,0.26305507389,0.906919386161,P,False,False,False,False,False,False
g557_ctx_00000090,g557_topology_030_irregular,lak303d,irregular,50,0.00101725260417,uniform_random,0.0653803249035,0.100154508187,0.129470333833,0.611097877804,0.272813204374,P,False,False,False,False,False,False
g557_ctx_00000091,g557_topology_031_irregular,orz900d,irregular,50,0.00101725260417,uniform_random,0.127733200198,0.160948561599,0.210529071715,0.329167141666,0.47546004908,P,False,False,False,False,False,False
g557_ctx_00000092,g557_topology_032_irregular,ost003d,irregular,50,0.00101725260417,uniform_random,0.170380514903,0.202529693437,0.265970580832,0.200167899664,0.614063821872,P,False,False,False,False,False,False
g557_ctx_00000093,g557_topology_033_irregular,w_woundedcoast,irregular,50,0.00101725260417,opposite_side_cross_flow,0.11223723119,0.145839991816,0.190384312005,0.5856501287,0.425098149804,P,False,False,False,False,False,False
g557_ctx_00000094,g557_topology_034_qd_empty,empty-32-32,qd_empty,50,0.048828125,opposite_side_cross_flow,0.671728928417,0.992552892707,1,0.352946094108,0.378822142356,P,False,False,False,False,False,False
g557_ctx_00000095,g557_topology_035_qd_empty,empty-48-48,qd_empty,50,0.0217013888889,opposite_side_cross_flow,0.414991957516,0.571335908578,0.674975655882,0.521489657021,0.602369695261,P,False,False,False,False,False,False
g557_ctx_00000096,g557_topology_036_qd_empty,empty-16-16,qd_empty,50,0.1953125,same_room_local_flow,1,1,1,0.610133979732,0.598828502343,P,False,False,False,False,False,False
g557_ctx_00000097,g557_topology_037_qd_random,random-32-32-20,qd_random,50,0.0610500610501,same_room_local_flow,0.756072485658,1,1,0.461851876296,0.176283197434,P,False,False,False,False,False,False
g557_ctx_00000098,g557_topology_038_qd_random,random-64-64-20,qd_random,50,0.0152625152625,same_room_local_flow,0.287944573561,0.406899805376,0.481483012785,0.360370979258,0.440581768836,P,False,False,False,False,False,False
g557_ctx_00000099,g557_topology_039_qd_random,random-32-32-10,qd_random,50,0.0542888165038,room_to_room_door_bottleneck,0.776836147305,1,1,0.0686416627167,0.707453635093,P,False,False,False,False,False,False
g557_ctx_00000100,g557_topology_040_qd_random,random-64-64-10,qd_random,50,0.0135648399349,room_to_room_door_bottleneck,0.340020324734,0.506978308206,0.621711717868,0.188071223858,0.876037297925,P,False,False,False,False,False,False
g557_ctx_00000101,g557_topology_041_qd_maze,maze-32-32-4,qd_maze,50,0.067842605156,room_to_room_door_bottleneck,0.817166055762,1,1,0.552573794852,0.309928080144,P,False,False,False,False,False,False
g557_ctx_00000102,g557_topology_042_qd_maze,maze-32-32-2,qd_maze,50,0.0610500610501,warehouse_aisle_to_aisle,0.822463352876,1,1,0.725038049924,0.392053515893,P,False,False,False,False,False,False
g557_ctx_00000103,g557_topology_043_qd_maze,maze-128-128-2,qd_maze,50,0.00381475547417,warehouse_aisle_to_aisle,0.106521744201,0.157891660083,0.195263191547,0.675146349707,0.29742020516,P,False,False,False,False,False,False
g557_ctx_00000104,g557_topology_044_qd_maze,maze-128-128-10,qd_maze,50,0.00508646998983,warehouse_aisle_to_aisle,0.19547137101,0.252629347671,0.316493250269,0.101757896484,0.536909626181,P,False,False,False,False,False,False
g557_ctx_00000105,g557_topology_045_qd_room,room-32-32-4,qd_room,50,0.0595947556615,many_to_one_goal_clustered,0.726080046052,1,1,0.690160619679,0.135564678871,P,False,False,False,False,False,False
g557_ctx_00000106,g557_topology_046_qd_room,room-64-64-8,qd_room,50,0.0148898153663,many_to_one_goal_clustered,0.361241019269,0.476015830595,0.575128512662,0.340353819292,0.693330513339,P,False,False,False,False,False,False
g557_ctx_00000107,g557_topology_047_qd_room,room-64-64-16,qd_room,50,0.0152625152625,many_to_one_goal_clustered,0.191398166654,0.312767058641,0.355972683805,0.165638368723,0.126805946388,P,False,False,False,False,False,False
g557_ctx_00000108,g557_topology_048_qd_warehouse,warehouse-10-20-10-2-1,qd_warehouse,50,0.00500200080032,start_clustered_goal_dispersed,0.0732515831487,0.132932898612,0.157235861615,0.203921292157,0.142989614021,P,False,False,False,False,False,False
g557_ctx_00000109,g557_topology_049_qd_warehouse,warehouse-10-20-10-2-2,qd_warehouse,50,0.00500200080032,start_clustered_goal_dispersed,0.0750881794755,0.134723580031,0.15962343684,0.125401749197,0.148958552083,P,False,False,False,False,False,False
g557_ctx_00000110,g557_topology_050_qd_warehouse,warehouse-20-40-10-2-1,qd_warehouse,50,0.00131870450469,start_clustered_goal_dispersed,0.0374782107488,0.0748490938596,0.094523973794,0.277425345149,0.170374709251,P,False,False,False,False,False,False
g557_ctx_00000111,g557_topology_051_qd_warehouse,warehouse-20-40-10-2-2,qd_warehouse,50,0.00131870450469,central_choke_point,0.0712709431633,0.167797007964,0.218454525933,0.282565434869,0.480201089598,P,False,False,False,False,False,False
g557_ctx_00000112,g557_topology_052_qd_bottleneck,connector,qd_bottleneck,50,0.0187828700225,central_choke_point,0.412406066247,0.610427995732,0.73877251422,0.291715816568,0.907787784424,P,False,False,False,False,False,False
g557_ctx_00000113,g557_topology_053_qd_bottleneck,corners,qd_bottleneck,50,0.0187828700225,central_choke_point,0.280218530622,0.481545148498,0.566928717907,0.100187099626,0.478178293643,P,False,False,False,False,False,False
g557_ctx_00000114,g557_topology_054_qd_bottleneck,tunnel,qd_bottleneck,50,0.019692792438,low_conflict_easy,0.292541796799,0.439292844239,0.506952622566,0.692247315505,0.282741934516,P,False,False,False,False,False,False
g557_ctx_00000115,g557_topology_055_qd_bottleneck,loop-chain,qd_bottleneck,50,0.0162760416667,low_conflict_easy,0.251247188131,0.377505070928,0.438235927904,0.516543466913,0.281787736425,P,False,False,False,False,False,False
g557_ctx_00000116,g557_topology_056_qd_bottleneck,string,qd_bottleneck,50,0.0162760416667,low_conflict_easy,0.238585413455,0.365159840618,0.421775620824,0.587882424235,0.240636968726,P,False,False,False,False,False,False
g557_ctx_00000117,g557_topology_057_qd_bottleneck,tree,qd_bottleneck,50,0.0162760416667,high_conflict_adversarial,0.299628291369,0.484676646585,0.581131362113,0.405926888146,0.639026321947,P,False,False,False,False,False,False
g557_ctx_00000118,g557_topology_058_qd_irregular,Berlin_1_256,qd_irregular,50,0.000953688868544,high_conflict_adversarial,0.0900713091684,0.183827766311,0.241288932941,0.742493215014,0.555537888924,P,False,False,False,False,False,False
g557_ctx_00000119,g557_topology_059_qd_irregular,Boston_0_256,qd_irregular,50,0.000953688868544,high_conflict_adversarial,0.0900163092784,0.183774141418,0.241217433084,0.0848991302017,0.555359139282,P,False,False,False,False,False,False
g557_ctx_00000120,g557_topology_000_empty,empty-32-32,empty,75,0.0732421875,uniform_random,0.975973055866,1,1,0.549946000108,0.415467119066,P,False,False,False,False,False,False
g557_ctx_00000121,g557_topology_001_empty,empty-48-48,empty,75,0.0325520833333,uniform_random,0.472516636216,0.695781845311,0.797500793748,0.568261463477,0.366147817704,P,False,False,False,False,False,False
g557_ctx_00000122,g557_topology_002_empty,empty-16-16,empty,75,0.29296875,uniform_random,1,1,1,0.585395329209,0.266442567115,P,False,False,False,False,False,False
g557_ctx_00000123,g557_topology_003_random,random-32-32-20,random,75,0.0915750915751,opposite_side_cross_flow,1,1,1,0.324310551379,0.114093271813,P,False,False,False,False,False,False
g557_ctx_00000124,g557_topology_004_random,random-64-64-20,random,75,0.0228937728938,opposite_side_cross_flow,0.388454647267,0.552974050316,0.64572364218,0.556526686947,0.469620460759,P,False,False,False,False,False,False
g557_ctx_00000125,g557_topology_005_random,random-32-32-10,random,75,0.0814332247557,opposite_side_cross_flow,1,1,1,0.308210583579,0.474226351547,P,False,False,False,False,False,False
g557_ctx_00000126,g557_topology_006_random,random-64-64-10,random,75,0.0203472599023,same_room_local_flow,0.430968345225,0.578381873979,0.689786792363,0.155853088294,0.707103985792,P,False,False,False,False,False,False
g557_ctx_00000127,g557_topology_007_maze,maze-32-32-4,maze,75,0.101763907734,same_room_local_flow,1,1,1,0.0667656664687,0.442729364541,P,False,False,False,False,False,False
g557_ctx_00000128,g557_topology_008_maze,maze-32-32-2,maze,75,0.0915750915751,same_room_local_flow,1,1,1,0.404472991054,0.14313976372,P,False,False,False,False,False,False
g557_ctx_00000129,g557_topology_009_maze,maze-128-128-2,maze,75,0.00572213321126,room_to_room_door_bottleneck,0.170045595775,0.291843895112,0.366236660637,0.459591580817,0.62948499103,P,False,False,False,False,False,False
