instance_uid,evaluation_uid,map,agent_count,solver_scenario_path,solver_scenario_sha256,actual_solver_scenario_from_instance_assignment,pre_audit_result
c57affd60ef0176bef7c595c46e64b100197a7ee4d2dd2e0d34912cc7318d2fe,cfb3ee91632c2a0069a2d3a1fe0512aa22a283b2ea41108b233ead200d582387,g559-synth-game-den-32,16,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-den-32-random-7954.scen,fbd818318b225095a061f8568b149722b3cb9f50130e65ea166a0a8fa6ff6f80,True,requires_actual_file_parse
ef809d20a19bdccee1a43d83e6691de9e1231a1dfc88e1f76ff9e39e85f507a3,bfd9d07442ccf5db55ade40b7726ccc194a095e9bc585088e0f8b01c04942105,g559-synth-tunnel-38,96,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tunnel-38-random-8263.scen,c2daa7691f8440b15387cfb6ca075e421b686028cd447220cc4359b68b9b3573,True,requires_actual_file_parse
e20d4240aea5262db75bbf00dfe9fb316e9edf9a904896706b9d66d052e3bffb,523908fdf09b4c42b32168e0d3e9f230bb0799a4a8276bc742add119aba12fe5,empty-16-16,32,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-16-16-random-8393.scen,0f3d8b9d46bd1427760afff4e9b505088f009cb849d5ac7133bf289c702accb9,True,requires_actual_file_parse
546f4099a31d77d09e45d8977a7e3d72e94d9942c184748dc212df93a1c087c3,4ca47d03747c36fc5d8011224305472ba3fba94ceb8221acf6c01479601ffac8,empty-8-8,16,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-8-8-random-8800.scen,80c1e45a4083b9ab2e0f49b73047f1b7b7b68a3382b7d318f7451e6411db0c83,True,requires_actual_file_parse
ef1b2e3b81e5d0be479b84ea7dbf7515f1851b3dd7c5f5562066641e4c782b47,0b2abb4e5682350d3bdc76727f4e921b2b4edfe39471a55dc8c2ed71ed1918e0,g559-synth-game-lak-32,256,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-lak-32-random-7887.scen,ebfa44ec78211d59f4b702bfc7cceeb8e84cb0849946aab8f43d729f04732e8d,True,requires_actual_file_parse
a9b6a8d8e8b70d2bc105713e33a2f3c603e2069a39d931a381c33628b8358d77,aeec6a9f7bb606bb00d23a06fdd5c0f64d30d0be0da1f5b65b39839e46c67607,g559-synth-city-boston-32,96,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-boston-32-random-7165.scen,5a8adbd30a4e9f5560874e04fd0e404894131534d0810d5e28a665ade2ea3672,True,requires_actual_file_parse
adcbbc7211eb5f0270d9f2f9d8a484df5f14d9ad4c430fc9ec6e4eee5025ba7b,504105b1d62cdf4ebb7d06d0a256651587b8d2a22ed3dca795b07ead6e1dae75,g559-synth-warehouse-b-36,256,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-b-36-random-8019.scen,4db3761bc94d912fc82c670867f17e292457b14ababe2b0ad4b631003ad2de36,True,requires_actual_file_parse
29bc4f64ee33591e2450ea51073990b7af63d177041353cf41f9aa3d5bbd817a,e35e3966d75974e412177aec1e013d0c4f6b2a568216f39a2f3dbbfad3259d27,random-32-32-10,128,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-10-random-8708.scen,c27c7f96e10cb46753221c1c252758e8c7a0c2d8f43067362812942e9bac0999,True,requires_actual_file_parse
6aeb45540dc5d0f1874b92e130a402ead4f88b717a860c86aba815baeb731318,d2b3f4a395c7cb47d8cee0daf93fac54272fa75b3aec32bf17c89f8cfbc5e26f,g559-synth-connector-32,16,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-connector-32-random-7396.scen,d2b2f4d8586173fdb1e97dad134ed151f769106b009176b5f2c0f2d5bcab08cc,True,requires_actual_file_parse
5f4afa9d7454d4aa27ca19a7a977440f2b519212ce70325db95bfd2aadd9610c,bb5471ce32c730e1bdc358b4c9775e241156a29d718ae08befdf74e94593e9b9,random-8-8-20,32,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-8-8-20-random-8251.scen,edbfc80731ce63911831b2aa4333b11a6f5c2ed8fdb6381f4c4b8d849c44e09c,True,requires_actual_file_parse
26913b15aa8582e2119226bfad28ac6150db38233f2bc2c74ddd1c75c8aee5dc,de542bb7fb3454e3e920a79b25654b62c7cc002f200e88fb5a4220d23a76414e,g559-synth-tree-42,256,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tree-42-random-7449.scen,bc9e58101f781e8d0071ceced98ba3be1c158d9e87ee99540e614b2f337f1494,True,requires_actual_file_parse
95b7a45017fee13a46137eab8424e1222cb3a5b25c71fb913174dba2efb74a3a,601932baf416e1cf37bf127463e37bfa845bb8f4f69be432988ad2fa41403030,g559-synth-loop-chain-36,64,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-loop-chain-36-random-8238.scen,80be1a8c3aa791b020979beb4550b1eca5fe014943b32c00b6129e5371fdb2f3,True,requires_actual_file_parse
ecc6478fca9d83bc816dffde9394a4471f4c51de6b87ba8c71f104d2e7af9b1a,1460b130b08014b22c121b30b880120f990e7fdcbe16b84a914fecab9a05fdb9,g559-synth-corners-34,32,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-corners-34-random-7613.scen,4575db43a03cb22bb8d736614f09379ab679ef8fa8636bdbaab552e2703587a3,True,requires_actual_file_parse
f2a1a58531e9a9fd613eb8b09f04c00de0dae1be3740a085db304013dd99edaa,97aac5eb500a64c2bdf48e5ede521890c15a56c29b47ce93f0183f2903ba59f9,maze-36-32-4,32,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-36-32-4-random-8543.scen,cb02d178178017cbcd4ab6d24c23ec3c42e449f2316b3064776038cab8a2df07,True,requires_actual_file_parse
d7d3a16c052672da14e66d59ed22a47ae51ce6aa8c4e5b3b85576244691cc85f,3108c88b2a02deaed92f9b28e62e8183e2df505a494fb376428f9c4de889bc59,empty-32-32,64,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-32-32-random-8274.scen,16bc4156c0eb0c8bbdb0bd105b4140f67e1d98254666b830d547a079c7e786ed,True,requires_actual_file_parse
17c7d56b0d7a87787492f36b2cbc679bda946eb8e68f63b8a135c36aae565083,10febb3e86ed316dd4474d8d7877ef517121be7d1403cc874ab2b6ca4bc73ff5,random-32-32-10,128,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-10-random-7028.scen,c771ad27297b61f079d07ff83f9833829dc754b045f0bd650534f15e773f12c2,True,requires_actual_file_parse
4ec85353c5f1bd059c6b58da9798925377783da2e12f1b1ecbf136e5a64b5ad4,2773892813798b5ad8732c27632406aff5b27151c7f9f9118ee67c1e222209eb,room-40-32-8,96,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-40-32-8-random-8593.scen,91267d010254f9218a7fb388077719ba5e39ed310a790c59b40f77755e777b52,True,requires_actual_file_parse
fa84793c41882378939a283d266713feca6ecec25963d9de33e420821de757fa,125ada23ab68e2c11ec34c4795e68cb646259a03386776d5b7470742b9ef1350,g559-synth-city-boston-32,96,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-boston-32-random-8005.scen,d7ccdfe42035369e6ea26fdbd10e71f6843903ab3864014bfb25dd03ccf70fec,True,requires_actual_file_parse
2043bb45954fbc298a0e34fd21d7013b9651fff0ed04f534b4b342923e984a25,fe8cee6c21fbda0ef9a6101f7d0608eae53dd991f2728e344ae6d440f7e349e4,maze-36-32-4,32,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-36-32-4-random-8063.scen,51c87599ba0ba5da64a053971f5162cd5fe42e6787fc96558666164300dbd24b,True,requires_actual_file_parse
ea485be42801919b7b0f4c761f99fc94ff5a1b838463e7979eb5bf3cab7d8c15,b9d51e410da592caedb869635a93f8b9899e9e2743410b9e080edfae091566e7,random-32-32-10,128,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-10-random-7508.scen,88605c61d00fa20daaa23567bde9cbc5b7257d3f1ad8e11488bf4a980d827711,True,requires_actual_file_parse
689f0eff921eaab667c1c1d1773c4b524431622b6ee03e615e9e9e6241ec1c52,22778298524d28a4c67c07dc508cd4a0e5406e8bfcc35962e5821d3284c77e90,maze-32-32-2,16,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-32-32-2-random-8014.scen,5303515afae4ed98ffc640aee3e3a022f6f0806f83b3c970131f900a955fbfab,True,requires_actual_file_parse
5651c32b155ef1b7f69d3b8328ea13ef19d7e28bcb1cc5417a0977575d453ab4,a85e78bbe58a512a7641d0daf61b341e4ac80afdefd9ded676a30f381e7e188c,g559-synth-loop-chain-36,64,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-loop-chain-36-random-7902.scen,7ab424e2fbb135b933206a70bad9237aedceacbeafa3d910cd50c2d6a81ca9bc,True,requires_actual_file_parse
02aadff368073de183775ff396b97600e2a5dad71da9c301aebfb8b03ea9b492,27b2ef91e15f652fb5904c27d99bd51511c431b6855d1d21aed39bf5a8c404e3,g559-synth-game-den-32,16,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-den-32-random-8746.scen,497df06f8bfd12918b588c1b89f081ed4e4c4a0498a75cb18e47eab325c486fa,True,requires_actual_file_parse
465fe5b83adad3e8a18fb8497da172eaa496274d690158b7d3ab26d165aa5f44,14a47a23de2948de4dc3415fabe75d204c8932ef2784cbfe7cfd839a248d03f7,g559-synth-city-boston-32,96,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-boston-32-random-7837.scen,682469986fe6e5b06d7b756f50976eba805a70544dbf3a0920f3e19b3895bad4,True,requires_actual_file_parse
0423f270738fbe4b1f1c50b39286fb4c6306b68d9db90c82c513a59598c91603,ed367ad95df1abdaf1c836c971fa3e1b47a8e282a1c6ba0db81fba16bfc0165a,g559-synth-corners-34,32,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-corners-34-random-7133.scen,2a0da625d5a8008e80c6aa35682489d4ef3ce6a7734e36109bcdd3441a04a47b,True,requires_actual_file_parse
72c44b119b846cf6692ca3184b2116b9a9fe6d779b9a89d70ed1ce169b97fd64,07a8eae54c3628c1be97f5301548831dcfe91ceb9fd4946191e7289be11aefa9,g559-synth-city-berlin-32,64,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-berlin-32-random-8436.scen,c9519877b0bd624e5ada9f1a0dba3da97ed35563bedf5bf1e45a36203d3a9e4e,True,requires_actual_file_parse
ed6fb2fea942924b1ca6d7b4a3c1689f1c53ada6df3d6d04266d1582e9f5bb8e,53c26a04e2b212ecf86530f149d6c08c01c8be8715560938dad847302bd94a54,g559-synth-loop-chain-36,64,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-loop-chain-36-random-8646.scen,be86c83bd35974733a0c7f546f87b0b6ba3ed9ba5dea47b17ffd74cb84f0ec13,True,requires_actual_file_parse
9aaff8d709537c95accc81be678f51abd09b1e6fe85eba93901718623808f0f9,9c14d792a0170aea0e30974676ecb2af1d8cb62625bc155c4040eb9aaf015d27,random-8-8-20,32,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-8-8-20-random-8755.scen,87cb6b69da0b041bf16e15f57805732f0963ab6017b4cfdddddc1361edf91e20,True,requires_actual_file_parse
958d19be7bd74b2d0f2afba5cd1bd4edda3294bf84050c16662bff4c9ba71326,8a683d89a8e2a977826a25df0dc73f4270bd5dee7e1192bbce00ad8d3d0e5e4d,g559-synth-tree-42,256,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tree-42-random-7617.scen,32f07f25decb13b7ce2cc301994e62b8bb55366292224d8e0ab531d448d2b739,True,requires_actual_file_parse
0d0c8b8154ead53e50238943e9292401b151fc90c9a894221d402a81378add5c,8eaa6a1053233b9522d3747cbab0c56302cc01e84f2d031a04486a6defd4edc8,random-32-32-20,256,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-20-random-8541.scen,be28458849e74d20988a8a858bd9ba4de1feb6843419750c78462edb5163f734,True,requires_actual_file_parse
8c740484dd893a05e0e52789dfadd0ab5c78b9e061ae9e5e2f34bb6b7b1be056,e6a3ceb4b072502830bfa74f660b68e0360474f400376194fd640fe75cf4f49c,random-8-8-20,32,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-8-8-20-random-8035.scen,9c24133e772cc6c640c2881754c1062696ab4d4a36f177f69b132acdf1adf71d,True,requires_actual_file_parse
875e3d40f3f08df1a9c443ad615c1a0e6d39ee0ebe0e87a382ec8007559010a0,6aae0b82dfc1d66cf746a84fa6c66c31226c6664afd671efa032f6d51218a5d6,random-32-32-10,128,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-10-random-7916.scen,6370618fbbd5f9fe465166931dafb4a37557d262278a922199aea45dd97fb3bb,True,requires_actual_file_parse
56c2cfaff180ee715859f72e5b93b48b8d29480e5c2ae306340eac4d687b58b0,bb711b6eb711377189c96e8dcea0176f0ae017a917fd028e6e3055cad539c0b8,g559-synth-connector-32,16,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-connector-32-random-8764.scen,4f30230097dfdfc58af269b0bd7150d25c1af3ebe72f36d5cb13f3b167ddcf15,True,requires_actual_file_parse
17a0d5366c815c0ee4720106cb0ca01fa09031de8bab443f217a13250e0e3fe6,a630a12d4086c78c0dc1da65e4aef3ac91d503d621de0d6a3c1b42c0f6d1427f,empty-16-16,32,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-16-16-random-7217.scen,fdb0b495bdfe72badef748d51da1e20ceb264c0f6eb6d2cc4fade0390bd3630b,True,requires_actual_file_parse
2f94fefb3d1098588b60b673c0965a371c173ef9be9744f4f3576830661b815a,03b2cd257e67a3b8b12790a7d07365e34484d5387466512cd4ecc5396e8e2bec,g559-synth-warehouse-b-36,256,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-b-36-random-7395.scen,ba3baca76787114feef8650fc99525e10240a42d434fee077b5f1dcc4e6a6ab3,True,requires_actual_file_parse
74fa00e78e0b3c5b1c78709a4e23e8429821b4132111e7f5fa0e9a60278143bb,4d94ebe0a542edbb645f44de60c8ab80b8ebc243e8a2c31a5d38b0debb66847c,g559-synth-corners-34,32,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-corners-34-random-7925.scen,d918a598ff066cbfb8a3dfe2fdac4e930808493faf6a9a7a5d4ff12164cadf42,True,requires_actual_file_parse
d65c3df82a0a6c5cdeff5332be74fb0963870249fb7d319fca7f2cbe50bc1698,47f0de414d50e0da1fe7a030aa4b939759ac65896904358ccd3b7e0cd7ff2f2d,g559-synth-corners-34,32,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-corners-34-random-7397.scen,78600465926bb2b76ea5ee6e88671e6072d74f3b4ca6a99b8c87e65446580119,True,requires_actual_file_parse
6c3946f9176e572ba10464806fe94b112172cae5c80f0802bbc6c1dd6f5ed1c3,dcf4fa0fdc94e3d8d24b476bc655ac18fc56ddb505e3cc7301bf73353f4366af,empty-8-8,16,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-8-8-random-8416.scen,4133b84284a4e464c5f1a799401d0cd03dd53a2b43262a74d15e58561731e0d7,True,requires_actual_file_parse
39ebf1910a9730db806c277bd971ca396811905111ccd8674c332d43f4b0c8d9,643a135670ee63f2d728a9587299199ea8ef2feea238a9074d7397066271ea55,empty-16-16,32,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-16-16-random-7193.scen,11ed41858be62bc2cf2f1458a79808f3aa29f9d297cbb06f586e03d3acfe347f,True,requires_actual_file_parse
5f54f1bac612e279bdc1e52fd55f8c275fd6933814cce82c211e490126ee4c65,69abf8c47d1f39de5284f68711a163273aa2ac9c6cc9ea77cebc29eadd1124b3,g559-synth-string-40,128,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-string-40-random-8960.scen,c3f536cd2a495de74511dbcefd49c9267df8c961ee1f5a2bb36234ba1a7c436d,True,requires_actual_file_parse
af9699ec9a63bd0190ca6b56eb6635dde405be9d4be54bb7cf682400e8c8ed5d,19f8802301de324173d30136549b69d526b08f819f5d7988239677ec7cbc1741,empty-32-32,64,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-32-32-random-7098.scen,32f65929b67e347a017cae5986c2e186188c614b2a44e5594ba1f4769768caee,True,requires_actual_file_parse
958d19be7bd74b2d0f2afba5cd1bd4edda3294bf84050c16662bff4c9ba71326,f2727a3b7d5e306cc51ec5b2ef42c072e2e8c63526cd5778b287531f1f6a8109,g559-synth-tree-42,256,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tree-42-random-8073.scen,32f07f25decb13b7ce2cc301994e62b8bb55366292224d8e0ab531d448d2b739,True,requires_actual_file_parse
6c0bef5bf0c2446dee2fea72ed31567e0d25d51cddb6916514b532c6bffef883,76b36c89dc29991ef29a2c63e40f8cf08dd01de8498898bd973a1635606213e9,maze-32-32-2,16,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-32-32-2-random-8470.scen,516ad966bb51eca007b0691571e50a93fe009d3782d5b97504cc88169f3afd99,True,requires_actual_file_parse
2e74171c23790bbd67ceb2180cee2b83d237d69c11eac8c828aa16def57492f7,93661587dba4276d4a2d7af4d7ba2bbf2ad028d18be0cca8afff21b53305664f,empty-8-8,16,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-8-8-random-7120.scen,477f2842512ff796f61eb1041136bc4027481fdbd92b01e70b3bae16331f5494,True,requires_actual_file_parse
948e33ee8292d909ad0775a04aaf790c97f313f0348e1f32e544f6c0652332f1,5ed5b3e7c5e74be37dc85765cb5ad1fa599bba73eaf4c1b275903da49e7d29f2,empty-16-16,32,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-16-16-random-8633.scen,9011929639fb765bae2eda0b6b1d3c0a86100d4b60ce4cdba6e3b33f959ab4d8,True,requires_actual_file_parse
24256ace83bc5c040764bc498d634cd5e153fd60dea9f077fce8fd19556d4232,5ea33c47198b49ba6ce2201be0a7974601cf76dfc99615975f670170ec259157,maze-36-32-4,32,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-36-32-4-random-8951.scen,d9cccbefec89477229d5002ec066dd72ce21df6196431dbac9b954fd37544252,True,requires_actual_file_parse
efac2ba51cd66902f5d1ea64f79247064e8d3fea3d95f6b9544615532d09c9b4,41c55491098eb51796994541d16b13ceb649a156d77135f6a57a35c45af8eb8f,maze-36-32-4,32,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-36-32-4-random-7727.scen,d0033d18188842d22eeb61c1dc41013cf47f7feeebb2a0ca73b77d05d6e483bb,True,requires_actual_file_parse
5acfb3cd1043f734d120a4823c74e681521a0a5e12254e558acad73e7af9a11f,eca5f7a0e73424a8307781311188ec038ac95aad9d774b7214ae5976658e430a,empty-32-32,64,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-32-32-random-7026.scen,a634eca880d462ff541fc89ebee4b7358743c1536ae4064357ce50a3a9952beb,True,requires_actual_file_parse
157e949c99f8127498aa9c01c9b58ff1613fdaf6e5e61ec3278feb17c168bac2,44f26dd244e98ec98b11bb00fe901b8ddfea38f97003101029d53ca05f406a67,empty-32-32,64,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-32-32-random-7554.scen,e76c74f4a13ca05bc2890e064c8d08c031c04090d2ffd6e5e1198925f705e742,True,requires_actual_file_parse
2d65c8830b3d98ed8357d60e64c4f5d998aa7a2654f56da100d3ea78775bfeeb,e8c6a7b4b6478bdbd480f35a1665a7870adbe0c44358a9f903449f5af09103f9,g559-synth-city-boston-32,96,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-boston-32-random-7669.scen,7f6ec9b94d343cddfad8b03446c0952213d3e8827bf0d0933f06e548981ff87c,True,requires_actual_file_parse
514c413836a0a03a566920d3db12476746d8449b8e5fcf068bc74f67fa444f9a,1fc1cc64370768a26c400c5e13b084f60bcb23e8be1909fc3c148f7f08d093ae,maze-32-32-2,16,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-32-32-2-random-8854.scen,24911fbcb53b9d095d8a63a22a51c68ffe1236f36d00ab5c73cd1fb50e71e25d,True,requires_actual_file_parse
12456e0761ed823ab50b2db76c848584ac4f66dbbbc6f965a9d56b50031da383,a0e52a73d4e2081ae746350bc5d7e1af891ffa50509349130d196177a3c84d54,empty-16-16,32,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-16-16-random-7553.scen,2df1974e12374ee258171f4859e8231d82deecad53a16fb5465781803b46e445,True,requires_actual_file_parse
4e4661baa8951e57935e0fb291355a01d9c9d2a1fc2eaef98bdb28fd8742804d,dde106d11efea71e9f26747e520ae4e03b11a804a445f71d610f45bc1d18f5a3,g559-synth-connector-32,16,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-connector-32-random-8860.scen,6fbe65f411378fcf88239205d8b8d601ce515613bf16b40a4bd3c6961129b879,True,requires_actual_file_parse
a7fc2b809dd94815e9d2c0f9e96a3e2c0a811cb4fea483e0f68c9cecbf49b6f8,8e25945c66f1610b23e410804db2452618819a76d6d18d4aef6be8f94b4533ba,maze-32-32-2,16,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-32-32-2-random-8686.scen,468da09faf2b518be8462b982b2ca1dff2cb0f6636c660066aba95972bf872ca,True,requires_actual_file_parse
