g567_instance_uid,g567_evaluation_uid,map,map_family,width,height,free_cells,solver_seed,scenario_sha256,physical_map_sha256,assignment_sha256,pair_count,agent_count,start_goal_regime,nominal_budget_ms,base_time_limit_sec,solver_internal_time_limit_sec,process_hard_timeout_sec,budget_role,budget_contract,ltm_max_iterations,agent_density,scenario_bank_source,map_source_type,benchmark_source_path,benchmark_source_sha256,context_generation_stage,feature_materialization_stage,raw_map_path,raw_scenario_path,path_found_rate,path_found_rate_source,component_size,reachability_mode,distance_mode,start_goal_overlap_count,own_start_goal_match_count,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,split,blind_locked,scenario_source_type,official_scenario_consumed,g567_dataset_row_id,replay_scenario_path,replay_scenario_sha256
7a6fcfdee39a67b5efc0069f5384ff228948579292c682a9e951e002bdd4f9b0,ba84abc22788a168ff7bd7f64851aec9e552fb95e4edf74b17793da1159d66ea,empty_48_48,empty,48,48,2304,3567001602,c61434ea0326a0c11a54c675ed3c0627758a8030342706bdb21c31d248c91e8f,9d13ddc8f39d3e64f2cabea9a81c8d298d0f4a955b104589aea71b07b2606d4f,945b7154aab145c65691acc2b0f3b42da15f6859c1717dd7365721694c9d9062,256,256,room_to_room_door_bottleneck,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,uniform_all_agent_tiers_primary_30s_hard_timeout_60s,12,0.1111111111111111,g567_component_aware_mixed_public_benchmark_and_synthetic,canonical_public_benchmark_map,external/benchmarks/movingai_mapf/extracted/mapf-map/empty-48-48.map,9d13ddc8f39d3e64f2cabea9a81c8d298d0f4a955b104589aea71b07b2606d4f,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_scenario_bank/maps/empty_48_48.map,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_scenario_bank/scenarios/empty_48_48-random-3567001602.scen,1.0,same_connected_component_no_path_materialization,2304,component_connected_no_path_materialization,manhattan_lower_bound_no_path_materialization,0,0,False,False,False,False,False,GATE3A_PREFLIGHT,False,czr004_derived_on_public_parent_map,False,g567_gate3a_a5_00010,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_replay_scenarios/empty_48_48-random-3567001602.scen,c61434ea0326a0c11a54c675ed3c0627758a8030342706bdb21c31d248c91e8f
d760e3da0ff7bfcc8ee4ddf691a5ad2cc665cbfabad4f6e0b9f14d5163c929c1,3b40b3667481cc3b45d4f3651ded615ee6bcc05907aed6c134f900977fd49daa,empty_48_48,empty,48,48,2304,3567001928,96ebd27af8c4839cec65675bedab93547a9661c8286d165e1c0fa39ca608599c,9d13ddc8f39d3e64f2cabea9a81c8d298d0f4a955b104589aea71b07b2606d4f,ca7907e5b26a7752525d22345b160c833f13a5ead49dff52de88bff236e860a5,256,256,room_to_room_door_bottleneck,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,uniform_all_agent_tiers_primary_30s_hard_timeout_60s,12,0.1111111111111111,g567_component_aware_mixed_public_benchmark_and_synthetic,canonical_public_benchmark_map,external/benchmarks/movingai_mapf/extracted/mapf-map/empty-48-48.map,9d13ddc8f39d3e64f2cabea9a81c8d298d0f4a955b104589aea71b07b2606d4f,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_scenario_bank/maps/empty_48_48.map,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_scenario_bank/scenarios/empty_48_48-random-3567001928.scen,1.0,same_connected_component_no_path_materialization,2304,component_connected_no_path_materialization,manhattan_lower_bound_no_path_materialization,0,0,False,False,False,False,False,GATE3A_PREFLIGHT,False,czr004_derived_on_public_parent_map,False,g567_gate3a_a5_00011,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_replay_scenarios/empty_48_48-random-3567001928.scen,96ebd27af8c4839cec65675bedab93547a9661c8286d165e1c0fa39ca608599c
29b80b17ae94796091703833ff461bd4de06f2bb71ab369d3f16614a6f227eff,e3ba025f7b210a2370373c53baf32b040000b9e558ab307110bb94a2a354d937,den312d,game,65,81,2445,3567000374,deb000eaff1dd70627df8a4eb0ac8d85a6b7dec6f3cbc9e240815092da82f445,1b3d72a358329a9a37d0aed62ad2668ee7882c4c745c73dc8b4f5d75493c79c4,0c07466487508461c8d20ac702980b400877e3303520628008c60a38ab8efaa0,256,256,many_to_many_bottleneck_flow,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,uniform_all_agent_tiers_primary_30s_hard_timeout_60s,12,0.10470347648261759,g567_component_aware_mixed_public_benchmark_and_synthetic,canonical_public_benchmark_map,external/benchmarks/movingai_mapf/extracted/mapf-map/den312d.map,1b3d72a358329a9a37d0aed62ad2668ee7882c4c745c73dc8b4f5d75493c79c4,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_scenario_bank/maps/den312d.map,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_scenario_bank/scenarios/den312d-random-3567000374.scen,1.0,same_connected_component_no_path_materialization,2445,component_connected_no_path_materialization,manhattan_lower_bound_no_path_materialization,0,0,False,False,False,False,False,GATE3A_PREFLIGHT,False,czr004_derived_on_public_parent_map,False,g567_gate3a_a5_00012,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_replay_scenarios/den312d-random-3567000374.scen,deb000eaff1dd70627df8a4eb0ac8d85a6b7dec6f3cbc9e240815092da82f445
2142dc927ca5a7aac149997c5851d807be8b52bb9037f3d0555ce9441887f8c3,d61eb93d23f162dc421f0bf31c532a78e883ae7bc2002e91652dceea1e175871,den520d,game,256,257,28178,3567000864,7f74c778f1ab526c1f184d2b51b59b6abfd896d54d705b108c419b2c118f0e43,06575cc259ea90e6dad003a72f891ab9f82cc9f5e5de4a5f46b90125a46e5f90,20b428c1cf95dca3cb2d981836d76b6de002c9ad7fffb70257572f0ae65691c1,256,256,many_to_many_bottleneck_flow,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,uniform_all_agent_tiers_primary_30s_hard_timeout_60s,12,0.00908510185250905,g567_component_aware_mixed_public_benchmark_and_synthetic,canonical_public_benchmark_map,external/benchmarks/movingai_mapf/extracted/mapf-map/den520d.map,06575cc259ea90e6dad003a72f891ab9f82cc9f5e5de4a5f46b90125a46e5f90,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_scenario_bank/maps/den520d.map,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_scenario_bank/scenarios/den520d-random-3567000864.scen,1.0,same_connected_component_no_path_materialization,28178,component_connected_no_path_materialization,manhattan_lower_bound_no_path_materialization,0,0,False,False,False,False,False,GATE3A_PREFLIGHT,False,czr004_derived_on_public_parent_map,False,g567_gate3a_a5_00013,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_replay_scenarios/den520d-random-3567000864.scen,7f74c778f1ab526c1f184d2b51b59b6abfd896d54d705b108c419b2c118f0e43
541d922e83f7181b0770b0f1f84654230cf58ee3b431409f96afc09117f7985d,a45f3461eda03b7928deb1c4a7fd2cfac65a8ddfaccd7cbc60201b673527fa98,ht_mansion_n,game,133,270,8959,3567001850,27136c40570c80272d73b8960c3f942e60a3689d00bb48ee5d184f4dd56b8ac3,d0d82f6e8becb0d2c1e61bcbfd9d94ed6d061725e38107be2c9defc8dcbfd9b4,8479871dd79d134229fd81839d91976b3a22731057da166d499ae6747b7fe06c,256,256,many_to_many_bottleneck_flow,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,uniform_all_agent_tiers_primary_30s_hard_timeout_60s,12,0.028574617702868624,g567_component_aware_mixed_public_benchmark_and_synthetic,canonical_public_benchmark_map,external/benchmarks/movingai_mapf/extracted/mapf-map/ht_mansion_n.map,d0d82f6e8becb0d2c1e61bcbfd9d94ed6d061725e38107be2c9defc8dcbfd9b4,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_scenario_bank/maps/ht_mansion_n.map,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_scenario_bank/scenarios/ht_mansion_n-random-3567001850.scen,1.0,same_connected_component_no_path_materialization,8959,component_connected_no_path_materialization,manhattan_lower_bound_no_path_materialization,0,0,False,False,False,False,False,GATE3A_PREFLIGHT,False,czr004_derived_on_public_parent_map,False,g567_gate3a_a5_00014,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_replay_scenarios/ht_mansion_n-random-3567001850.scen,27136c40570c80272d73b8960c3f942e60a3689d00bb48ee5d184f4dd56b8ac3
5c830516a5041dc29c64bf94228f207520a17a1c942d7c8ba282441181b9cb87,226672fb98a623d47f16805e4dabc67c25a54c0412b7740acd5656ba8e6683ce,ht_mansion_n,game,133,270,8959,3567001198,41dc940998a36183fb8d578697cd9ddc8bca1871ff0dce856cdeb3e6dda86604,d0d82f6e8becb0d2c1e61bcbfd9d94ed6d061725e38107be2c9defc8dcbfd9b4,8b9f5cec7dad9396fcfee209f08bfdbbdc2b943d5ed1877afe82dd80589a02fd,256,256,many_to_many_bottleneck_flow,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,uniform_all_agent_tiers_primary_30s_hard_timeout_60s,12,0.028574617702868624,g567_component_aware_mixed_public_benchmark_and_synthetic,canonical_public_benchmark_map,external/benchmarks/movingai_mapf/extracted/mapf-map/ht_mansion_n.map,d0d82f6e8becb0d2c1e61bcbfd9d94ed6d061725e38107be2c9defc8dcbfd9b4,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_scenario_bank/maps/ht_mansion_n.map,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_scenario_bank/scenarios/ht_mansion_n-random-3567001198.scen,1.0,same_connected_component_no_path_materialization,8959,component_connected_no_path_materialization,manhattan_lower_bound_no_path_materialization,0,0,False,False,False,False,False,GATE3A_PREFLIGHT,False,czr004_derived_on_public_parent_map,False,g567_gate3a_a5_00015,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_replay_scenarios/ht_mansion_n-random-3567001198.scen,41dc940998a36183fb8d578697cd9ddc8bca1871ff0dce856cdeb3e6dda86604
94b988dce71cf4d420d37db3a8b92ebd51af2da4221a1e55a74c6ed0c3f6722b,3d206c872a3195c19b9b070c042a59b70733ebbb47272546f01705d438b92950,g567-cross-64x40-a-v0,cross,64,40,1998,3567002060,186e34d0254dd1fe0f94aa785aef1bbf2e6df807afa1b7a1f38c77f2dcd58140,3dc8beaf5f48c76443107bea9ab441b198fcf9b11636f3676d764b4d68ccb134,19d37f786782db12d1566286faab856e2bae059d82d930b17799972e920455d5,1000,1000,opposite_side_cross_flow,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,uniform_all_agent_tiers_primary_30s_hard_timeout_60s,12,0.5005005005005005,g567_component_aware_mixed_public_benchmark_and_synthetic,synthetic_stress_map,,,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_scenario_bank/maps/g567-cross-64x40-a-v0.map,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_scenario_bank/scenarios/g567-cross-64x40-a-v0-random-3567002060.scen,1.0,same_connected_component_no_path_materialization,1996,component_connected_no_path_materialization,manhattan_lower_bound_no_path_materialization,364,3,False,False,False,False,False,GATE3A_PREFLIGHT,False,czr004_synthetic_derived_scenario,False,g567_gate3a_a5_00016,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_replay_scenarios/g567-cross-64x40-a-v0-random-3567002060.scen,186e34d0254dd1fe0f94aa785aef1bbf2e6df807afa1b7a1f38c77f2dcd58140
4db7de87f505e9ab002a984a3660a555898a769b42ada73512a055f51f043b4a,205151da4b4ce329562e7fff55c4ee96aa563a9a5f252eaa755d86c80abc27c0,g567-islands-48x48-a-v0,islands,48,48,1801,3567001548,d3133cdc06018c025954a924e5c382a5e724d196baf61120df79799d943a6b97,a0a6d9bce5dc1ab295a8414ea3cbc411e813d9312c72f8c7539e380eac55e87e,b1d29c8e58bdf13763a89c7af3c937e5bfe591d02dd3770d011c4c0f1444b8b7,1000,1000,adversarial_opposing_flow,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,uniform_all_agent_tiers_primary_30s_hard_timeout_60s,12,0.555247084952804,g567_component_aware_mixed_public_benchmark_and_synthetic,synthetic_stress_map,,,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_scenario_bank/maps/g567-islands-48x48-a-v0.map,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_scenario_bank/scenarios/g567-islands-48x48-a-v0-random-3567001548.scen,1.0,same_connected_component_no_path_materialization,1785,component_connected_no_path_materialization,manhattan_lower_bound_no_path_materialization,473,0,False,False,False,False,False,GATE3A_PREFLIGHT,False,czr004_synthetic_derived_scenario,False,g567_gate3a_a5_00017,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_replay_scenarios/g567-islands-48x48-a-v0-random-3567001548.scen,d3133cdc06018c025954a924e5c382a5e724d196baf61120df79799d943a6b97
a2d6be0b9446c3d11c3193b1cb00ba6a7005ba6b1b139a98d04d2377a34e677e,63368d9354cabc3389c94992d92b2071e60616cfe7f2606af36bfb83549bd121,g567-islands-48x48-a-v0,islands,48,48,1801,3567002200,7f533a635f52165ce7ea90dd9245e5b91280221615e34cb352a7e124a4815386,a0a6d9bce5dc1ab295a8414ea3cbc411e813d9312c72f8c7539e380eac55e87e,05b9d7e0596f69186a1f5d0ee17c338a718db79d211ccedb30ba9ec87dd2d26b,1000,1000,adversarial_opposing_flow,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,uniform_all_agent_tiers_primary_30s_hard_timeout_60s,12,0.555247084952804,g567_component_aware_mixed_public_benchmark_and_synthetic,synthetic_stress_map,,,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_scenario_bank/maps/g567-islands-48x48-a-v0.map,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_scenario_bank/scenarios/g567-islands-48x48-a-v0-random-3567002200.scen,1.0,same_connected_component_no_path_materialization,1785,component_connected_no_path_materialization,manhattan_lower_bound_no_path_materialization,468,0,False,False,False,False,False,GATE3A_PREFLIGHT,False,czr004_synthetic_derived_scenario,False,g567_gate3a_a5_00018,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_replay_scenarios/g567-islands-48x48-a-v0-random-3567002200.scen,7f533a635f52165ce7ea90dd9245e5b91280221615e34cb352a7e124a4815386
cc8bad2338329920026257eec7a33106586df978c6f0b9453a516ea0cca0e989,cdb081d9959950b36178d1354f9a5318009d521ac68ec6aab679c88af184fcae,g567-islands-48x48-a-v0,islands,48,48,1801,3567000244,a11ab774ea04aa2231d52ed93470dbf0f34dfda03212b6f8229c1b0c798c05d2,a0a6d9bce5dc1ab295a8414ea3cbc411e813d9312c72f8c7539e380eac55e87e,9742ab3059904a3f38d3555e6556241faa88854ffae139cce11936a380c93a02,1000,1000,adversarial_opposing_flow,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,uniform_all_agent_tiers_primary_30s_hard_timeout_60s,12,0.555247084952804,g567_component_aware_mixed_public_benchmark_and_synthetic,synthetic_stress_map,,,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_scenario_bank/maps/g567-islands-48x48-a-v0.map,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_scenario_bank/scenarios/g567-islands-48x48-a-v0-random-3567000244.scen,1.0,same_connected_component_no_path_materialization,1785,component_connected_no_path_materialization,manhattan_lower_bound_no_path_materialization,475,1,False,False,False,False,False,GATE3A_PREFLIGHT,False,czr004_synthetic_derived_scenario,False,g567_gate3a_a5_00019,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_replay_scenarios/g567-islands-48x48-a-v0-random-3567000244.scen,a11ab774ea04aa2231d52ed93470dbf0f34dfda03212b6f8229c1b0c798c05d2
75a28752f6167188f85a42590bcfc7b14820ec67ece62fcd6ce1c689959091fa,8596664ebbaf059bf2e277aa2886369839ef33b0d85c59f8abdade680d0b9fcd,g567-islands-72x48-a-v1,islands,72,48,2690,3567000645,3b5ca5091b9cab71d12558df84be347c52829bb25c37017eca1f493d2a9315bc,7e7142d8c7d62aeb36ce90631c6a1d299a78db07205b050b8e29415dc2a6a43b,9b3436f133c825380a97979fb65277362a44d66d0f556489782b79f4c7ab6042,1000,1000,central_choke_point,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,uniform_all_agent_tiers_primary_30s_hard_timeout_60s,12,0.37174721189591076,g567_component_aware_mixed_public_benchmark_and_synthetic,synthetic_stress_map,,,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_scenario_bank/maps/g567-islands-72x48-a-v1.map,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_scenario_bank/scenarios/g567-islands-72x48-a-v1-random-3567000645.scen,1.0,same_connected_component_no_path_materialization,2682,component_connected_no_path_materialization,manhattan_lower_bound_no_path_materialization,268,0,False,False,False,False,False,GATE3A_PREFLIGHT,False,czr004_synthetic_derived_scenario,False,g567_gate3a_a5_00020,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_replay_scenarios/g567-islands-72x48-a-v1-random-3567000645.scen,3b5ca5091b9cab71d12558df84be347c52829bb25c37017eca1f493d2a9315bc
2aae8cd95f9c2cdc1c2a51a4c31b64f5bd255ffc33d969800db1514fe4bb87d8,ca734b19bfea739846e9343c392bae5b94c1da38bea31c3926db96752b669fb4,g567-large-connector-160x128-a-v1,large_connector,160,128,1737,3567000417,b65c585f25ae3c69e2cf263cd84ff77c8619ff64ae4023223a439321fb6b1a99,d5b00ee6491253f958515e49c37396d4d53cbd77e04c74b62fc74bc1da0f8cf6,863c4b3eb7a948e4d23f7063620ba3967f4165093e2523cc767775495bdb1c3a,1000,1000,opposite_side_cross_flow,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,uniform_all_agent_tiers_primary_30s_hard_timeout_60s,12,0.5757052389176741,g567_component_aware_mixed_public_benchmark_and_synthetic,synthetic_stress_map,,,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_scenario_bank/maps/g567-large-connector-160x128-a-v1.map,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_scenario_bank/scenarios/g567-large-connector-160x128-a-v1-random-3567000417.scen,1.0,same_connected_component_no_path_materialization,1737,component_connected_no_path_materialization,manhattan_lower_bound_no_path_materialization,532,1,False,False,False,False,False,GATE3A_PREFLIGHT,False,czr004_synthetic_derived_scenario,False,g567_gate3a_a5_00021,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_replay_scenarios/g567-large-connector-160x128-a-v1-random-3567000417.scen,b65c585f25ae3c69e2cf263cd84ff77c8619ff64ae4023223a439321fb6b1a99
27c7a7f52eaea4e6ce06af304a22bf2f264cb12d5c778bf04b3f5b9266304a27,0339dc01d8a11e1fb0c2ce547f8f3a11c249b8b08dad2b227c204063f6bcdc84,g567-large-connector-160x128-a-v2,large_connector,160,128,1737,3567000606,ea6c7bf98a62ee0d1198fa2726ff93eb25e924617ee3d67eb3c7dd2f8acffa95,d5b00ee6491253f958515e49c37396d4d53cbd77e04c74b62fc74bc1da0f8cf6,76c66f0360e5fbf710c58fa8c87eca8adbccdda29ab47728d865819dfffebc7a,1000,1000,warehouse_aisle_to_aisle,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,uniform_all_agent_tiers_primary_30s_hard_timeout_60s,12,0.5757052389176741,g567_component_aware_mixed_public_benchmark_and_synthetic,synthetic_stress_map,,,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_scenario_bank/maps/g567-large-connector-160x128-a-v2.map,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_scenario_bank/scenarios/g567-large-connector-160x128-a-v2-random-3567000606.scen,1.0,same_connected_component_no_path_materialization,1737,component_connected_no_path_materialization,manhattan_lower_bound_no_path_materialization,569,0,False,False,False,False,False,GATE3A_PREFLIGHT,False,czr004_synthetic_derived_scenario,False,g567_gate3a_a5_00022,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_replay_scenarios/g567-large-connector-160x128-a-v2-random-3567000606.scen,ea6c7bf98a62ee0d1198fa2726ff93eb25e924617ee3d67eb3c7dd2f8acffa95
48789501ccb9aae23a2e6c90ed628afac6c1b19853c9a85c4792cded02951f64,59fdd055efd1b311d4ef32848276904dd706aa355bd4ed0266d3fcacafe8a24b,g567-large-connector-160x128-a-v2,large_connector,160,128,1737,3567002162,21e940a0090d0902a316fdd57bd29c7a9459fde72f47e1f107cb894911995ff2,d5b00ee6491253f958515e49c37396d4d53cbd77e04c74b62fc74bc1da0f8cf6,bae44e778ba2b2d89b612b21f467b4217eb4eb445c131bf170832bb03905d3d2,1000,1000,uniform_random,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,uniform_all_agent_tiers_primary_30s_hard_timeout_60s,12,0.5757052389176741,g567_component_aware_mixed_public_benchmark_and_synthetic,synthetic_stress_map,,,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_scenario_bank/maps/g567-large-connector-160x128-a-v2.map,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_scenario_bank/scenarios/g567-large-connector-160x128-a-v2-random-3567002162.scen,1.0,same_connected_component_no_path_materialization,1737,component_connected_no_path_materialization,manhattan_lower_bound_no_path_materialization,566,0,False,False,False,False,False,GATE3A_PREFLIGHT,False,czr004_synthetic_derived_scenario,False,g567_gate3a_a5_00023,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_replay_scenarios/g567-large-connector-160x128-a-v2-random-3567002162.scen,21e940a0090d0902a316fdd57bd29c7a9459fde72f47e1f107cb894911995ff2
010698be1b532ea86a526e3ccf8128a38feb08acd2e0b266401f765515d84785,fc53673790575aaa34d6858f92e7725121ade3a886330e447388b4f2a611b2b5,maze_128_128_1,maze,128,128,8191,3567001533,10dcedd4c30d49d2b61ebbdc048928e94f6546f5c01bf2466b9db49e698ed694,9ef42dc6c43a2b07364c9678b7501a6a7ff1fc7e61215abae6d34000ba8e70c9,cb4a26072cbff2108dc9ed5ccb2f07b44dc5e84ea2bbabc9fb1200a4c74e88d0,3000,3000,many_to_many_bottleneck_flow,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,uniform_all_agent_tiers_primary_30s_hard_timeout_60s,12,0.36625564644121594,g567_component_aware_mixed_public_benchmark_and_synthetic,canonical_public_benchmark_map,external/benchmarks/movingai_mapf/extracted/mapf-map/maze-128-128-1.map,9ef42dc6c43a2b07364c9678b7501a6a7ff1fc7e61215abae6d34000ba8e70c9,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_scenario_bank/maps/maze_128_128_1.map,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_scenario_bank/scenarios/maze_128_128_1-random-3567001533.scen,1.0,same_connected_component_no_path_materialization,8191,component_connected_no_path_materialization,manhattan_lower_bound_no_path_materialization,734,1,False,False,False,False,False,GATE3A_PREFLIGHT,False,czr004_derived_on_public_parent_map,False,g567_gate3a_a5_00024,/root/shared-nvme/g567_gate3a_ea2cb71b_public_outputs/tmp/phase5p5_repair5g567_gate3a_true_a5_checkpoint_smoke_replay_scenarios/maze_128_128_1-random-3567001533.scen,10dcedd4c30d49d2b61ebbdc048928e94f6546f5c01bf2466b9db49e698ed694
